id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre	wordform	msOct	determiner	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization	msOct4
church/NNS/br-f44/1189	0.0357327127501576	0.0437263459617939	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and publicity in reaching new members. The proclamation of the <font color=green>churches</font>  is almost totally confined to pastoral contacts by the clergy	NNS	informative	7	4	2.72	0.57	7	churches	others	churches	a2	the	no	yes	C	plural	no	no	no	no	no	no	no	NA	yes	a
church/NNS/br-f44/124	0.0196382315703096	0.0402381008029035	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 inner city blight account for the decline of central city <font color=green>churches</font> . Central cities reveal two adverse features for the major denominations	NNS	informative	4	4	2.21	1	10	churches	others	churches	b	none	no	no	C	plural	no	no	no	yes	no	no	yes	no	yes	b
church/NNS/br-f44/1262	0.063176720529301	0.0704811117569161	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 will account for a major share of recruitment by the <font color=green>churches</font> , making it quite evident that the extension of economic integration	NNS	informative	2	0	2.27	0	6	churches	others	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/1427	0.0438981582111122	0.0436923325829951	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 for more than a single generation. The fact that metropolitan <font color=green>churches</font>  of the major denominations have moved approximately every generation for	NNS	informative	4	4	2.68	1	9	churches	others	churches	b	none	no	no	C	plural	no	no	no	yes	no	no	yes	no	yes	b
church/NNS/br-f44/1475	0.018752842637551	0.0241350435515616	church	NNS	popular_lore	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 in religious life, when one recalls the number of city <font color=green>churches</font>  which deteriorated beyond repair before being abandoned, raises fundamental questions	NNS	informative	4	3	2.24	0.75	7	churches	others	churches	c1	none	yes	no	D	plural	no	no	no	yes	no	no	no	no	no	c
church/NNS/br-f44/1683	0.114256017992413	0.168168670197779	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 hopelessly unstable environment. More than creatures of metropolitan forces, the <font color=green>churches</font>  have taken the lead in counteracting the interdependence of metropolitan	NNS	informative	2	2	3.5	1	5	churches	others	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/1802	0.168494690273346	0.163247528236308	church	NNS	popular_lore	D	D	DE	CDE	church%1:14:00::	B	B	AB	AB	 fight their way into the lower middle-class suburbs, and the <font color=green>churches</font>  will experience the same decay and rebuilding cycle which has	NNS	informative	3	2	3.41	0.67	6	churches	others	churches	c1	the	yes	yes	?	plural	no	no	no	no	no	no	no	no	no	c
church/NNS/br-f44/1918	0.0703716249123895	0.0482314394225758	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 of middle-class culture could lead to various projections for the <font color=green>churches</font> . It could be argued that any fellowship which centers in	NNS	informative	3	3	2.69	1	6	churches	others	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/2015	0.0634787445076808	0.0893218754004287	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 next chapter to the style of association in the denominational <font color=green>churches</font> ; this style is characteristically an expression of the communal style	NNS	informative	3	1	2.31	0.33	5	churches	others	churches	b	the	no	yes	C	plural	no	no	no	no	no	yes	yes	no	yes	b
church/NNS/br-f44/2181	-0.0492523732319842	0.0811504355406592	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 have fashioned the iron cage of conformity which imprisons the <font color=green>churches</font>  in their suburban captivity. The perplexing question still remains as	NNS	informative	2	1	2.19	0.5	4	churches	others	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/2201	0.0279308918544811	0.0419190081472658	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 remains as to why the middle classes turn to the <font color=green>churches</font>  as a vehicle of social identity when their clubs and	NNS	informative	5	5	2.42	1	7	churches	others	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/343	0.0943216866269129	0.105614570237599	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 moreover, residential mobility is so high in metropolitan areas that <font color=green>churches</font>  have to recruit constantly in their core stratum in order	NNS	informative	5	3	3.04	0.6	6	churches	others	churches	b	none	no	no	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/868	0.0927389965717196	0.121784887783989	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and congregational outreach have not been carefully studied in the <font color=green>churches</font> ; one study in Pittsburgh, however, has illuminated the situation. In	NNS	informative	2	1	3.09	0.5	5	churches	others	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/890	0.0263290250990436	0.0244551767634861	church	NNS	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 the situation. In a sample of new members of Pittsburgh <font color=green>churches</font> , almost 60 per cent were recruited by initial`` contacts with	NNS	informative	3	2	2.29	0.67	9	churches	others	churches	b	none	no	no	C	plural	no	no	no	yes	no	no	yes	no	yes	b
church/NNS/br-k01/769	-0.205332262117701	-0.0472009937338092	church	NNS	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 It was a Negro section of peeling row houses, store-front <font color=green>churches</font>  and ragged children. Rachel had to bend toward Scotty and	NNS	imaginative	2	0	2.31	0	4	churches	imag	churches	c1	none	yes	no	D	plural	no	no	no	no	no	no	no	no	no	c
church/NNS/br-k04/2307	0.0695947218898956	-0.0398279463204141	church	NNS	fiction_gral	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 his career in the Methodist church, if not in all <font color=green>churches</font> .	NNS	imaginative	2	0	2.48	0	2	churches	imag	churches	a2	all	no	yes	B	plural	no	no	no	no	no	no	no	NA	yes	a
church/NNS/br-k06/1925	-0.34148450803808	0.00642512121917636	church	NNS	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 them open. Lightning might strike the steeples of the other <font color=green>churches</font> ; not of Drew Church. A flash illumined the trees as	NNS	imaginative	2	0	2.61	0	4	churches	imag	churches	c1	the	yes	yes	D	plural	no	no	yes	no	no	no	no	no	no	c
