_id	model.x	model.y	lemma	wf	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw
country/NNS/br-h21/1267	-0.0794960041568155	0.0344726716099051	country	countries	NNS	miscellaneous	non-fiction	B1	B	B14	B	country%1:14:00::	B2	B	BB2	B	 a rider which limits competitive bidding by firms in other <font color=green>countries</font>  on certain military supply items. As I have repeatedly stated	2	1	2.42	0.5	11
country/NNS/br-j10/1243	-0.0202804906050121	0.125894961225761	country	countries	NNS	learned	non-fiction	B2	B	B23	B	european_country%1:15:00::	B1	B	B1	B	 the`` cuckoo bumblebee'' as it is called in some European <font color=green>countries</font> . Female individuals of Psithyrus look deceptively like the workers and	2	0	1.46	0	8
country/NNS/br-j22/1149	-0.041233640009437	-0.0102376055603996	country	countries	NNS	learned	non-fiction	B4	B	B14	B	country%1:14:00::	B2	B	BB2	B	 likely to be a pressing issue in many of these <font color=green>countries</font> . It should be American policy not only to encourage effective	3	3	0.97	1	9
country/NNS/br-j22/1309	-0.276332103336906	-0.0978847045051851	country	countries	NNS	learned	non-fiction	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 At a third stage in the modernization process are such <font color=green>countries</font>  as India, Brazil, the Philippines, and Taiwan, which are ready	6	3	2.47	0.5	5
country/NNS/br-j22/1375	-0.0539642096236054	0.0447398270193715	country	countries	NNS	learned	non-fiction	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 in the program to wider and wider groups. But these <font color=green>countries</font>  have made big strides toward developing the necessary human and	4	4	1.56	1	7
country/NNS/br-j22/1437	-0.134846998477707	0.017837422356862	country	countries	NNS	learned	non-fiction	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 economies. On the economic front, the first priority of these <font color=green>countries</font>  is to mobilize a vastly increased volume of resources. Several	4	4	1.99	1	7
country/NNS/br-j22/1464	-0.129730214893911	0.047514224889914	country	countries	NNS	learned	non-fiction	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 carried out if self-sustaining growth is to be achieved. These <font color=green>countries</font>  must formulate a comprehensive, long-term program covering the objectives of	4	3	2.13	0.75	9
country/NNS/br-j22/171	-0.0115657398833133	0.00828807684545538	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 and dangerous consequences of social change which have troubled other <font color=green>countries</font>  passing through this stage can be escaped. The United States	4	3	1.76	0.75	10
country/NNS/br-j22/194	-0.0382347345355826	0.00883668259470905	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 help by communicating a genuine concern with the problems these <font color=green>countries</font>  face and a readiness to provide technical and other appropriate	3	3	2.2	1	11
country/NNS/br-j22/1968	-0.00611883382621575	-0.0451358214387061	country	countries	NNS	learned	non-fiction	B4	B	B14	B	country%1:14:00::	B2	B	BB2	B	 to take seriously their claims to being democratic and free <font color=green>countries</font> ; we also have, in consequence, the duty to appraise realistically	2	2	1.7	1	8
country/NNS/br-j22/2116	-0.142675672988553	-0.0674697629172558	country	countries	NNS	learned	non-fiction	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 generate. It follows that any effective policy toward the underdeveloped <font color=green>countries</font>  must have a realistically long working horizon. It must be	3	2	2.07	0.67	5
country/NNS/br-j22/257	-0.211449989732547	0.0458998839288842	country	countries	NNS	learned	non-fiction	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 and the lack of cohesion and stability which characterize these <font color=green>countries</font>  may make them particularly prone to diversions and external adventures	2	0	2.44	0	7
country/NNS/br-j22/347	-0.05071000016308	-0.0345083239268839	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 world scene. When necessary, we should make it clear that <font color=green>countries</font>  which choose to derive marginal advantages from the cold war	5	5	2.04	1	9
country/NNS/br-j22/397	-0.0709574529276172	0.0275070207149781	country	countries	NNS	learned	non-fiction	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 As a nation, we feel an obligation to assist other <font color=green>countries</font>  in their development; but this obligation pertains only to countries	2	2	2.22	1	8
country/NNS/br-j22/408	-0.115499260957739	0.0270014513104039	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 countries in their development; but this obligation pertains only to <font color=green>countries</font>  which are honestly seeking to become responsible members of a	4	4	1.84	1	6
country/NNS/br-j22/429	-0.0965016297708871	-0.127517857771703	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 a stable and forward-moving world community. When we look at <font color=green>countries</font>  like Iran, Iraq, Pakistan, and Burma, where substantial progress has	8	3	1.44	0.38	4
country/NNS/br-j22/474	-0.0641633175641386	0.032886766336452	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 of centralized government exist, we find a second category of <font color=green>countries</font>  with a different set of problems and hence different priorities	4	2	1.68	0.5	9
country/NNS/br-j22/603	-0.0927239418025864	-0.00166449109951976	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 achieve the national goals of modernization already symbolically accepted. Most <font color=green>countries</font>  in this second category share the difficulty of having many	3	3	2.12	1	9
country/NNS/br-j22/892	-0.0938717381933654	0.0501945436737212	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 performance can we provide telling assistance. With respect to those <font color=green>countries</font>  whose leaders prefer to live with their illusions, we can	2	2	1.73	1	7
country/NNS/br-j22/929	-0.12106429633545	0.0403908323996796	country	countries	NNS	learned	non-fiction	B3	B	B23	B	country%1:14:00::	B2	B	BB2	B	 clear for all to see. Our technical assistance to these <font color=green>countries</font>  should place special emphasis on inducing the central governments to	4	4	1.71	1	7
country/NNS/br-j37/1682	-0.104407532771915	0.0172119624041487	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 solutions devised in the electoral experiences of the rapidly changing <font color=green>countries</font>  are often of comparative value and essential to evaluating election	4	4	2.1	1	12
country/NNS/br-j42/1418	-0.0208191073646458	0.0203327673910683	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 the Common Law in England. Codification was followed in all <font color=green>countries</font>  by a growing amount of legislation, some changing and adjusting	4	3	1.54	0.75	8
country/NNS/br-j42/428	-0.0524134819632615	-0.187243489179791	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 from the North) was the neutralization of the Latin American <font color=green>countries</font> ; out of the question was the neutralization of Asia and	3	1	1.34	0.33	7
country/NNS/br-j42/665	-0.192041387974357	0.00927243312496162	country	countries	NNS	learned	non-fiction	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 civilization must formally enter into the circle of law governed <font color=green>countries</font> . They must do something with the acquiescence of the latter	3	3	1.83	1	8
