cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_1	ann_3	ann_2	votes	conc_distance	conc_id
hoop/noun/volkskrant_20020308_34/641/R9	hoop/noun/volkskrant_20020308_34/641	R9	Lobo	det	Lobo/det	Lobo	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0	8	hoop/noun/volkskrant_20020308_34/641/R7
hoop/noun/volkskrant_20020308_34/641/R10	hoop/noun/volkskrant_20020308_34/641	R10	Antunes	det	Antunes/det	Antunes	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0	9	hoop/noun/volkskrant_20020308_34/641/R8
hoop/noun/volkskrant_20020308_34/641/R11	hoop/noun/volkskrant_20020308_34/641	R11	'	punct	'/punct	'	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0	10	hoop/noun/volkskrant_20020308_34/641/R9
hoop/noun/volkskrant_20020308_34/641/R12	hoop/noun/volkskrant_20020308_34/641	R12	literatuur	noun	literatuur/noun	literatuur	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0	11	hoop/noun/volkskrant_20020308_34/641/R10
hoop/noun/volkskrant_20020308_34/641/R13	hoop/noun/volkskrant_20020308_34/641	R13	echter	adv	echter/adv	echter	False	R	14	0.45396227	172600	436	FALSE	FALSE	FALSE	0	12	hoop/noun/volkskrant_20020308_34/641/R11
hoop/noun/volkskrant_20020308_34/641/R14	hoop/noun/volkskrant_20020308_34/641	R14	niet	adv	niet/adv	niet	False	R	15	-0.084431656	3455007	5068	FALSE	FALSE	FALSE	0	13	hoop/noun/volkskrant_20020308_34/641/R12
hoop/noun/volkskrant_20020308_34/641/R15	hoop/noun/volkskrant_20020308_34/641	R15	in	fixed	in/fixed	in	False	R	16	NA	NA	NA	FALSE	FALSE	FALSE	0	14	hoop/noun/volkskrant_20020308_34/641/R13
hoop/noun/volkskrant_20001014_181/336/L0	hoop/noun/volkskrant_20001014_181/336	L0	de	det	de/det	de	True	L	1	0.16304721	28074105	52673	FALSE	TRUE	TRUE	2	1	hoop/noun/volkskrant_20001014_181/336/L0
hoop/noun/volkskrant_20001014_181/336/L1	hoop/noun/volkskrant_20001014_181/336	L1	in	prep	in/prep	in	True	L	2	0.19974847	9492181	18439	TRUE	TRUE	TRUE	3	2	hoop/noun/volkskrant_20001014_181/336/L1
hoop/noun/volkskrant_20001014_181/336/L2	hoop/noun/volkskrant_20001014_181/336	L2	,	punct	,/punct	,	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0	3	hoop/noun/volkskrant_20001014_181/336/L2
hoop/noun/volkskrant_20001014_181/336/L3	hoop/noun/volkskrant_20001014_181/336	L3	plafond	noun	plafond/noun	plafond	True	L	4	-0.52458155	7395	7	FALSE	FALSE	FALSE	0	4	hoop/noun/volkskrant_20001014_181/336/L3
hoop/noun/volkskrant_20001014_181/336/L4	hoop/noun/volkskrant_20001014_181/336	L4	het	det	het/det	het	True	L	5	-0.15225483	11650779	15954	FALSE	FALSE	FALSE	0	5	hoop/noun/volkskrant_20001014_181/336/L4
hoop/noun/volkskrant_20001014_181/336/L5	hoop/noun/volkskrant_20001014_181/336	L5	naar	prep	naar/prep	naar	True	L	6	-0.03765903	1512452	2319	FALSE	FALSE	FALSE	0	6	hoop/noun/volkskrant_20001014_181/336/L5
hoop/noun/volkskrant_20001014_181/336/L6	hoop/noun/volkskrant_20001014_181/336	L6	staar	verb	staar/verb	staart	True	L	7	0.4035992	4174	10	FALSE	FALSE	FALSE	0	7	hoop/noun/volkskrant_20001014_181/336/L6
hoop/noun/volkskrant_20001014_181/336/L7	hoop/noun/volkskrant_20001014_181/336	L7	hij	pron	hij/pron	Hij	True	L	8	-0.0051085934999999996	2403923	3834	FALSE	FALSE	FALSE	0	8	hoop/noun/volkskrant_20001014_181/336/L7
hoop/noun/volkskrant_20001014_181/336/L8	hoop/noun/volkskrant_20001014_181/336	L8	sentence_delimiter	none	none	<sentence>	none	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_20001014_181/336/delimiter
hoop/noun/volkskrant_20001014_181/336/L9	hoop/noun/volkskrant_20001014_181/336	L9	sentence_delimiter	none	none	</sentence>	none	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_20001014_181/336/delimiter
hoop/noun/volkskrant_20001014_181/336/L10	hoop/noun/volkskrant_20001014_181/336	L10	.	punct	./punct	.	False	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0	9	hoop/noun/volkskrant_20001014_181/336/L8
hoop/noun/volkskrant_20001014_181/336/L11	hoop/noun/volkskrant_20001014_181/336	L11	bij	prep	bij/prep	bij	False	L	12	-0.08181511	1803877	2645	FALSE	FALSE	FALSE	0	10	hoop/noun/volkskrant_20001014_181/336/L9
hoop/noun/volkskrant_20001014_181/336/L12	hoop/noun/volkskrant_20001014_181/336	L12	houterig	adj	houterig/adj	houterig	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0	11	hoop/noun/volkskrant_20001014_181/336/L10
hoop/noun/volkskrant_20001014_181/336/L13	hoop/noun/volkskrant_20001014_181/336	L13	er	noun	er/noun	er	False	L	14	0.17513394	665899	1270	FALSE	FALSE	FALSE	0	12	hoop/noun/volkskrant_20001014_181/336/L11
hoop/noun/volkskrant_20001014_181/336/L14	hoop/noun/volkskrant_20001014_181/336	L14	zit	verb	zit/verb	zit	False	L	15	0.09545377	425170	747	FALSE	FALSE	FALSE	0	13	hoop/noun/volkskrant_20001014_181/336/L12
hoop/noun/volkskrant_20001014_181/336/L15	hoop/noun/volkskrant_20001014_181/336	L15	Gerrit	name	Gerrit/name	Gerrit	False	L	16	NA	NA	NA	FALSE	FALSE	FALSE	0	14	hoop/noun/volkskrant_20001014_181/336/L13
hoop/noun/volkskrant_20001014_181/336/R0	hoop/noun/volkskrant_20001014_181/336	R0	dat	comp	dat/comp	dat	True	R	1	NA	NA	NA	FALSE	FALSE	TRUE	1	1	hoop/noun/volkskrant_20001014_181/336/R0
hoop/noun/volkskrant_20001014_181/336/R1	hoop/noun/volkskrant_20001014_181/336	R1	de	det	de/det	de	True	R	2	0.16304721	28074105	52673	FALSE	FALSE	FALSE	0	2	hoop/noun/volkskrant_20001014_181/336/R1
hoop/noun/volkskrant_20001014_181/336/R2	hoop/noun/volkskrant_20001014_181/336	R2	huilbui	noun	huilbui/noun	huilbui	True	R	3	0.5926741	344	1	FALSE	FALSE	FALSE	0	3	hoop/noun/volkskrant_20001014_181/336/R2
hoop/noun/volkskrant_20001014_181/336/R3	hoop/noun/volkskrant_20001014_181/336	R3	zo	adv	zo/adv	zo	True	R	4	0.08872196	748301	1309	FALSE	FALSE	FALSE	0	4	hoop/noun/volkskrant_20001014_181/336/R3
hoop/noun/volkskrant_20001014_181/336/R4	hoop/noun/volkskrant_20001014_181/336	R4	snel	adj	snel/adj	snel	True	R	5	0.70666534	230240	744	FALSE	FALSE	FALSE	0	5	hoop/noun/volkskrant_20001014_181/336/R4
hoop/noun/volkskrant_20001014_181/336/R5	hoop/noun/volkskrant_20001014_181/336	R5	mogelijk	adj	mogelijk/adj	mogelijk	True	R	6	0.15957318	213777	400	FALSE	FALSE	FALSE	0	6	hoop/noun/volkskrant_20001014_181/336/R5
hoop/noun/volkskrant_20001014_181/336/R6	hoop/noun/volkskrant_20001014_181/336	R6	waai_over	verb	waai_over/verb	overwaait	True	R	7	1.7695714	1601	15	FALSE	FALSE	FALSE	0	7	hoop/noun/volkskrant_20001014_181/336/R6
hoop/noun/volkskrant_20001014_181/336/R7	hoop/noun/volkskrant_20001014_181/336	R7	.	punct	./punct	.	True	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0	8	hoop/noun/volkskrant_20001014_181/336/R7
hoop/noun/volkskrant_20001014_181/336/R8	hoop/noun/volkskrant_20001014_181/336	R8	sentence_delimiter	none	none	</sentence>	none	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_20001014_181/336/delimiter
hoop/noun/volkskrant_20001014_181/336/R9	hoop/noun/volkskrant_20001014_181/336	R9	sentence_delimiter	none	none	<sentence>	none	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_20001014_181/336/delimiter
hoop/noun/volkskrant_20001014_181/336/R10	hoop/noun/volkskrant_20001014_181/336	R10	die	det	die/det	Die	False	R	11	0.32286173	1365392	3025	FALSE	FALSE	FALSE	0	9	hoop/noun/volkskrant_20001014_181/336/R8
hoop/noun/volkskrant_20001014_181/336/R11	hoop/noun/volkskrant_20001014_181/336	R11	emotioneel	adj	emotioneel/adj	emotionele	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0	10	hoop/noun/volkskrant_20001014_181/336/R9
hoop/noun/volkskrant_20001014_181/336/R12	hoop/noun/volkskrant_20001014_181/336	R12	onmacht	noun	onmacht/noun	onmacht	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0	11	hoop/noun/volkskrant_20001014_181/336/R10
hoop/noun/volkskrant_20001014_181/336/R13	hoop/noun/volkskrant_20001014_181/336	R13	ben	verb	ben/verb	is	False	R	14	0.033185802	9938754	16385	FALSE	FALSE	FALSE	0	12	hoop/noun/volkskrant_20001014_181/336/R11
hoop/noun/volkskrant_20001014_181/336/R14	hoop/noun/volkskrant_20001014_181/336	R14	nog	adv	nog/adv	nog	False	R	15	0.69479424	1683041	5377	FALSE	FALSE	FALSE	0	13	hoop/noun/volkskrant_20001014_181/336/R12
hoop/noun/volkskrant_20001014_181/336/R15	hoop/noun/volkskrant_20001014_181/336	R15	veel	adj	veel/adj	veel	False	R	16	0.22979027	425020	856	FALSE	FALSE	FALSE	0	14	hoop/noun/volkskrant_20001014_181/336/R13
hoop/noun/volkskrant_19991203_129/707/L0	hoop/noun/volkskrant_19991203_129/707	L0	nog	adv	nog/adv	nog	True	L	1	0.69479424	1683041	5377	FALSE	TRUE	TRUE	2	1	hoop/noun/volkskrant_19991203_129/707/L0
hoop/noun/volkskrant_19991203_129/707/L1	hoop/noun/volkskrant_19991203_129/707	L1	,	punct	,/punct	,	True	L	2	NA	NA	NA	FALSE	FALSE	FALSE	0	2	hoop/noun/volkskrant_19991203_129/707/L1
hoop/noun/volkskrant_19991203_129/707/L2	hoop/noun/volkskrant_19991203_129/707	L2	kortom	adv	kortom/adv	kortom	True	L	3	0.59192616	8306	24	FALSE	FALSE	FALSE	0	3	hoop/noun/volkskrant_19991203_129/707/L2
hoop/noun/volkskrant_19991203_129/707/L3	hoop/noun/volkskrant_19991203_129/707	L3	,	punct	,/punct	,	True	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0	4	hoop/noun/volkskrant_19991203_129/707/L3
hoop/noun/volkskrant_19991203_129/707/L4	hoop/noun/volkskrant_19991203_129/707	L4	ben	verb	ben/verb	is	True	L	5	0.033185802	9938754	16385	FALSE	FALSE	TRUE	1	5	hoop/noun/volkskrant_19991203_129/707/L4
hoop/noun/volkskrant_19991203_129/707/L5	hoop/noun/volkskrant_19991203_129/707	L5	er	adv	er/adv	Er	True	L	6	0.8658729	1744977	6641	TRUE	TRUE	TRUE	3	6	hoop/noun/volkskrant_19991203_129/707/L5
hoop/noun/volkskrant_19991203_129/707/L6	hoop/noun/volkskrant_19991203_129/707	L6	sentence_delimiter	none	none	<sentence>	none	L	7	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_19991203_129/707/delimiter
hoop/noun/volkskrant_19991203_129/707/L7	hoop/noun/volkskrant_19991203_129/707	L7	sentence_delimiter	none	none	</sentence>	none	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_19991203_129/707/delimiter
hoop/noun/volkskrant_19991203_129/707/L8	hoop/noun/volkskrant_19991203_129/707	L8	.	punct	./punct	.	False	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0	7	hoop/noun/volkskrant_19991203_129/707/L6
hoop/noun/volkskrant_19991203_129/707/L9	hoop/noun/volkskrant_19991203_129/707	L9	ben	verb	ben/verb	is	False	L	10	0.033185802	9938754	16385	FALSE	FALSE	FALSE	0	8	hoop/noun/volkskrant_19991203_129/707/L7
hoop/noun/volkskrant_19991203_129/707/L10	hoop/noun/volkskrant_19991203_129/707	L10	plaats	noun	plaats/noun	plaats	False	L	11	-0.15240116	219685	301	FALSE	FALSE	FALSE	0	9	hoop/noun/volkskrant_19991203_129/707/L8
hoop/noun/volkskrant_19991203_129/707/L11	hoop/noun/volkskrant_19991203_129/707	L11	zijn	det	zijn/det	zijn	False	L	12	0.09705032400000001	2164588	3814	FALSE	FALSE	FALSE	0	10	hoop/noun/volkskrant_19991203_129/707/L9
hoop/noun/volkskrant_19991203_129/707/L12	hoop/noun/volkskrant_19991203_129/707	L12	op	prep	op/prep	op	False	L	13	0.55719376	4502370	12511	FALSE	FALSE	FALSE	0	11	hoop/noun/volkskrant_19991203_129/707/L10
hoop/noun/volkskrant_19991203_129/707/L13	hoop/noun/volkskrant_19991203_129/707	L13	scepsis	noun	scepsis/noun	scepsis	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0	12	hoop/noun/volkskrant_19991203_129/707/L11
hoop/noun/volkskrant_19991203_129/707/L14	hoop/noun/volkskrant_19991203_129/707	L14	dat	comp	dat/comp	dat	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0	13	hoop/noun/volkskrant_19991203_129/707/L12
hoop/noun/volkskrant_19991203_129/707/L15	hoop/noun/volkskrant_19991203_129/707	L15	ben	verb	ben/verb	is	False	L	16	0.033185802	9938754	16385	TRUE	TRUE	FALSE	2	14	hoop/noun/volkskrant_19991203_129/707/L13
hoop/noun/volkskrant_19991203_129/707/R0	hoop/noun/volkskrant_19991203_129/707	R0	.	punct	./punct	.	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	0	1	hoop/noun/volkskrant_19991203_129/707/R0
hoop/noun/volkskrant_19991203_129/707/R1	hoop/noun/volkskrant_19991203_129/707	R1	sentence_delimiter	none	none	</sentence>	none	R	2	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_19991203_129/707/delimiter
hoop/noun/volkskrant_19991203_129/707/R2	hoop/noun/volkskrant_19991203_129/707	R2	sentence_delimiter	none	none	<sentence>	none	R	3	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_19991203_129/707/delimiter
hoop/noun/volkskrant_19991203_129/707/R3	hoop/noun/volkskrant_19991203_129/707	R3	en	comp	en/comp	En	False	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0	2	hoop/noun/volkskrant_19991203_129/707/R1
hoop/noun/volkskrant_19991203_129/707/R4	hoop/noun/volkskrant_19991203_129/707	R4	dus	adv	dus/adv	dus	False	R	5	0.3834813	257023	604	FALSE	FALSE	FALSE	0	3	hoop/noun/volkskrant_19991203_129/707/R2
hoop/noun/volkskrant_19991203_129/707/R5	hoop/noun/volkskrant_19991203_129/707	R5	laat	verb	laat/verb	laat	False	R	6	0.20290062	521724	1020	FALSE	FALSE	FALSE	0	4	hoop/noun/volkskrant_19991203_129/707/R3
hoop/noun/volkskrant_19991203_129/707/R6	hoop/noun/volkskrant_19991203_129/707	R6	zijn	det	zijn/det	zijn	False	R	7	0.09705032400000001	2164588	3814	FALSE	FALSE	FALSE	0	5	hoop/noun/volkskrant_19991203_129/707/R4
hoop/noun/volkskrant_19991203_129/707/R7	hoop/noun/volkskrant_19991203_129/707	R7	boek	noun	boek/noun	boek	False	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0	6	hoop/noun/volkskrant_19991203_129/707/R5
hoop/noun/volkskrant_19991203_129/707/R8	hoop/noun/volkskrant_19991203_129/707	R8	zich	pron	zich/pron	zich	False	R	9	-0.11809161	1097010	1558	FALSE	FALSE	FALSE	0	7	hoop/noun/volkskrant_19991203_129/707/R6
hoop/noun/volkskrant_19991203_129/707/R9	hoop/noun/volkskrant_19991203_129/707	R9	slechts	adv	slechts/adv	slechts	False	R	10	-0.24622601	133553	167	FALSE	FALSE	FALSE	0	8	hoop/noun/volkskrant_19991203_129/707/R7
hoop/noun/volkskrant_19991203_129/707/R10	hoop/noun/volkskrant_19991203_129/707	R10	lees	verb	lees/verb	lezen	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0	9	hoop/noun/volkskrant_19991203_129/707/R8
hoop/noun/volkskrant_19991203_129/707/R11	hoop/noun/volkskrant_19991203_129/707	R11	met	prep	met/prep	met	False	R	12	-0.16139536	4230163	5745	FALSE	FALSE	FALSE	0	10	hoop/noun/volkskrant_19991203_129/707/R9
hoop/noun/volkskrant_19991203_129/707/R12	hoop/noun/volkskrant_19991203_129/707	R12	een	det	een/det	een	False	R	13	0.36697876	11075723	25530	FALSE	FALSE	FALSE	0	11	hoop/noun/volkskrant_19991203_129/707/R10
hoop/noun/volkskrant_19991203_129/707/R13	hoop/noun/volkskrant_19991203_129/707	R13	ander	adj	ander/adj	ander	False	R	14	-0.03582835	663512	1025	FALSE	FALSE	FALSE	0	12	hoop/noun/volkskrant_19991203_129/707/R11
hoop/noun/volkskrant_19991203_129/707/R14	hoop/noun/volkskrant_19991203_129/707	R14	boek	noun	boek/noun	boek	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0	13	hoop/noun/volkskrant_19991203_129/707/R12
hoop/noun/volkskrant_19991203_129/707/R15	hoop/noun/volkskrant_19991203_129/707	R15	onder	prep	onder/prep	onder	False	R	16	-0.20923178	414521	536	FALSE	FALSE	FALSE	0	14	hoop/noun/volkskrant_19991203_129/707/R13
hoop/noun/volkskrant_20030828_07/268/L0	hoop/noun/volkskrant_20030828_07/268	L0	veel	det	veel/det	Veel	True	L	1	0.34835798	287287	649	FALSE	TRUE	FALSE	1	1	hoop/noun/volkskrant_20030828_07/268/L0
hoop/noun/volkskrant_20030828_07/268/L1	hoop/noun/volkskrant_20030828_07/268	L1	sentence_delimiter	none	none	<sentence>	none	L	2	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_20030828_07/268/delimiter
hoop/noun/volkskrant_20030828_07/268/L2	hoop/noun/volkskrant_20030828_07/268	L2	sentence_delimiter	none	none	</sentence>	none	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_20030828_07/268/delimiter
hoop/noun/volkskrant_20030828_07/268/L3	hoop/noun/volkskrant_20030828_07/268	L3	.	punct	./punct	.	False	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0	2	hoop/noun/volkskrant_20030828_07/268/L1
hoop/noun/volkskrant_20030828_07/268/L4	hoop/noun/volkskrant_20030828_07/268	L4	'	punct	'/punct	'	False	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0	3	hoop/noun/volkskrant_20030828_07/268/L2
hoop/noun/volkskrant_20030828_07/268/L5	hoop/noun/volkskrant_20030828_07/268	L5	waterschap	noun	waterschap/noun	waterschap	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	0	4	hoop/noun/volkskrant_20030828_07/268/L3
hoop/noun/volkskrant_20030828_07/268/L6	hoop/noun/volkskrant_20030828_07/268	L6	het	det	het/det	het	False	L	7	-0.15225483	11650779	15954	FALSE	FALSE	FALSE	0	5	hoop/noun/volkskrant_20030828_07/268/L4
hoop/noun/volkskrant_20030828_07/268/L7	hoop/noun/volkskrant_20030828_07/268	L7	naar	prep	naar/prep	naar	False	L	8	-0.03765903	1512452	2319	FALSE	FALSE	FALSE	0	6	hoop/noun/volkskrant_20030828_07/268/L5
hoop/noun/volkskrant_20030828_07/268/L8	hoop/noun/volkskrant_20030828_07/268	L8	weer	adv	weer/adv	weer	False	L	9	1.0435869	396780	1787	FALSE	FALSE	FALSE	0	7	hoop/noun/volkskrant_20030828_07/268/L6
hoop/noun/volkskrant_20030828_07/268/L9	hoop/noun/volkskrant_20030828_07/268	L9	provincie	noun	provincie/noun	provincie	False	L	10	-0.33170703	48624	55	FALSE	FALSE	FALSE	0	8	hoop/noun/volkskrant_20030828_07/268/L7
hoop/noun/volkskrant_20030828_07/268/L10	hoop/noun/volkskrant_20030828_07/268	L10	de	det	de/det	de	False	L	11	0.16304721	28074105	52673	FALSE	FALSE	FALSE	0	9	hoop/noun/volkskrant_20030828_07/268/L8
hoop/noun/volkskrant_20030828_07/268/L11	hoop/noun/volkskrant_20030828_07/268	L11	en	vg	en/vg	en	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0	10	hoop/noun/volkskrant_20030828_07/268/L9
hoop/noun/volkskrant_20030828_07/268/L12	hoop/noun/volkskrant_20030828_07/268	L12	provincie	noun	provincie/noun	provincie	False	L	13	-0.33170703	48624	55	FALSE	FALSE	FALSE	0	11	hoop/noun/volkskrant_20030828_07/268/L10
hoop/noun/volkskrant_20030828_07/268/L13	hoop/noun/volkskrant_20030828_07/268	L13	de	det	de/det	de	False	L	14	0.16304721	28074105	52673	FALSE	FALSE	FALSE	0	12	hoop/noun/volkskrant_20030828_07/268/L11
hoop/noun/volkskrant_20030828_07/268/L14	hoop/noun/volkskrant_20030828_07/268	L14	naar	prep	naar/prep	naar	False	L	15	-0.03765903	1512452	2319	FALSE	FALSE	FALSE	0	13	hoop/noun/volkskrant_20030828_07/268/L12
hoop/noun/volkskrant_20030828_07/268/L15	hoop/noun/volkskrant_20030828_07/268	L15	waterschap	noun	waterschap/noun	waterschap	False	L	16	NA	NA	NA	FALSE	FALSE	FALSE	0	14	hoop/noun/volkskrant_20030828_07/268/L13
hoop/noun/volkskrant_20030828_07/268/R0	hoop/noun/volkskrant_20030828_07/268	R0	op	prep	op/prep	op	True	R	1	0.55719376	4502370	12511	TRUE	TRUE	TRUE	3	1	hoop/noun/volkskrant_20030828_07/268/R0
hoop/noun/volkskrant_20030828_07/268/R1	hoop/noun/volkskrant_20030828_07/268	R1	geld	noun	geld/noun	geld	True	R	2	1.137098	203976	1013	FALSE	FALSE	FALSE	0	2	hoop/noun/volkskrant_20030828_07/268/R1
hoop/noun/volkskrant_20030828_07/268/R2	hoop/noun/volkskrant_20030828_07/268	R2	heb	verb	heb/verb	heeft	True	R	3	0.36414722	4034811	9232	FALSE	FALSE	FALSE	0	3	hoop/noun/volkskrant_20030828_07/268/R2
hoop/noun/volkskrant_20030828_07/268/R3	hoop/noun/volkskrant_20030828_07/268	R3	Wilnis	name	Wilnis/name	Wilnis	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0	4	hoop/noun/volkskrant_20030828_07/268/R3
hoop/noun/volkskrant_20030828_07/268/R4	hoop/noun/volkskrant_20030828_07/268	R4	dus	adv	dus/adv	dus	True	R	5	0.3834813	257023	604	FALSE	FALSE	FALSE	0	5	hoop/noun/volkskrant_20030828_07/268/R4
hoop/noun/volkskrant_20030828_07/268/R5	hoop/noun/volkskrant_20030828_07/268	R5	niet	adv	niet/adv	niet	True	R	6	-0.084431656	3455007	5068	FALSE	FALSE	FALSE	0	6	hoop/noun/volkskrant_20030828_07/268/R5
hoop/noun/volkskrant_20030828_07/268/R6	hoop/noun/volkskrant_20030828_07/268	R6	.	punct	./punct	.	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0	7	hoop/noun/volkskrant_20030828_07/268/R6
hoop/noun/volkskrant_20030828_07/268/R7	hoop/noun/volkskrant_20030828_07/268	R7	sentence_delimiter	none	none	</sentence>	none	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_20030828_07/268/delimiter
hoop/noun/volkskrant_20030828_07/268/R8	hoop/noun/volkskrant_20030828_07/268	R8	sentence_delimiter	none	none	<sentence>	none	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/volkskrant_20030828_07/268/delimiter
hoop/noun/volkskrant_20030828_07/268/R9	hoop/noun/volkskrant_20030828_07/268	R9	Thea	name	Thea/name	Thea	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0	8	hoop/noun/volkskrant_20030828_07/268/R7
hoop/noun/volkskrant_20030828_07/268/R10	hoop/noun/volkskrant_20030828_07/268	R10	Klein	name	Klein/name	Klein	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0	9	hoop/noun/volkskrant_20030828_07/268/R8
hoop/noun/volkskrant_20030828_07/268/R11	hoop/noun/volkskrant_20030828_07/268	R11	schep	verb	schep/verb	schept	False	R	12	1.019283	16497	73	FALSE	FALSE	FALSE	0	10	hoop/noun/volkskrant_20030828_07/268/R9
hoop/noun/volkskrant_20030828_07/268/R12	hoop/noun/volkskrant_20030828_07/268	R12	met	prep	met/prep	met	False	R	13	-0.16139536	4230163	5745	FALSE	FALSE	FALSE	0	11	hoop/noun/volkskrant_20030828_07/268/R10
hoop/noun/volkskrant_20030828_07/268/R13	hoop/noun/volkskrant_20030828_07/268	R13	een	det	een/det	een	False	R	14	0.36697876	11075723	25530	FALSE	FALSE	FALSE	0	12	hoop/noun/volkskrant_20030828_07/268/R11
hoop/noun/volkskrant_20030828_07/268/R14	hoop/noun/volkskrant_20030828_07/268	R14	emmer_DIM	noun	emmer_DIM/noun	emmertje	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0	13	hoop/noun/volkskrant_20030828_07/268/R12
hoop/noun/volkskrant_20030828_07/268/R15	hoop/noun/volkskrant_20030828_07/268	R15	water	noun	water/noun	water	False	R	16	-0.26381838	84146	103	FALSE	FALSE	FALSE	0	14	hoop/noun/volkskrant_20030828_07/268/R13
hoop/noun/volkskrant_20041008_95/24/L0	hoop/noun/volkskrant_20041008_95/24	L0	de	det	de/det	de	True	L	1	0.16304721	28074105	52673	FALSE	TRUE	TRUE	2	1	hoop/noun/volkskrant_20041008_95/24/L0
hoop/noun/volkskrant_20041008_95/24/L1	hoop/noun/volkskrant_20041008_95/24	L1	blijf	verb	blijf/verb	blijft	True	L	2	0.40233037	516893	1226	TRUE	TRUE	TRUE	3	2	hoop/noun/volkskrant_20041008_95/24/L1
hoop/noun/volkskrant_20041008_95/24/L2	hoop/noun/volkskrant_20041008_95/24	L2	Newark	name	Newark/name	Newark	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0	3	hoop/noun/volkskrant_20041008_95/24/L2
hoop/noun/volkskrant_20041008_95/24/L3	hoop/noun/volkskrant_20041008_95/24	L3	in	prep	in/prep	in	True	L	4	0.19974847	9492181	18439	FALSE	FALSE	FALSE	0	4	hoop/noun/volkskrant_20041008_95/24/L3
hoop/noun/volkskrant_20041008_95/24/L4	hoop/noun/volkskrant_20041008_95/24	L4	kring	noun	kring/noun	kring	True	L	5	-0.30158833	15242	18	FALSE	FALSE	FALSE	0	5	hoop/noun/volkskrant_20041008_95/24/L4
hoop/noun/volkskrant_20041008_95/24/L5	hoop/noun/volkskrant_20041008_95/24	L5	joods	adj	joods/adj	joodse	True	L	6	-0.47549498	22180	22	FALSE	FALSE	FALSE	0	6	hoop/noun/volkskrant_20041008_95/24/L5
hoop/noun/volkskrant_20041008_95/24/L6	hoop/noun/volkskrant_20041008_95/24	L6	in	prep	in/prep	in	True	L	7	0.19974847	9492181	18439	FALSE	FALSE	FALSE	0	7	hoop/noun/volkskrant_20041008_95/24/L6
hoop/noun/volkskrant_20041008_95/24/L7	hoop/noun/volkskrant_20041008_95/24	L7	zelfs	adv	zelfs/adv	zelfs	True	L	8	0.013999263	267410	435	FALSE	FALSE	FALSE	0	8	hoop/noun/volkskrant_20041008_95/24/L7
hoop/noun/volkskrant_20041008_95/24/L8	hoop/noun/volkskrant_20041008_95/24	L8	en	vg	en/vg	en	True	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0	9	hoop/noun/volkskrant_20041008_95/24/L8
