_id	_cws.heilzaam.foc10.nav.weight.bound	_count.heilzaam.foc10.nav.weight.bound	_cws.heilzaam.foc10.nav.selection.bound	_count.heilzaam.foc10.nav.selection.bound	_cws.heilzaam.foc10.nav.no.bound	_count.heilzaam.foc10.nav.no.bound	_cws.heilzaam.foc10.all.weight.bound	_count.heilzaam.foc10.all.weight.bound	_cws.heilzaam.foc10.all.selection.bound	_count.heilzaam.foc10.all.selection.bound	_cws.heilzaam.foc10.all.no.bound	_count.heilzaam.foc10.all.no.bound	_cws.heilzaam.foc5.nav.weight.bound	_count.heilzaam.foc5.nav.weight.bound	_cws.heilzaam.foc5.nav.selection.bound	_count.heilzaam.foc5.nav.selection.bound	_cws.heilzaam.foc5.nav.no.bound	_count.heilzaam.foc5.nav.no.bound	_cws.heilzaam.foc5.all.weight.bound	_count.heilzaam.foc5.all.weight.bound	_cws.heilzaam.foc5.all.selection.bound	_count.heilzaam.foc5.all.selection.bound	_cws.heilzaam.foc5.all.no.bound	_count.heilzaam.foc5.all.no.bound
heilzaam/adj/volkskrant_20000304_142/600	cultuur/noun;ken_toe/verb;velerlei/adj;werking/noun	4	cultuur/noun;ken_toe/verb;velerlei/adj;werking/noun	4	cultuur/noun;ken_toe/verb;velerlei/adj;werking/noun	4	cultuur/noun;een/det;ken_toe/verb;van/prep;velerlei/adj;werking/noun	6	cultuur/noun;een/det;ken_toe/verb;van/prep;velerlei/adj;werking/noun	6	cultuur/noun;een/det;ken_toe/verb;van/prep;velerlei/adj;werking/noun	6	cultuur/noun;ken_toe/verb;velerlei/adj;werking/noun	4	cultuur/noun;ken_toe/verb;velerlei/adj;werking/noun	4	cultuur/noun;ken_toe/verb;velerlei/adj;werking/noun	4	cultuur/noun;een/det;ken_toe/verb;velerlei/adj;werking/noun	5	cultuur/noun;een/det;ken_toe/verb;velerlei/adj;werking/noun	5	cultuur/noun;een/det;ken_toe/verb;velerlei/adj;werking/noun	5
heilzaam/adj/volkskrant_19990519_13/285	ben/verb;bewijs/verb;kracht/noun;overschat/verb;werk/noun	5	ben/verb;bewijs/verb;kracht/noun;overschat/verb;werk/noun	5	ben/verb;bewijs/verb;kracht/noun;overschat/verb;werk/noun	5	ben/verb;bewijs/verb;de/det;eens/adv;kracht/noun;overschat/verb;van/prep;weer/adv;werk/noun	9	ben/verb;bewijs/verb;de/det;eens/adv;kracht/noun;overschat/verb;van/prep;weer/adv;werk/noun	9	ben/verb;bewijs/verb;de/det;eens/adv;kracht/noun;overschat/verb;van/prep;weer/adv;werk/noun	9	ben/verb;bewijs/verb;kracht/noun;werk/noun	4	ben/verb;bewijs/verb;kracht/noun;werk/noun	4	ben/verb;bewijs/verb;kracht/noun;werk/noun	4	ben/verb;bewijs/verb;de/det;eens/adv;kracht/noun;van/prep;werk/noun	7	ben/verb;bewijs/verb;de/det;eens/adv;kracht/noun;van/prep;werk/noun	7	ben/verb;bewijs/verb;de/det;eens/adv;kracht/noun;van/prep;werk/noun	7
heilzaam/adj/volkskrant_20010719_96/1240	drink/verb;kop_DIM/noun;sneeuw/noun;thee/noun;zon/noun	5	drink/verb;kop_DIM/noun;sneeuw/noun;thee/noun;zon/noun	5	drink/verb;kop_DIM/noun;sneeuw/noun;thee/noun;zon/noun	5	de/det;drink/verb;een/det;het/det;kop_DIM/noun;sneeuw/noun;thee/noun;van/prep;voor/prep;zon/noun	10	de/det;drink/verb;een/det;het/det;kop_DIM/noun;sneeuw/noun;thee/noun;van/prep;voor/prep;zon/noun	10	de/det;drink/verb;een/det;het/det;kop_DIM/noun;sneeuw/noun;thee/noun;van/prep;voor/prep;zon/noun	10	drink/verb;kop_DIM/noun;thee/noun	3	drink/verb;kop_DIM/noun;thee/noun	3	drink/verb;kop_DIM/noun;thee/noun	3	drink/verb;een/det;het/det;kop_DIM/noun;thee/noun;van/prep	6	drink/verb;een/det;het/det;kop_DIM/noun;thee/noun;van/prep	6	drink/verb;een/det;het/det;kop_DIM/noun;thee/noun;van/prep	6
heilzaam/adj/volkskrant_20020504_185/530	baby/noun;contact/noun;lichamelijk/adj;mag/verb;verwaarloos/verb;werking/noun	6	baby/noun;contact/noun;lichamelijk/adj;mag/verb;verwaarloos/verb;werking/noun	6	baby/noun;contact/noun;lichamelijk/adj;mag/verb;verwaarloos/verb;werking/noun	6	baby/noun;contact/noun;de/det;lichamelijk/adj;mag/verb;niet/adv;ook/adv;van/prep;verwaarloos/verb;werking/noun	10	baby/noun;contact/noun;de/det;lichamelijk/adj;mag/verb;niet/adv;ook/adv;van/prep;verwaarloos/verb;werking/noun	10	baby/noun;contact/noun;de/det;lichamelijk/adj;mag/verb;niet/adv;ook/adv;van/prep;verwaarloos/verb;werking/noun	10	contact/noun;lichamelijk/adj;mag/verb;werking/noun	4	contact/noun;lichamelijk/adj;mag/verb;werking/noun	4	contact/noun;lichamelijk/adj;mag/verb;werking/noun	4	contact/noun;de/det;lichamelijk/adj;mag/verb;ook/adv;van/prep;werking/noun	7	contact/noun;de/det;lichamelijk/adj;mag/verb;ook/adv;van/prep;werking/noun	7	contact/noun;de/det;lichamelijk/adj;mag/verb;ook/adv;van/prep;werking/noun	7
heilzaam/adj/volkskrant_20031108_14/273	bestanddeel/noun;draag_bij/verb;heb/verb;prostaat/noun;rood/adj;werking/noun;zal/verb	7	bestanddeel/noun;draag_bij/verb;heb/verb;prostaat/noun;rood/adj;werking/noun;zal/verb	7	bestanddeel/noun;draag_bij/verb;heb/verb;prostaat/noun;rood/adj;werking/noun;zal/verb	7	bestanddeel/noun;de/det;draag_bij/verb;een/det;heb/verb;op/prep;prostaat/noun;rood/adj;werking/noun;zal/verb	10	bestanddeel/noun;de/det;draag_bij/verb;een/det;heb/verb;op/prep;prostaat/noun;rood/adj;werking/noun;zal/verb	10	bestanddeel/noun;de/det;draag_bij/verb;een/det;heb/verb;op/prep;prostaat/noun;rood/adj;werking/noun;zal/verb	10	heb/verb;prostaat/noun;rood/adj;werking/noun;zal/verb	5	heb/verb;prostaat/noun;rood/adj;werking/noun;zal/verb	5	heb/verb;prostaat/noun;rood/adj;werking/noun;zal/verb	5	de/det;een/det;heb/verb;op/prep;prostaat/noun;rood/adj;werking/noun;zal/verb	8	de/det;een/det;heb/verb;op/prep;prostaat/noun;rood/adj;werking/noun;zal/verb	8	de/det;een/det;heb/verb;op/prep;prostaat/noun;rood/adj;werking/noun;zal/verb	8
heilzaam/adj/volkskrant_20040130_135/170	dobber/verb;hoe/adj;leg_uit/verb;scheef/adj;water/noun;zoek/adj	6	dobber/verb;hoe/adj;leg_uit/verb;scheef/adj;water/noun;zoek/adj	6	dobber/verb;hoe/adj;leg_uit/verb;scheef/adj;water/noun;zoek/adj	6	dobber/verb;het/det;hoe/adj;leg_uit/verb;scheef/adj;van/prep;water/noun;zoek/adj	8	dobber/verb;het/det;hoe/adj;leg_uit/verb;scheef/adj;van/prep;water/noun;zoek/adj	8	dobber/verb;het/det;hoe/adj;leg_uit/verb;scheef/adj;van/prep;water/noun;zoek/adj	8	dobber/verb;water/noun	2	dobber/verb;water/noun	2	dobber/verb;water/noun	2	dobber/verb;het/det;van/prep;water/noun	4	dobber/verb;het/det;van/prep;water/noun	4	dobber/verb;het/det;van/prep;water/noun	4
heilzaam/adj/volkskrant_20041009_79/134	ben/verb;breed/adj;geloof/noun;min/adj;om/adj;werking/noun	6	ben/verb;breed/adj;geloof/noun;min/adj;om/adj;werking/noun	6	ben/verb;breed/adj;geloof/noun;min/adj;om/adj;werking/noun	6	ben/verb;breed/adj;de/det;geloof/noun;het/det;min/adj;niet/adv;om/adj;van/prep;werking/noun	10	ben/verb;breed/adj;de/det;geloof/noun;het/det;min/adj;niet/adv;om/adj;van/prep;werking/noun	10	ben/verb;breed/adj;de/det;geloof/noun;het/det;min/adj;niet/adv;om/adj;van/prep;werking/noun	10	breed/adj;geloof/noun;werking/noun	3	breed/adj;geloof/noun;werking/noun	3	breed/adj;geloof/noun;werking/noun	3	breed/adj;de/det;geloof/noun;het/det;van/prep;werking/noun	6	breed/adj;de/det;geloof/noun;het/det;van/prep;werking/noun	6	breed/adj;de/det;geloof/noun;het/det;van/prep;werking/noun	6
heilzaam/adj/volkskrant_20040306_209/279	centrum/noun;dompel_onder/verb;plastic/adj;spring_op/verb;stad/noun;waag/verb;water/noun	7	centrum/noun;dompel_onder/verb;plastic/adj;spring_op/verb;stad/noun;waag/verb;water/noun	7	centrum/noun;dompel_onder/verb;plastic/adj;spring_op/verb;stad/noun;waag/verb;water/noun	7	centrum/noun;de/det;dompel_onder/verb;het/det;onder/part;plastic/adj;spring_op/verb;stad/noun;van/prep;waag/verb;water/noun;zonder/prep	12	centrum/noun;de/det;dompel_onder/verb;het/det;onder/part;plastic/adj;spring_op/verb;stad/noun;van/prep;waag/verb;water/noun;zonder/prep	12	centrum/noun;de/det;dompel_onder/verb;het/det;onder/part;plastic/adj;spring_op/verb;stad/noun;van/prep;waag/verb;water/noun;zonder/prep	12	dompel_onder/verb;spring_op/verb;water/noun	3	dompel_onder/verb;spring_op/verb;water/noun	3	dompel_onder/verb;spring_op/verb;water/noun	3	dompel_onder/verb;het/det;onder/part;spring_op/verb;water/noun	5	dompel_onder/verb;het/det;onder/part;spring_op/verb;water/noun	5	dompel_onder/verb;het/det;onder/part;spring_op/verb;water/noun	5
heilzaam/adj/volkskrant_20000131_86/55	afstandelijkheid/noun;ben/verb;bied/verb;compensatie/noun;het/noun;kan/verb;koel/adj;zal/verb;zegen/noun	9	afstandelijkheid/noun;ben/verb;bied/verb;compensatie/noun;het/noun;kan/verb;koel/adj;zal/verb;zegen/noun	9	afstandelijkheid/noun;ben/verb;bied/verb;compensatie/noun;het/noun;kan/verb;koel/adj;zal/verb;zegen/noun	9	afstandelijkheid/noun;ben/verb;bied/verb;compensatie/noun;de/det;een/det;het/noun;kan/verb;koel/adj;voor/prep;zal/verb;zegen/noun	12	afstandelijkheid/noun;ben/verb;bied/verb;compensatie/noun;de/det;een/det;het/noun;kan/verb;koel/adj;voor/prep;zal/verb;zegen/noun	12	afstandelijkheid/noun;ben/verb;bied/verb;compensatie/noun;de/det;een/det;het/noun;kan/verb;koel/adj;voor/prep;zal/verb;zegen/noun	12	ben/verb;bied/verb;compensatie/noun;kan/verb;zegen/noun	5	ben/verb;bied/verb;compensatie/noun;kan/verb;zegen/noun	5	ben/verb;bied/verb;compensatie/noun;kan/verb;zegen/noun	5	ben/verb;bied/verb;compensatie/noun;de/det;kan/verb;voor/prep;zegen/noun	7	ben/verb;bied/verb;compensatie/noun;de/det;kan/verb;voor/prep;zegen/noun	7	ben/verb;bied/verb;compensatie/noun;de/det;kan/verb;voor/prep;zegen/noun	7
heilzaam/adj/volkskrant_20020116_68/848	concurrentie/noun;hoop/verb;werking/noun	3	concurrentie/noun;hoop/verb;werking/noun	3	concurrentie/noun;hoop/verb;werking/noun	3	concurrentie/noun;de/det;het/det;hoop/verb;op/prep;van/prep;voorts/adv;werking/noun	8	concurrentie/noun;de/det;het/det;hoop/verb;op/prep;van/prep;voorts/adv;werking/noun	8	concurrentie/noun;de/det;het/det;hoop/verb;op/prep;van/prep;voorts/adv;werking/noun	8	concurrentie/noun;hoop/verb;werking/noun	3	concurrentie/noun;hoop/verb;werking/noun	3	concurrentie/noun;hoop/verb;werking/noun	3	concurrentie/noun;de/det;het/det;hoop/verb;op/prep;van/prep;werking/noun	7	concurrentie/noun;de/det;het/det;hoop/verb;op/prep;van/prep;werking/noun	7	concurrentie/noun;de/det;het/det;hoop/verb;op/prep;van/prep;werking/noun	7
heilzaam/adj/volkskrant_20020821_94/213	blad/noun;eeuw/noun;kracht/noun;struik/noun	4	blad/noun;eeuw/noun;kracht/noun;struik/noun	4	blad/noun;eeuw/noun;kracht/noun;struik/noun	4	blad/noun;de/det;eeuw/noun;kracht/noun;struik/noun;van/prep;vanwege/prep	7	blad/noun;de/det;eeuw/noun;kracht/noun;struik/noun;van/prep;vanwege/prep	7	blad/noun;de/det;eeuw/noun;kracht/noun;struik/noun;van/prep;vanwege/prep	7	blad/noun;eeuw/noun;kracht/noun;struik/noun	4	blad/noun;eeuw/noun;kracht/noun;struik/noun	4	blad/noun;eeuw/noun;kracht/noun;struik/noun	4	blad/noun;de/det;eeuw/noun;kracht/noun;struik/noun;van/prep;vanwege/prep	7	blad/noun;de/det;eeuw/noun;kracht/noun;struik/noun;van/prep;vanwege/prep	7	blad/noun;de/det;eeuw/noun;kracht/noun;struik/noun;van/prep;vanwege/prep	7
heilzaam/adj/volkskrant_20040227_up.artikelen-A_527/345		0		0		0		0		0		0		0		0		0		0		0		0
heilzaam/adj/volkskrant_20031028_28/255	zeelucht/noun;zwak/adj	2	zeelucht/noun;zwak/adj	2	zeelucht/noun;zwak/adj	2	de/det;die/det;zeelucht/noun;zwak/adj	4	de/det;die/det;zeelucht/noun;zwak/adj	4	de/det;die/det;zeelucht/noun;zwak/adj	4	zeelucht/noun;zwak/adj	2	zeelucht/noun;zwak/adj	2	zeelucht/noun;zwak/adj	2	de/det;die/det;zeelucht/noun;zwak/adj	4	de/det;die/det;zeelucht/noun;zwak/adj	4	de/det;die/det;zeelucht/noun;zwak/adj	4
heilzaam/adj/volkskrant_19990130_202/1580	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3	adviseer/verb;ben/verb;werk/noun	3
heilzaam/adj/volkskrant_20040522extra_31/218	effect/noun;hart_patiënt/noun;heb/verb;zal/verb;zeelucht/noun;zilt/adj	6	effect/noun;hart_patiënt/noun;heb/verb;zal/verb;zeelucht/noun;zilt/adj	6	effect/noun;hart_patiënt/noun;heb/verb;zal/verb;zeelucht/noun;zilt/adj	6	een/det;effect/noun;hart_patiënt/noun;heb/verb;op/prep;zal/verb;zeelucht/noun;zilt/adj	8	een/det;effect/noun;hart_patiënt/noun;heb/verb;op/prep;zal/verb;zeelucht/noun;zilt/adj	8	een/det;effect/noun;hart_patiënt/noun;heb/verb;op/prep;zal/verb;zeelucht/noun;zilt/adj	8	effect/noun;hart_patiënt/noun;heb/verb	3	effect/noun;hart_patiënt/noun;heb/verb	3	effect/noun;hart_patiënt/noun;heb/verb	3	een/det;effect/noun;hart_patiënt/noun;heb/verb	4	een/det;effect/noun;hart_patiënt/noun;heb/verb	4	een/det;effect/noun;hart_patiënt/noun;heb/verb	4
heilzaam/adj/volkskrant_19990115_92/63	geloof/noun;klank/noun;meditatieve/adj;muziek/noun;werking/noun	5	geloof/noun;klank/noun;meditatieve/adj;muziek/noun;werking/noun	5	geloof/noun;klank/noun;meditatieve/adj;muziek/noun;werking/noun	5	de/det;geloof/noun;klank/noun;meditatieve/adj;muziek/noun;van/prep;werking/noun	7	de/det;geloof/noun;klank/noun;meditatieve/adj;muziek/noun;van/prep;werking/noun	7	de/det;geloof/noun;klank/noun;meditatieve/adj;muziek/noun;van/prep;werking/noun	7	geloof/noun;klank/noun;werking/noun	3	geloof/noun;klank/noun;werking/noun	3	geloof/noun;klank/noun;werking/noun	3	de/det;geloof/noun;klank/noun;van/prep;werking/noun	5	de/det;geloof/noun;klank/noun;van/prep;werking/noun	5	de/det;geloof/noun;klank/noun;van/prep;werking/noun	5
heilzaam/adj/volkskrant_19991218_93/479	blijk/verb;kunst_ijs/noun;uitwerking/noun	3	blijk/verb;kunst_ijs/noun;uitwerking/noun	3	blijk/verb;kunst_ijs/noun;uitwerking/noun	3	blijk/verb;de/det;het/det;kunst_ijs/noun;spijt/prep;uitwerking/noun;van/prep	7	blijk/verb;de/det;het/det;kunst_ijs/noun;spijt/prep;uitwerking/noun;van/prep	7	blijk/verb;de/det;het/det;kunst_ijs/noun;spijt/prep;uitwerking/noun;van/prep	7	kunst_ijs/noun;uitwerking/noun	2	kunst_ijs/noun;uitwerking/noun	2	kunst_ijs/noun;uitwerking/noun	2	het/det;kunst_ijs/noun;uitwerking/noun;van/prep	4	het/det;kunst_ijs/noun;uitwerking/noun;van/prep	4	het/det;kunst_ijs/noun;uitwerking/noun;van/prep	4
heilzaam/adj/volkskrant_20020329_79/1221	bewijs/verb;geest/noun;heb/verb;kan/verb;werking/noun;zal/verb	6	bewijs/verb;geest/noun;heb/verb;kan/verb;werking/noun;zal/verb	6	bewijs/verb;geest/noun;heb/verb;kan/verb;werking/noun;zal/verb	6	bewijs/verb;dan/adv;de/det;geest/noun;heb/verb;het/det;kan/verb;voor/prep;werking/noun;zal/verb	10	bewijs/verb;dan/adv;de/det;geest/noun;heb/verb;het/det;kan/verb;voor/prep;werking/noun;zal/verb	10	bewijs/verb;dan/adv;de/det;geest/noun;heb/verb;het/det;kan/verb;voor/prep;werking/noun;zal/verb	10	bewijs/verb;heb/verb;kan/verb;werking/noun;zal/verb	5	bewijs/verb;heb/verb;kan/verb;werking/noun;zal/verb	5	bewijs/verb;heb/verb;kan/verb;werking/noun;zal/verb	5	bewijs/verb;dan/adv;heb/verb;het/det;kan/verb;werking/noun;zal/verb	7	bewijs/verb;dan/adv;heb/verb;het/det;kan/verb;werking/noun;zal/verb	7	bewijs/verb;dan/adv;heb/verb;het/det;kan/verb;werking/noun;zal/verb	7
heilzaam/adj/volkskrant_19991210_103/65	gevoelsleven/noun;indirect/adj;lezer/noun;spreek/verb;weg/noun	5	gevoelsleven/noun;indirect/adj;lezer/noun;spreek/verb;weg/noun	5	gevoelsleven/noun;indirect/adj;lezer/noun;spreek/verb;weg/noun	5	de/det;een/det;gevoelsleven/noun;het/det;indirect/adj;lezer/noun;spreek/verb;teweeg/part;van/prep;weg/noun	10	de/det;een/det;gevoelsleven/noun;het/det;indirect/adj;lezer/noun;spreek/verb;teweeg/part;van/prep;weg/noun	10	de/det;een/det;gevoelsleven/noun;het/det;indirect/adj;lezer/noun;spreek/verb;teweeg/part;van/prep;weg/noun	10	gevoelsleven/noun;indirect/adj;weg/noun	3	gevoelsleven/noun;indirect/adj;weg/noun	3	gevoelsleven/noun;indirect/adj;weg/noun	3	een/det;gevoelsleven/noun;het/det;indirect/adj;van/prep;weg/noun	6	een/det;gevoelsleven/noun;het/det;indirect/adj;van/prep;weg/noun	6	een/det;gevoelsleven/noun;het/det;indirect/adj;van/prep;weg/noun	6
heilzaam/adj/volkskrant_20010106_9/1330	creatief/adj;geloof/verb;kunst/noun;omvangrijk/adj;sterk/adj;therapie/noun;verzameling/noun;werking/noun	8	creatief/adj;geloof/verb;kunst/noun;omvangrijk/adj;sterk/adj;therapie/noun;verzameling/noun;werking/noun	8	creatief/adj;geloof/verb;kunst/noun;omvangrijk/adj;sterk/adj;therapie/noun;verzameling/noun;werking/noun	8	creatief/adj;de/det;die/det;een/det;geloof/verb;kunst/noun;omvangrijk/adj;sterk/adj;therapie/noun;van/prep;verzameling/noun;werking/noun	12	creatief/adj;de/det;die/det;een/det;geloof/verb;kunst/noun;omvangrijk/adj;sterk/adj;therapie/noun;van/prep;verzameling/noun;werking/noun	12	creatief/adj;de/det;die/det;een/det;geloof/verb;kunst/noun;omvangrijk/adj;sterk/adj;therapie/noun;van/prep;verzameling/noun;werking/noun	12	creatief/adj;geloof/verb;sterk/adj;therapie/noun;werking/noun	5	creatief/adj;geloof/verb;sterk/adj;therapie/noun;werking/noun	5	creatief/adj;geloof/verb;sterk/adj;therapie/noun;werking/noun	5	creatief/adj;de/det;die/det;geloof/verb;sterk/adj;therapie/noun;van/prep;werking/noun	8	creatief/adj;de/det;die/det;geloof/verb;sterk/adj;therapie/noun;van/prep;werking/noun	8	creatief/adj;de/det;die/det;geloof/verb;sterk/adj;therapie/noun;van/prep;werking/noun	8
heilzaam/adj/volkskrant_19990506_87/238	ben/verb;doe/verb;ga_uit/verb;heb/verb;omgeving/noun;prinses/noun	6	ben/verb;doe/verb;ga_uit/verb;heb/verb;omgeving/noun;prinses/noun	6	ben/verb;doe/verb;ga_uit/verb;heb/verb;omgeving/noun;prinses/noun	6	ben/verb;de/det;doe/verb;een/det;ga_uit/verb;heb/verb;omgeving/noun;prinses/noun	8	ben/verb;de/det;doe/verb;een/det;ga_uit/verb;heb/verb;omgeving/noun;prinses/noun	8	ben/verb;de/det;doe/verb;een/det;ga_uit/verb;heb/verb;omgeving/noun;prinses/noun	8	ben/verb;omgeving/noun	2	ben/verb;omgeving/noun	2	ben/verb;omgeving/noun	2	ben/verb;de/det;een/det;omgeving/noun	4	ben/verb;de/det;een/det;omgeving/noun	4	ben/verb;de/det;een/det;omgeving/noun	4
heilzaam/adj/volkskrant_20001116_121/306	aarde/noun;ben/verb;cosmisch/adj;gevallen/adj;herinner/verb;mensheid/noun;muziek/noun;oorsprong/noun;strijk_neer/verb	9	aarde/noun;ben/verb;cosmisch/adj;gevallen/adj;herinner/verb;mensheid/noun;muziek/noun;oorsprong/noun;strijk_neer/verb	9	aarde/noun;ben/verb;cosmisch/adj;gevallen/adj;herinner/verb;mensheid/noun;muziek/noun;oorsprong/noun;strijk_neer/verb	9	aarde/noun;ben/verb;cosmisch/adj;de/det;gevallen/adj;herinner/verb;mensheid/noun;muziek/noun;oorsprong/noun;op/prep;strijk_neer/verb	11	aarde/noun;ben/verb;cosmisch/adj;de/det;gevallen/adj;herinner/verb;mensheid/noun;muziek/noun;oorsprong/noun;op/prep;strijk_neer/verb	11	aarde/noun;ben/verb;cosmisch/adj;de/det;gevallen/adj;herinner/verb;mensheid/noun;muziek/noun;oorsprong/noun;op/prep;strijk_neer/verb	11	cosmisch/adj;gevallen/adj;mensheid/noun;muziek/noun;oorsprong/noun	5	cosmisch/adj;gevallen/adj;mensheid/noun;muziek/noun;oorsprong/noun	5	cosmisch/adj;gevallen/adj;mensheid/noun;muziek/noun;oorsprong/noun	5	cosmisch/adj;de/det;gevallen/adj;mensheid/noun;muziek/noun;oorsprong/noun	6	cosmisch/adj;de/det;gevallen/adj;mensheid/noun;muziek/noun;oorsprong/noun	6	cosmisch/adj;de/det;gevallen/adj;mensheid/noun;muziek/noun;oorsprong/noun	6
heilzaam/adj/volkskrant_20040303_30/51	emeritus_hoogleraar/noun;heb/verb;kritiek/noun;psychologie/noun;werk/verb	5	emeritus_hoogleraar/noun;heb/verb;kritiek/noun;psychologie/noun;werk/verb	5	emeritus_hoogleraar/noun;heb/verb;kritiek/noun;psychologie/noun;werk/verb	5	emeritus_hoogleraar/noun;heb/verb;kritiek/noun;psychologie/noun;volgens/prep;werk/verb	6	emeritus_hoogleraar/noun;heb/verb;kritiek/noun;psychologie/noun;volgens/prep;werk/verb	6	emeritus_hoogleraar/noun;heb/verb;kritiek/noun;psychologie/noun;volgens/prep;werk/verb	6	heb/verb;kritiek/noun;werk/verb	3	heb/verb;kritiek/noun;werk/verb	3	heb/verb;kritiek/noun;werk/verb	3	heb/verb;kritiek/noun;werk/verb	3	heb/verb;kritiek/noun;werk/verb	3	heb/verb;kritiek/noun;werk/verb	3
heilzaam/adj/volkskrant_20010512_23/25	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6	ben/verb;onderzoek/noun;persoonlijkheid_stoornis/noun;systematisch/adj;toon_aan/verb;zelden/adj	6
heilzaam/adj/volkskrant_20000120_70/940	bedevaart/noun;ben/verb;dood/noun;kan/verb;leef/verb	5	bedevaart/noun;ben/verb;dood/noun;kan/verb;leef/verb	5	bedevaart/noun;ben/verb;dood/noun;kan/verb;leef/verb	5	alle/adv;bedevaart/noun;ben/verb;bijvoorbeeld/adv;de/det;dood/noun;een/det;het/det;kan/verb;leef/verb;voor/prep	11	alle/adv;bedevaart/noun;ben/verb;bijvoorbeeld/adv;de/det;dood/noun;een/det;het/det;kan/verb;leef/verb;voor/prep	11	alle/adv;bedevaart/noun;ben/verb;bijvoorbeeld/adv;de/det;dood/noun;een/det;het/det;kan/verb;leef/verb;voor/prep	11	ben/verb;kan/verb;leef/verb	3	ben/verb;kan/verb;leef/verb	3	ben/verb;kan/verb;leef/verb	3	alle/adv;ben/verb;bijvoorbeeld/adv;het/det;kan/verb;leef/verb;voor/prep	7	alle/adv;ben/verb;bijvoorbeeld/adv;het/det;kan/verb;leef/verb;voor/prep	7	alle/adv;ben/verb;bijvoorbeeld/adv;het/det;kan/verb;leef/verb;voor/prep	7
heilzaam/adj/volkskrant_20021012_147/1205	Palestijn/noun;ben/verb;conflict/noun;effect/noun;heb/verb;idealist/noun;neo_conservatief/adj;om_verwerping/noun;zal/verb	9	Palestijn/noun;ben/verb;conflict/noun;effect/noun;heb/verb;idealist/noun;neo_conservatief/adj;om_verwerping/noun;zal/verb	9	Palestijn/noun;ben/verb;conflict/noun;effect/noun;heb/verb;idealist/noun;neo_conservatief/adj;om_verwerping/noun;zal/verb	9	Palestijn/noun;ben/verb;conflict/noun;de/det;een/det;effect/noun;heb/verb;het/det;idealist/noun;neo_conservatief/adj;om_verwerping/noun;ook/adv;op/prep;van/prep;zal/verb	15	Palestijn/noun;ben/verb;conflict/noun;de/det;een/det;effect/noun;heb/verb;het/det;idealist/noun;neo_conservatief/adj;om_verwerping/noun;ook/adv;op/prep;van/prep;zal/verb	15	Palestijn/noun;ben/verb;conflict/noun;de/det;een/det;effect/noun;heb/verb;het/det;idealist/noun;neo_conservatief/adj;om_verwerping/noun;ook/adv;op/prep;van/prep;zal/verb	15	effect/noun;heb/verb;zal/verb	3	effect/noun;heb/verb;zal/verb	3	effect/noun;heb/verb;zal/verb	3	een/det;effect/noun;heb/verb;het/det;ook/adv;op/prep;van/prep;zal/verb	8	een/det;effect/noun;heb/verb;het/det;ook/adv;op/prep;van/prep;zal/verb	8	een/det;effect/noun;heb/verb;het/det;ook/adv;op/prep;van/prep;zal/verb	8
