_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress
stof.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.20673108877994964	0.010394378221856921	1	FOC	269	294	stof	NA	NA	BOW	nobound	352	lex	3_3	selection	nav	4_4	0.24776434276547166
stof.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2070254497226299	0.007649741585099096	1	FOC	352	294	stof	NA	NA	BOW	nobound	352	lex	3_3	selection	all	4_4	0.24536175893980144
stof.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.14694794143702486	-0.10102820854930594	1	5000	5000	309	stof	NA	NA	BOW	nobound	484	lex	3_3	no	nav	4_4	0.24289262906310258
stof.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	0.25035514210263715	-0.4384255064449732	1	5000	5000	309	stof	NA	NA	BOW	nobound	484	lex	3_3	no	all	4_4	0.26638251967090054
stof.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22092459572254614	0.004947631679621632	1	FOC	363	309	stof	NA	NA	BOW	nobound	484	lex	3_3	no	nav	4_4	0.24384373759752032
stof.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.22676179935831609	0.0018156859035902894	1	FOC	484	309	stof	NA	NA	BOW	nobound	484	lex	3_3	no	all	4_4	0.24000380565219778
stof.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.07886236204951505	-0.018251798338133965	1	5000	5000	313	stof	NA	NA	BOW	nobound	434	all	3_3	weight	nav	4_4	0.22989116036889834
stof.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.27505107864874206	-0.1018815517822032	1	5000	5000	313	stof	NA	NA	BOW	nobound	434	all	3_3	weight	all	4_4	0.2845759661025728
stof.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.19107779330364774	0.03989684346349585	1	FOC	269	313	stof	NA	NA	BOW	nobound	434	all	3_3	weight	nav	4_4	0.23506613485438552
stof.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.17113795989723904	0.03426247024803651	1	FOC	434	313	stof	NA	NA	BOW	nobound	434	all	3_3	weight	all	4_4	0.24095970934915933
stof.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.12898408038319203	0.1612724954577557	1	5000	5000	313	stof	NA	NA	BOW	nobound	434	all	3_3	selection	nav	4_4	0.2575927890671424
stof.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.482868243169109	0.14773274053846294	1	5000	5000	313	stof	NA	NA	BOW	nobound	434	all	3_3	selection	all	4_4	0.24814818938003516
stof.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.107231057012376	0.045113462432372284	1	FOC	269	313	stof	NA	NA	BOW	nobound	434	all	3_3	selection	nav	4_4	0.2487575487724374
stof.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.08985345647891764	0.038272032933665434	1	FOC	434	313	stof	NA	NA	BOW	nobound	434	all	3_3	selection	all	4_4	0.24583080415859335
stof.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.10092918478950526	0.11794392809303174	1	5000	5000	313	stof	NA	NA	BOW	nobound	628	all	3_3	no	nav	4_4	0.2510597570250531
stof.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.5442048346623722	0.10733123779332934	1	5000	5000	313	stof	NA	NA	BOW	nobound	628	all	3_3	no	all	4_4	0.2278068907110445
stof.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.11028033733559824	0.029047303193033808	1	FOC	363	313	stof	NA	NA	BOW	nobound	628	all	3_3	no	nav	4_4	0.24573554995163566
stof.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	-0.08599707842246071	0.01718674287918567	1	FOC	628	313	stof	NA	NA	BOW	nobound	628	all	3_3	no	all	4_4	0.2430118518165509
stof.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	-0.07577487111661912	0.07297707581768112	1	5000	5000	313	stof	selection2	NA	dependency	bound	399	NA	NA	weight	nav	4_4	0.22920261865680164
stof.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.2935522789903646	-0.06222272072511071	1	5000	5000	313	stof	selection2	NA	dependency	bound	399	NA	NA	weight	all	4_4	0.27949392529474887
stof.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.19426520172011014	0.08162831377350462	1	FOC	254	313	stof	selection2	NA	dependency	bound	399	NA	NA	weight	nav	4_4	0.2467358258975179
stof.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	-0.17580359825021893	0.075300342360645	1	FOC	399	313	stof	selection2	NA	dependency	bound	399	NA	NA	weight	all	4_4	0.24222645059322123
stof.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.11096453474263022	0.19591204807788762	1	5000	5000	313	stof	selection2	NA	dependency	bound	399	NA	NA	selection	nav	4_4	0.2485379391853413
stof.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.4579582143235524	0.2003214366283964	1	5000	5000	313	stof	selection2	NA	dependency	bound	399	NA	NA	selection	all	4_4	0.24977185382683265
stof.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10341061096084833	0.08418107860036952	1	FOC	254	313	stof	selection2	NA	dependency	bound	399	NA	NA	selection	nav	4_4	0.2527648270395928
stof.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	-0.09304680480091512	0.08000428216180369	1	FOC	399	313	stof	selection2	NA	dependency	bound	399	NA	NA	selection	all	4_4	0.2437934147583131
stof.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.09345773195888309	0.17792399896779904	1	5000	5000	313	stof	selection2	NA	dependency	bound	563	NA	NA	no	nav	4_4	0.2555626764769343
stof.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.4793545430099795	0.181458952531377	1	5000	5000	313	stof	selection2	NA	dependency	bound	563	NA	NA	no	all	4_4	0.26173742418638013
stof.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	-0.09697399071187993	0.07486876847039609	1	FOC	342	313	stof	selection2	NA	dependency	bound	563	NA	NA	no	nav	4_4	0.24856547397216994
stof.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	-0.08695365962435449	0.08037484344775148	1	FOC	563	313	stof	selection2	NA	dependency	bound	563	NA	NA	no	all	4_4	0.24509531287494388
stof.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	-0.09257138878834828	-0.0074888334448213675	1	5000	5000	313	stof	selection3	NA	dependency	bound	534	NA	NA	weight	nav	4_4	0.23176223482142164
stof.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.26154987532407276	-0.11119202226984014	1	5000	5000	313	stof	selection3	NA	dependency	bound	534	NA	NA	weight	all	4_4	0.2779141623775609
stof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.19317792204793602	0.039311659486212874	1	FOC	346	313	stof	selection3	NA	dependency	bound	534	NA	NA	weight	nav	4_4	0.23490710686872443
stof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	-0.17663006996960456	0.031984072334912995	1	FOC	534	313	stof	selection3	NA	dependency	bound	534	NA	NA	weight	all	4_4	0.2311365953308508
stof.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.10305090761458523	0.14640335715043495	1	5000	5000	313	stof	selection3	NA	dependency	bound	534	NA	NA	selection	nav	4_4	0.2489408446569291
stof.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.531556675523862	0.13090651619668128	1	5000	5000	313	stof	selection3	NA	dependency	bound	534	NA	NA	selection	all	4_4	0.24551231545951005
stof.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.11789677160424619	0.03789292777090345	1	FOC	346	313	stof	selection3	NA	dependency	bound	534	NA	NA	selection	nav	4_4	0.24823765788442642
stof.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	-0.10325098072526266	0.031049139532265436	1	FOC	534	313	stof	selection3	NA	dependency	bound	534	NA	NA	selection	all	4_4	0.24407737077140632
stof.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.08047991805618523	0.11638148873052573	1	5000	5000	313	stof	selection3	NA	dependency	bound	849	NA	NA	no	nav	4_4	0.2611675408201258
stof.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.5873517575978554	0.07317074205892395	1	5000	5000	313	stof	selection3	NA	dependency	bound	849	NA	NA	no	all	4_4	0.2589679773256442
stof.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	-0.09823946049899511	0.026369002594231333	1	FOC	526	313	stof	selection3	NA	dependency	bound	849	NA	NA	no	nav	4_4	0.23887491158766888
stof.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	-0.07933960568769964	0.01874818377429084	1	FOC	849	313	stof	selection3	NA	dependency	bound	849	NA	NA	no	all	4_4	0.2412289778621787
stof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.10793323125640675	0.19157659916474593	1	5000	5000	313	stof	weight	NA	dependency	bound	534	NA	NA	selection	nav	4_4	0.24757294605993113
stof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.4433479951055393	0.19666486858403354	1	5000	5000	313	stof	weight	NA	dependency	bound	534	NA	NA	selection	all	4_4	0.24939637868828557
stof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07983816374949336	0.06374939049075008	1	FOC	346	313	stof	weight	NA	dependency	bound	534	NA	NA	selection	nav	4_4	0.24533549102731828
stof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	-0.07069821369978341	0.061044631260062134	1	FOC	534	313	stof	weight	NA	dependency	bound	534	NA	NA	selection	all	4_4	0.24230319405454928
stof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.08994557858748553	0.16877673734590248	1	5000	5000	313	stof	weight	NA	dependency	bound	849	NA	NA	no	nav	4_4	0.2572976876952381
stof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.4693847212581899	0.18123013220940334	1	5000	5000	313	stof	weight	NA	dependency	bound	849	NA	NA	no	all	4_4	0.2575028561180739
stof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	-0.06673824613968135	0.061577416234381045	1	FOC	526	313	stof	weight	NA	dependency	bound	849	NA	NA	no	nav	4_4	0.23670975929982133
stof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	-0.0574294350121121	0.06265738167824834	1	FOC	849	313	stof	weight	NA	dependency	bound	849	NA	NA	no	all	4_4	0.23935737662036746
stof.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	-0.016069724927142925	0.2142545074464797	1	5000	5000	298	stof	NA	group1	dependency	bound	176	NA	NA	weight	nav	4_4	0.2365115885522792
stof.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	0.2930515489086527	0.19404548848916084	1	5000	5000	298	stof	NA	group1	dependency	bound	176	NA	NA	weight	all	4_4	0.2620392665393277
stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10142488798946854	0.22403467882566508	1	FOC	112	298	stof	NA	group1	dependency	bound	176	NA	NA	weight	nav	4_4	0.27102007340182527
stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	-0.08521658362043012	0.21402845120863392	1	FOC	176	298	stof	NA	group1	dependency	bound	176	NA	NA	weight	all	4_4	0.271150476846826
stof.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.12411673394342636	0.29531135105709533	1	5000	5000	298	stof	NA	group1	dependency	bound	176	NA	NA	selection	nav	4_4	0.22852423568184954
stof.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	0.33880242529312493	0.3128754889770463	1	5000	5000	298	stof	NA	group1	dependency	bound	176	NA	NA	selection	all	4_4	0.24760258973990187
stof.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	-0.041949332303461734	0.21110003989141182	1	FOC	112	298	stof	NA	group1	dependency	bound	176	NA	NA	selection	nav	4_4	0.2611025552421454
stof.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	-0.02454289282849729	0.21162182178994018	1	FOC	176	298	stof	NA	group1	dependency	bound	176	NA	NA	selection	all	4_4	0.26478577850231455
stof.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	0.12264805236639549	0.2883155467303779	1	5000	5000	300	stof	NA	group1	dependency	bound	200	NA	NA	no	nav	4_4	0.2307728522384207
stof.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	0.35248750369352877	0.3044710292515949	1	5000	5000	300	stof	NA	group1	dependency	bound	200	NA	NA	no	all	4_4	0.24768487333352787
stof.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	-0.04986615551259499	0.19742600960074944	1	FOC	125	300	stof	NA	group1	dependency	bound	200	NA	NA	no	nav	4_4	0.26226832662566263
stof.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	-0.029502296543284637	0.19401181687208915	1	FOC	200	300	stof	NA	group1	dependency	bound	200	NA	NA	no	all	4_4	0.26390330744683943
stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	-0.10401127438628856	0.1648682988855786	1	5000	5000	309	stof	NA	group2	dependency	bound	278	NA	NA	weight	nav	4_4	0.23213445531584445
stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	0.30864831360283446	0.06225228382297308	1	5000	5000	309	stof	NA	group2	dependency	bound	278	NA	NA	weight	all	4_4	0.2798677039296155
stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1735426327414494	0.12749508312639843	1	FOC	193	309	stof	NA	group2	dependency	bound	278	NA	NA	weight	nav	4_4	0.2588124821214134
stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	-0.1584445458111834	0.13039517895448183	1	FOC	278	309	stof	NA	group2	dependency	bound	278	NA	NA	weight	all	4_4	0.257056767349642
stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.08728671086382989	0.2524998594871047	1	5000	5000	309	stof	NA	group2	dependency	bound	278	NA	NA	selection	nav	4_4	0.23067187018352972
stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	0.35651521089348676	0.2876288494637512	1	5000	5000	309	stof	NA	group2	dependency	bound	278	NA	NA	selection	all	4_4	0.24661479235958822
stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08400322909074798	0.13538168204052065	1	FOC	193	309	stof	NA	group2	dependency	bound	278	NA	NA	selection	nav	4_4	0.2623802530566323
stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	-0.07410715769461752	0.1353554969859092	1	FOC	278	309	stof	NA	group2	dependency	bound	278	NA	NA	selection	all	4_4	0.2604214739553804
stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.0794674645733719	0.2371264957080734	1	5000	5000	311	stof	NA	group2	dependency	bound	339	NA	NA	no	nav	4_4	0.22971600550670426
stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	0.3737144437751416	0.27233917614229836	1	5000	5000	311	stof	NA	group2	dependency	bound	339	NA	NA	no	all	4_4	0.24138908659657105
stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	-0.09083842708014994	0.12310113817496901	1	FOC	232	311	stof	NA	group2	dependency	bound	339	NA	NA	no	nav	4_4	0.25411125788019917
stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	-0.07912964320416595	0.12394106151789883	1	FOC	339	311	stof	NA	group2	dependency	bound	339	NA	NA	no	all	4_4	0.2547461222283363
stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	-0.10161842484593651	0.15728111657773372	1	5000	5000	311	stof	NA	group3	dependency	bound	318	NA	NA	weight	nav	4_4	0.233275883825588
stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	0.3200307618027722	0.031069269991425497	1	5000	5000	311	stof	NA	group3	dependency	bound	318	NA	NA	weight	all	4_4	0.27997336219809854
stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.17483807332172865	0.11968767208552852	1	FOC	208	311	stof	NA	group3	dependency	bound	318	NA	NA	weight	nav	4_4	0.25647721526199996
stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	-0.15837818228177863	0.1183716905210919	1	FOC	318	311	stof	NA	group3	dependency	bound	318	NA	NA	weight	all	4_4	0.2569215119940662
stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	0.116003312973339	0.2571572438056996	1	5000	5000	311	stof	NA	group3	dependency	bound	318	NA	NA	selection	nav	4_4	0.23556529791845704
stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	0.4222174423205192	0.28973881712306854	1	5000	5000	311	stof	NA	group3	dependency	bound	318	NA	NA	selection	all	4_4	0.2425185966595402
stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07581206748274448	0.13585832913123222	1	FOC	208	311	stof	NA	group3	dependency	bound	318	NA	NA	selection	nav	4_4	0.2580646078040127
stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	-0.06560363122308607	0.13368226011966386	1	FOC	318	311	stof	NA	group3	dependency	bound	318	NA	NA	selection	all	4_4	0.25621859392041296
stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	0.10569542973432185	0.24247193166262423	1	5000	5000	312	stof	NA	group3	dependency	bound	433	NA	NA	no	nav	4_4	0.23734502915207692
stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	0.4445902023027532	0.28203841776232585	1	5000	5000	312	stof	NA	group3	dependency	bound	433	NA	NA	no	all	4_4	0.23759759890829327
stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	-0.07649687352456444	0.11716896848905647	1	FOC	267	312	stof	NA	group3	dependency	bound	433	NA	NA	no	nav	4_4	0.25386182159507287
stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	-0.070514880553045	0.1275437924101051	1	FOC	433	312	stof	NA	group3	dependency	bound	433	NA	NA	no	all	4_4	0.2553471885081707
