_id	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	sentence	sense	supersense	compound_status	_text	wordform
church/N/br-b22/1326	-0.00574009866943317	-0.0015990178198911	-0.258228884276869	0.143127618352501	-0.00456031442018417	-0.00224292760558478	-0.257821685216787	0.170279049545821	0.416493604685737	0.0701682975275223	9.36325057199535e-4	-0.00403266024323328	0.438016192164269	0.0606592983760672	2.29004666545798e-5	-0.00159202350941966	Augustin Cardinal Bea , the director of the Secretariate for Christian Unity , has expressed as directly as anyone the new spirit that pervades the Church 's stance toward the Protestant and Orthodox Churches . Noting all the difficulties that stand in the way	a2	A	simply_church	toward the Protestant and Orthodox <span class='hit'>Churches</span> . Noting all the difficulties	Churches
church/N/br-d01/1628	-0.00369978802019717	-0.00159622722850523	0.149193888207698	-0.0280430952540242	-0.00548872222155346	-6.67887950198933e-4	0.149904012340613	-0.0575511446454603	0.190568899726226	-0.207234657093123	9.43993060878119e-4	-0.00402831233837482	-0.017005177352426	-0.29498291294691	3.43738494392866e-5	-0.00159877550661493	When we see the steady and methodical inculcation into humanity of the idea of man 's worthlessness - until redeemed - the necessity of the Devil may become evident as a weapon , a weapon designed and used time and time again in every age to whip men into a surrender to a particular church or church-state '' . Apparently he does not intend that	a2	A	simply_church	a surrender to a particular <span class='hit'>church</span> or church-state '' . Apparently	church
church/N/br-d02/1641	-0.00375551074329523	-6.85749978681849e-4	-0.302827198112278	0.0161120887594163	-0.00469016025480663	-2.46182053113333e-4	-0.295302734170548	0.00460472874796236	-0.0376869938710356	-0.143335873426838	9.37047602401177e-4	-0.00402165334293479	-0.0463639152056331	0.132002995907201	2.91631773299873e-5	-0.00159540209792433	Although they have also been concerned to stand squarely within the tradition of the apostolic church , they have exhibited no willingness whatever to sacrifice their modernity to their Christianity .	a2	A	simply_church	the tradition of the apostolic <span class='hit'>church</span> , they have exhibited no	church
church/N/br-d02/548	-0.00456514798662535	-6.31410532483106e-4	-0.155706934366553	-0.133377481373984	-0.00418788820035675	-6.8543894054983e-4	-0.133645165697198	-0.162309933827053	0.299835840705925	0.165186078325506	9.34400335578432e-4	-0.00402506849622504	0.322563135379202	-0.135505489647184	2.76774725505205e-5	-0.00160077913637687	The same thing is also evidenced by the extreme `` culture Protestantism '' so often observed to characterize the preaching and teaching of the American churches . In the absence of a truly adequate conceptuality in	b	B	simply_church	and teaching of the American <span class='hit'>churches</span> . In the absence of	churches
church/N/br-d02/706	-0.00429901102881655	-7.45228464050009e-4	-0.0203299154563916	-0.102708058346443	-0.0045586747798323	-4.64267550899197e-4	-0.00553446625082737	-0.116918484975613	0.227727019470977	-0.0637526940378618	9.37788866356561e-4	-0.00402694347379608	0.192066812328048	0.1485987740882	2.53274465956498e-5	-0.0015793176535827	However , even if the latent demand for demythologization is not nearly as widespread as we are claiming , at least among the cultured elements of the population there tends to be an almost complete indifference to the church and its traditional message of sin and grace . To	a2	A	simply_church	almost complete indifference to the <span class='hit'>church</span> and its traditional message of	church
church/N/br-d02/877	-0.00470238982241336	-0.0012704614475625	-0.11330648788667	-0.0137220355903085	-0.00472037122594325	-0.0013125755681251	-0.122561361295433	-0.0238328398445069	0.331343800926835	-0.099799690180513	9.34783999605083e-4	-0.00402762437583104	0.283505963267995	0.215260221486666	2.40839523321907e-5	-0.00159394723109529	? There is an ancient and venerable tradition in the church ( which derives , however , from the heritage of the Greeks rather than from the Bible ) that God is completely independent of his creation and so has no need of men for accomplishing his work in the world .	a2	A	simply_church	and venerable tradition in the <span class='hit'>church</span> ( which derives , however	church
church/N/br-d02/923	-0.00354398258320352	-4.17954048185934e-4	0.0118724280383139	-0.346816004723089	-0.00459092678919166	6.43632143336021e-5	0.041736937100349	-0.348360211953552	-0.0395748725699985	-0.25045395230253	9.3948731696187e-4	-0.00402751875642791	-0.0980713499314066	0.215322593254265	2.15453588381788e-5	-0.00158580128100626	his work in the world . by analogy , the church also has been regarded as entirely independent of the `` world '' in the sense of requiring nothing from it in order to be the church .	a1	A	simply_church	. by analogy , the <span class='hit'>church</span> also has been regarded as	church
church/N/br-d02/949	-0.0039382140446361	-6.03260243496342e-5	0.0210790075581711	-0.0305629922543821	-0.00404846643661592	-4.18158258591345e-5	0.0215538795800208	-0.0293917207635766	-0.0135891351927121	-0.280643283953464	-0.314727074295361	-0.411619725321378	-0.0589691403233926	0.245401754188256	0.231295394344229	0.349184794703419	by analogy , the church also has been regarded as entirely independent of the `` world '' in the sense of requiring nothing from it in order to be the church . But , as Scripture everywhere reminds us , God	a1	A	simply_church	in order to be the <span class='hit'>church</span> . But , as Scripture	church
church/N/br-d02/969	-0.00382292142477266	-0.00178356613351637	0.0210790075581711	-0.0305629922543821	-0.00431981564229214	-0.00177373934365105	0.0215538795800208	-0.0293917207635766	0.473263352774891	-0.273962155536201	9.36909545675279e-4	-0.00402397531009059	0.405536153201209	-0.351852657921514	2.97538869506692e-5	-0.00158269401720717	But , as Scripture everywhere reminds us , God does have need of his creatures , and the church , a fortiori , can ill afford to do without the talents with which the world , by God 's providence , presents it .	a1	A	simply_church	his creatures , and the <span class='hit'>church</span> , a fortiori , can	church
church/N/br-d03/1011	-0.0034779664040339	-2.90674179089765e-4	0.355750152936751	-0.21074953144665	-0.00452299647054808	3.04380598823018e-4	0.326036726306732	-0.30832127515681	-0.0553250930310521	-0.045555347285304	9.36311456007494e-4	-0.00402731209594091	-0.0661363199803868	0.0184944611858687	3.27737303751868e-5	-0.00158259980507976	sale of 764 chapels '' . Most of these former churches are now used as warehouses , but `` neither Anglicans nor Nonconformists object to selling churches to Roman Catholics '' , and have done so .	c1	C	simply_church	. Most of these former <span class='hit'>churches</span> are now used as warehouses	churches
church/N/br-d03/1027	-0.00572353436435982	4.15170981644039e-4	-0.148187810610258	0.176728211452398	-0.00257399290207808	-0.00122341512049458	-0.165324147663204	0.184649094214006	0.23062661491695	0.137350022827477	9.36045753150546e-4	-0.00403307650712722	0.275953076346679	-0.0910047610398565	2.15924035760212e-5	-0.00159187433874034	Most of these former churches are now used as warehouses , but `` neither Anglicans nor Nonconformists object to selling churches to Roman Catholics '' , and have done so .	c1	C	simply_church	nor Nonconformists object to selling <span class='hit'>churches</span> to Roman Catholics '' ,	churches
church/N/br-d03/1051	-0.00411521432644615	-2.97660297366384e-4	-0.109677658661378	0.103204816053996	-0.00423219060421945	-2.11304161974252e-4	-0.107755546448133	0.108909731963527	-0.0165279225356083	-0.0176602473378981	9.393779578315e-4	-0.00403298145644117	-0.0203208215789089	0.00755695072405171	2.31974257216805e-5	-0.00159528586889282	While it must be said that these same Protestants have built some new churches during this period , and that religious population shifts have emptied churches , a principal reason for this phenomenon of redundancy is that fewer Protestants are going to church .	c1	C	simply_church	Protestants have built some new <span class='hit'>churches</span> during this period , and	churches
church/N/br-d03/1063	-0.00398866761105963	-3.18794024471249e-4	-0.145033895274841	0.0215864128401831	-0.00430434570182417	-1.80603654658117e-4	-0.166714302851761	0.00943555796625696	0.039272291334751	-0.0225789309764207	9.39478182566081e-4	-0.00403259696633006	0.0299790263655457	-0.00856893657945911	2.2669386375914e-5	-0.00160053149761948	While it must be said that these same Protestants have built some new churches during this period , and that religious population shifts have emptied churches , a principal reason for this phenomenon of redundancy is that fewer Protestants are going to church .	c3	C	simply_church	religious population shifts have emptied <span class='hit'>churches</span> , a principal reason for	churches
church/N/br-d03/1080	-9.04981566173333e-4	1.35046798924071e-4	-0.31776092857047	0.268810848034888	-0.00600128790281503	0.00275841198976484	-0.324771388140674	0.301569506837339	-0.24520232930777	-0.0272032756853766	9.29909974845268e-4	-0.00402723170377679	-0.183576803985248	0.180324285082269	2.10299551076809e-5	-0.00159202656279915	While it must be said that these same Protestants have built some new churches during this period , and that religious population shifts have emptied churches , a principal reason for this phenomenon of redundancy is that fewer Protestants are going to church . It should be admitted , too , that there	c3	C	simply_church	fewer Protestants are going to <span class='hit'>church</span> . It should be admitted	church
church/N/br-d03/110	-0.00410510208240625	-4.98402026758259e-4	0.00133107151052981	-0.0343320677003962	-0.00434071750588477	-1.45700908562749e-4	0.0077483542942268	-0.0405497718187897	0.0257793308725345	-0.0519412031796484	9.36097376559778e-4	-0.00402732938419324	0.0221944313238698	0.0540433830530294	2.65429045351926e-5	-0.00158979636313206	The Church Unity Octave , January 18 - 25 , was enthusiastically devoted to prayer and discussion by the various churches . Many people seem hopeful , yet it is difficult	a2	A	simply_church	and discussion by the various <span class='hit'>churches</span> . Many people seem hopeful	churches
church/N/br-d03/1342	-0.0025116862640825	0.00199727726989879	0.239406683092896	0.146971967629589	-0.00330552793933243	0.00242992018558216	0.284428752382918	0.0580775362221867	-0.107500112441404	-0.00545913737584679	9.33256459110514e-4	-0.00402517556925934	-0.119477642094333	-0.0180611561583646	3.22413143147807e-5	-0.00158323108611714	It has been my experience to find as many men as women in church , and to hear almost everyone in church congregations reciting the Latin prayers and responses at Mass .	c3	C	simply_church	many men as women in <span class='hit'>church</span> , and to hear almost	church
church/N/br-d03/1472	-0.00259594588803648	-1.22744039888471e-4	-0.162151105837818	0.123314747455708	-0.00524670562756834	9.59632560263409e-4	-0.171340771816767	0.138624793693518	0.0505309910166799	0.0334462062896665	9.31840596250174e-4	-0.00403009684619823	0.0668293749605285	-0.00758745365553879	2.24296561018328e-5	-0.0015954950540883	'' . A hymn often to be heard in Catholic churches is `` Faith of our Fathers '' , which glories in England 's ancient faith that endured persecution , and which proclaims : `` Faith of our Fathers : Mary 's prayers / Shall win our country back to thee '' .	c3	C	simply_church	to be heard in Catholic <span class='hit'>churches</span> is `` Faith of our	churches
church/N/br-d03/1883	-0.00489253191567718	2.76668188761114e-4	-0.0382979882371967	0.118196286717623	-0.00333983615072808	-6.31460010490119e-4	-0.0304259874295065	0.130188282425701	0.158531892363592	0.137228285329521	9.40158784971282e-4	-0.00402263879659419	0.208954911737243	-0.0868648485046441	2.44402162208779e-5	-0.00159431929169894	The general tone of articles appearing in such important newspapers as the Manchester Guardian and the Sunday Observer implies a kindly recognition that the Catholic Church is now at least of equal stature in England with the Protestant churches . On successive Sundays during October , 1960 , Paul	b	B	simply_church	in England with the Protestant NA . On successive Sundays during	NA
church/N/br-d03/1908	-0.00457982172065916	-1.59855580863649e-4	-0.0211546365737634	0.0798678857312516	-0.00388805801245451	-6.07813325866922e-4	-0.0229477205767546	0.0872858836768705	0.0721675880429697	0.047961842180054	9.34793148734796e-4	-0.00403556156777874	0.0869741397837106	-0.0333480750577074	2.66107780657003e-5	-0.0015923815530955	On successive Sundays during October , 1960 , Paul Ferris ( a non-Catholic ) wrote articles in the Observer depicting clergymen of the Church of England , the Church of Rome and the Nonconformist Church .	a2	A	simply_church	Observer depicting clergymen of the NA of England , the Church	NA
church/N/br-d03/1913	-0.00477441340491365	1.9065833321348e-4	-0.00929569732040277	0.07485341933664	-0.00345480287659134	-5.45369994103105e-4	-0.0118350668577873	0.0831816109935252	0.0778705012665174	0.0405135177744729	9.34751769365309e-4	-0.00402869355138407	0.08970428488353	-0.0205348616884901	3.27663866982945e-5	-0.00158578366301663	On successive Sundays during October , 1960 , Paul Ferris ( a non-Catholic ) wrote articles in the Observer depicting clergymen of the Church of England , the Church of Rome and the Nonconformist Church . The Catholic priest	a2	A	simply_church	Church of England , the NA of Rome and the Nonconformist	NA
church/N/br-d03/2335	-0.00432180471364677	-1.281937520578e-4	-0.064274476761989	0.0663383876031142	-0.0040104247165377	-3.51935534622697e-4	-0.071776033601794	0.0720845166621797	0.111723678869479	0.0175837461569985	9.41217937436035e-4	-0.00402752217222482	0.111764892191671	0.00152218266497808	2.7259999771067e-5	-0.00159197324811661	Almost daily something is reported which feeds this Catholic hope in England : statistics of the increasing numbers of converts and Irish Catholic immigrants ; news of a Protestant minister in Leamington who has offered to allow a Catholic priest to preach from his pulpit ; a report that a Catholic nun had been requested to teach in a non-Catholic secondary school during the sickness of one of its masters ; the startling statement in a respectable periodical that `` Catholics , if the present system is still in operation , will constitute almost one-third of the House of Lords in the next generation '' ; a report that 200 Protestant clergymen and laity attended a votive Mass offered for Christian unity at a Catholic church in Slough during the Church Unity Octave .	c1	C	simply_church	Christian unity at a Catholic NA in Slough during the Church	NA
church/N/br-d03/313	-0.00452785083776691	-5.92060040354804e-4	-0.110792450527849	0.120253268265775	-0.00430972997868746	-7.85299136840554e-4	-0.12714743808018	0.124625481748319	0.18048959667319	0.0421435592991961	9.36471477518304e-4	-0.00402117116271503	0.197582007978926	-0.00464807290235646	2.36834319048331e-5	-0.00159070844948152	In representing part of this new picture , I will be recounting some of my own personal experiences , reactions and judgments ; but my primary aim is to transcribe what Englishmen themselves are saying and writing and implying about the Roman and Anglican Churches and about the present religious state of England . Since	a2	A	simply_church	about the Roman and Anglican <span class='hit'>Churches</span> and about the present religious	Churches
church/N/br-d03/35	-0.00476906674091972	-4.45999994478376e-5	-0.124030515229057	0.184207847237707	-0.00362858887920024	-4.60626966152944e-4	-0.136942812442944	0.191881791868117	0.206154128088343	0.119207755201972	9.40423997396438e-4	-0.00402449347100874	0.208905513519307	-0.117575502171045	2.86052195446633e-5	-0.00160155204800966	Representing as it did the efforts of only unauthorized individuals of the Roman and Anglican Churches , and urging a communion of prayer unacceptable to Rome , this association produced little fruit , and , in fact , was condemned by the Holy Office in 1864 .	a2	A	simply_church	of the Roman and Anglican <span class='hit'>Churches</span> , and urging a communion	Churches
church/N/br-d03/721	-0.00502075871984551	0.00117549110788029	-0.0521519350622538	0.100356923974244	-0.00509970368741063	0.00101290840721746	-0.058413750324106103	0.109981915201983	0.113676682260503	0.201282868978193	9.3867612334368e-4	-0.00402272124759992	0.177473958970306	-0.186039996756118	2.23383675283197e-5	-0.00158348178330395	A Protestant woman marveled to me over the large crowds going in and out of the Birmingham Oratory ( Catholic ) Church on Sunday mornings . She found this a marvel because	c1	C	simply_church	Birmingham Oratory ( Catholic ) <span class='hit'>Church</span> on Sunday mornings . She	Church
church/N/br-d03/779	-0.00399894389171039	2.87725496572953e-4	-0.128522204395203	0.127497786123643	-0.00379115629280862	0.00017723019464271499	-0.124963470930417	0.14609885415158	-0.0356548364799975	0.0609971899563267	9.36153725365905e-4	-0.00402149500095749	-0.0216246112209499	-0.0359139707288288	2.8995915150576e-5	-0.0015958321662829	than ten . From many sides come remarks that Protestant churches are badly attended and the large medieval cathedrals look all but empty during services .	c1	C	simply_church	sides come remarks that Protestant <span class='hit'>churches</span> are badly attended and the	churches
church/N/br-d03/849	-0.00448805237284181	-0.0012371542173161	-0.268579424764154	-0.129322714679002	-0.0048190000863871	-0.00110195705084724	-0.272974516933829	-0.162755796351055	0.168929113288751	-0.126949434667735	9.37796532539851e-4	-0.0040303447234577	0.114785330822863	-0.181152462732377	3.0394476868763e-5	-0.00160014938379496	The Protestants themselves are the first to admit the great falling off in effective membership in their churches . According to a newspaper report of the 1961 statistics	b	B	simply_church	in effective membership in their <span class='hit'>churches</span> . According to a newspaper	churches
church/N/br-d03/862	-0.00544159938821698	-3.24063255771485e-4	0.0385649953719306	0.116687540169938	-0.00338809660729729	-0.00121911494120358	0.0511925973573542	0.126826668813887	0.120274643610131	0.0846848887430714	9.33700848407416e-4	-0.00402555215249916	0.136470855580951	-0.0655743636899093	2.09569207237762e-5	-0.00159324856704768	According to a newspaper report of the 1961 statistics of the Church of England , the `` total of confirmed members is 9748000 , but only 2887671 are registered on the parochial church rolls '' , and `` over 27 million people in England are baptized into the Church of England , but roughly only a tenth of them continue '' .	a2	A	simply_church	the 1961 statistics of the <span class='hit'>Church</span> of England , the ``	Church
church/N/br-d03/899	-0.00381882432040181	4.20626450091893e-4	0.0144067681837111	0.189462190533174	-0.00441452792168565	5.27866535428216e-4	0.0140223580725624	0.195756573064421	0.101160569790823	0.0418615233559494	9.33432473042787e-4	-0.00403310605828692	0.102295613685482	-0.00277281519874205	1.97462503656262e-5	-0.00159374857747777	According to a newspaper report of the 1961 statistics of the Church of England , the `` total of confirmed members is 9748000 , but only 2887671 are registered on the parochial church rolls '' , and `` over 27 million people in England are baptized into the Church of England , but roughly only a tenth of them continue '' .	a2	A	simply_church	England are baptized into the <span class='hit'>Church</span> of England , but roughly	Church
church/N/br-d03/945	-0.00430011227123511	1.0684521398051e-4	0.0353358341033414	0.10383524359049601	-0.00379226009828234	-1.12212571690987e-4	0.0429397879376567	0.112418250010752	0.00650825034404839	0.0481916175010608	9.34180792723573e-4	-0.00401978946497508	0.0186455513772702	-0.0468909534437075	2.87755751708878e-5	-0.00159463054980604	An amazing article in the Manchester Guardian of last November , entitled `` Fate of Redundant Churches '' , states than an Archbishops ' Commission `` reported last month that in the Church of England alone there are 790 churches which are redundant now , or will be in 20 years ' time .	a2	A	simply_church	last month that in the <span class='hit'>Church</span> of England alone there are	Church
church/N/br-d03/952	-0.00261150957376678	-0.00179243210349779	0.0345046257526516	0.207072994121626	-0.00603974991671443	0.00113647904807041	0.046135533892464	0.22435347304487	0.313746583943643	0.083955860631369	9.32740274528872e-4	-0.00403141429038291	0.323298471979714	-0.0733457432019782	2.20486222032781e-5	-0.0015897552894745	An amazing article in the Manchester Guardian of last November , entitled `` Fate of Redundant Churches '' , states than an Archbishops ' Commission `` reported last month that in the Church of England alone there are 790 churches which are redundant now , or will be in 20 years ' time .	c1	C	simply_church	England alone there are 790 <span class='hit'>churches</span> which are redundant now ,	churches
church/N/br-d03/971	-0.00249442178898665	1.37354110426478e-4	-0.248701316469637	0.366081803960903	-0.00435776957788494	0.00142923016830798	-0.268146509907561	0.380925980783609	-0.0704796521782909	-0.200711671800798	9.21890519776067e-4	-0.00404409266228138	-0.136486444025141	0.0757397264760168	2.48010709088221e-5	-0.00159575697797701	in 20 years ' time . A further 260 Anglican churches have been demolished since 1948 '' . And in the	c1	C	simply_church	. A further 260 Anglican <span class='hit'>churches</span> have been demolished since 1948	churches
church/N/br-d05/1163	-0.00393398470554833	5.93854164961264e-4	0.0160421447517168	-0.0133349497130423	-0.0034948123550112	3.46901577921149e-4	0.0204228893413603	-0.0144785154996602	-0.227773419991187	-0.132077189154614	9.44530247507322e-4	-0.004029711641443	-0.253816387076528	-0.00525570804466538	1.90241527195152e-5	-0.00159719288200748	But Parker as the ultra-liberal minister within the pale of a church which had proclaimed itself the repository of liberality poses a different problem , which is not to be resolved by holding him up as the champion of freedom .	a2	A	simply_church	within the pale of a <span class='hit'>church</span> which had proclaimed itself the	church
church/N/br-d05/1536	-0.00335656325072925	-7.58672188713338e-4	0.0210790075581711	-0.0305629922543821	-0.00488273185336148	1.11581326839138e-5	0.0215538795800208	-0.0293917207635766	-0.0474775810627782	-0.183471709944804	9.37271813275434e-4	-0.00402848831234462	-0.0900196141604062	0.151367542159918	2.46062347429376e-5	-0.00159178246279961	But Theodore Parker , commencing his mission to the world-at-large , disguised as the minister of a `` twenty-eighth Congregational Church '' which bore no resemblance to the Congregational polities descended from the founders ( among which were still the Unitarian churches ) , made explicit from the beginning that the conflict between him and the Hunkerish society was not something which could be evaporated into a genteel difference about clerical decorum .	a2	A	simply_church	which were still the Unitarian <span class='hit'>churches</span> ) , made explicit from	churches
church/N/br-d05/1935	-0.00350931180542853	0.00106937483614346	0.0210790075581711	-0.0305629922543821	-0.00336650191461204	9.04727431736533e-4	0.0215538795800208	-0.0293917207635766	-0.275843436072688	-0.172953473000506	9.36170716719897e-4	-0.00402882960799102	-0.239068457860845	0.205844511078736	3.26879586743765e-5	-0.0015859372688497	And he took repeated care to let his colleagues know that he intended them : `` Even the Unitarian churches have caught the malaria , and are worse than those who deceived them '' - which implied that they were very bad indeed .	b	B	simply_church	: `` Even the Unitarian <span class='hit'>churches</span> have caught the malaria ,	churches
church/N/br-d06/2048	-0.00277832687967707	5.17013117902103e-4	-0.0642322968280001	0.236897446936268	-0.00450656589585359	0.00140780451387295	-0.053860873402542	0.264201804854536	-0.0592744613169463	0.0234851935282428	9.3909619158131e-4	-0.00403161526156012	-0.0575068364656885	-0.0411056123297302	3.31053846746751e-5	-0.00157990713294323	We trust you are not one of the 70000000 Americans who do not attend church , but who feel that various forms of recreation are more important than worshipping the God who made our country great .	c3	C	simply_church	Americans who do not attend <span class='hit'>church</span> , but who feel that	church
church/N/br-d06/2174	-0.00414860060252982	3.56985454258424e-4	0.0432011524528966	0.0619902260857688	-0.00364980640120674	8.28832686648404e-5	0.0446255308883375	0.0681175829551663	0.0373770342994105	0.219230854218537	9.40004691054996e-4	-0.00402290460395569	0.00444429450322999	-0.221091037455838	1.38968238679359e-5	-0.00159439449298361	. No amount of religious ceremonies or even joining a church will relieve the gnawing of your `` inner '' space .	b	B	simply_church	ceremonies or even joining a <span class='hit'>church</span> will relieve the gnawing of	church
church/N/br-d07/1408	-0.00372828710571858	4.93128346342627e-4	0.0323566153458669	-0.0186513044022096	-0.00366764526786372	4.19074989270206e-4	0.0317458750989091	-0.0218130241361052	-0.131444154706512	-0.0235146589169993	9.36888762279937e-4	-0.00403240526514661	-0.133356670226965	0.00825743093008181	1.48744903405132e-5	-0.00159633750520313	; she was fatally injured . The entrance to a church has been walled up , so that the congregation , most of which is in the western sector , cannot worship God there anymore .	c1	C	simply_church	. The entrance to a <span class='hit'>church</span> has been walled up ,	church
church/N/br-d07/216	-0.00397066590177344	-2.55966173345983e-4	-0.106080392653047	-0.0474595903070888	-0.00427234800305381	1.81915320249309e-4	-0.0945678988209592	-0.085814760631015	0.0306294255193107	-0.124620492110255	9.17585073733925e-4	-0.00401994012106787	-0.0529440463231214	-0.127126608505239	2.7519481782525e-5	-0.00160028814107515	One of the most wholesome things you could schedule in your church would thus be a group confessional where people could admit of their inner tensions '' .	b1	B	simply_church	you could schedule in your <span class='hit'>church</span> would thus be a group	church
church/N/br-d09/1044	-0.00383998383739531	2.52712525742546e-4	0.0209564523534386	-0.0258910687856617	-0.00379070277797484	9.02358404569615e-5	0.0217029715067695	-0.025415483890912	-0.0725980933619358	-0.378688533389007	9.3749701902005e-4	-0.0040287086907502	-0.091727551964533	0.375886422432156	2.99998056596655e-5	-0.00159304696514635	Ask each member to write a statement on such topics as : `` What Christ Means to Me '' , `` What the Church Means to Me '' , `` Why Join the Church '' , `` The Duties of Church Members '' , etc. .	NA	NA	simply_church	'' , `` What the <span class='hit'>Church</span> Means to Me '' ,	Church
church/N/br-d09/1054	-0.00449845088995547	3.22256677124207e-4	0.0927148251320296	0.0463958444732787	-0.00345458091439052	-2.83223247634865e-4	0.104133222302518	0.0459513458897448	0.0989350865584012	0.310759947398601	9.36090580510073e-4	-0.00402117196453066	0.180025016744438	-0.282357894585442	2.14984305178295e-5	-0.00157986475684658	Ask each member to write a statement on such topics as : `` What Christ Means to Me '' , `` What the Church Means to Me '' , `` Why Join the Church '' , `` The Duties of Church Members '' , etc. .	a2	A	simply_church	, `` Why Join the <span class='hit'>Church</span> '' , `` The Duties	Church
church/N/br-d09/1115	-0.00356917350065874	-2.43531546218694e-4	-0.0957925543034424	0.205816954915383	-0.00458218410207376	2.92088472488606e-4	-0.100513228620361	0.215256988974928	0.0370416196632064	0.0555842261253259	9.42325539014922e-4	-0.0040288405558215204	0.0587738949554224	-0.0567111607526641	3.06185313003546e-5	-0.00158214098711734	Service . There is a growing conviction among pastors and Church leaders that all those who come into the fellowship of the Church need preparatory training , including those coming by transfer of membership .	a2	A	simply_church	growing conviction among pastors and <span class='hit'>Church</span> leaders that all those who	Church
church/N/br-d09/1127	-0.00434048969148602	-4.01251161495822e-4	-0.0855660794234911	-0.303632077339201	-0.00417537352866241	-4.63618725091108e-4	-0.0608677078446317	-0.321514961850447	0.0555935546061015	0.00824535958093443	9.40065159690848e-4	-0.00402733488985524	0.0517534592782789	-0.0627393563602702	2.81582690325162e-5	-0.00158867750737952	There is a growing conviction among pastors and Church leaders that all those who come into the fellowship of the Church need preparatory training , including those coming by transfer of membership .	b	B	simply_church	into the fellowship of the <span class='hit'>Church</span> need preparatory training , including	Church
church/N/br-d09/1156	-0.00334569713626235	-4.57249218547552e-4	0.0210790075581711	-0.0305629922543821	-0.00476157966370081	1.51476651732838e-4	0.0215538795800208	-0.0293917207635766	-0.10342504707665	-0.132666300222141	9.34669191605635e-4	-0.00402343406889097	-0.115313690533605	0.110946587105646	2.82726500282333e-5	-0.00159240868015642	George E. Sweazey writes : `` There is danger in trying to make admission to the Church so easy and painless that people will scarcely know that anything has happened '' .	a2	A	simply_church	to make admission to the <span class='hit'>Church</span> so easy and painless that	Church
church/N/br-d09/1216	-0.00398631344637082	-1.16060239584078e-4	-0.0346846977739659	-0.00701008987243952	-0.00408435614829213	4.44868214499422e-6	-0.0318290607955137	-0.0256503875498672	-0.0405046998280436	-0.00913372948778489	9.40507902234113e-4	-0.00403274093533805	-0.0454234156701596	-0.0185942540623033	2.1267990838753e-5	-0.00159523564732029	For most of them , it will be their first experience in membership training , since this is a recent development in many churches . Those coming from other denominations will welcome the opportunity	b	B	simply_church	a recent development in many <span class='hit'>churches</span> . Those coming from other	churches
church/N/br-d09/1260	-0.00429822760894047	-3.97085753882034e-4	-0.0484313019035036	-0.0402088503252339	-0.00418242940430666	-3.69530613605891e-4	-0.0509112566855951	-0.0507861743367361	0.0935444835720238	-0.022320077118176	9.34079543008747e-4	-0.00402944554016555	0.0937785056249644	0.00879768502232812	1.94686214267941e-5	-0.00158896021192726	It provides a natural transition into the life of the local church and its organizations . The total process of evangelism reaches	b	B	simply_church	the life of the local <span class='hit'>church</span> and its organizations . The	church
church/N/br-d09/129	-0.00540261157161818	2.3210833389965e-4	-0.022260767131976	0.233785055460006	-0.00329990910908618	-0.00124150316226461	-0.0370123007322214	0.241685414357781	0.309120748994782	0.104105325110514	9.35723285593106e-4	-0.0040332431379927	0.341826819602693	-0.0346804374653241	2.78650528217804e-5	-0.00159712491799615	In the average situation about one-third of those visited make commitments to Christ and the Church . The pastor and the Membership Preparation and Assimilation Committee	a1	A	simply_church	commitments to Christ and the <span class='hit'>Church</span> . The pastor and the	Church
church/N/br-d09/1297	-0.00379576911071315	-1.05006306886541e-4	-0.105218390323636	-0.349248937912272	-0.00412137320455498	1.185448613974e-4	-0.0579656069586	-0.365164064605063	-0.0513819076705743	-0.121237198425118	9.44315683555168e-4	-0.00403053999580754	-0.0874793760367282	0.0734638053863656	1.4173583546611e-5	-0.00159667535810739	The total process of evangelism reaches the crescendo when the group of new members stands before the congregation to declare publicly their faith and to be received into the fellowship of the Church . This should be a high moment in their lives	a2	A	simply_church	into the fellowship of the <span class='hit'>Church</span> . This should be a	Church
