id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text	wordform	msOct	determiner	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization	msOct4
church/NN/br-d14/726	-0.00575767004634056	-0.00163522214272911	church	NN	NA	B	B	NA	 stock. By the end of the century the Roman Catholic <font color=green>Church</font>  was beginning to make itself felt, mainly through such institutions	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d16/1602	-0.00578730781005512	-0.00164677213011341	church	NN	NA	C	C	NA	 1: 12, 13. You may be very religious, a good <font color=green>church</font>  member, an upright, honest and sincere person; you may be	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d16/1644	-0.00575538804349235	-0.00164416278658522	church	NN	NA	A	A	NA	 and zealously keep all the sacraments and ceremonies of the <font color=green>church</font> ; you may have the final and extreme unction but if	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d16/1947	-0.00577445199305363	-0.00165451783231057	church	NN	NA	A	A	NA	 Him. You can ignore His Book, the Bible, and His <font color=green>church</font> . You can laugh at His blood-bought salvation, curse His followers	church	a1	His	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d16/220	-0.00577343608070711	-0.0016317784333177	church	NN	NA	B	B	NA	 a short reading of the Holy Scriptures''. Since the Catholic <font color=green>Church</font>  expresses such desire that the Sacred Scriptures be read, the	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d17/1073	-0.00578470410109933	-0.00162117868205918	church	NN	NA	C	C	NA	 different, and something important: Ruth Peale, her wide experience in <font color=green>church</font>  work; Sidney Fields, years of experience as a New York	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-e13/272	-0.00576116215178962	-0.00161308775447211	church	NN	NA	B	B	NA	 shifted religions- although the Patriarch, or Pope, of the Orthodox <font color=green>Church</font>  continued to live there, and still does- and became the	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-e13/754	-0.00576296344802835	-0.00162207681379024	church	NN	NA	D	D	NA	 the first of which was begun by Constantine, this fourth <font color=green>church</font>  was started by Justinian in 532 and completed twenty years	church	c1	this	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-f15/713	-0.00578436899137012	-0.00163949731695496	church	NN	roman_catholic_church%1:14:00::	B	B	B	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-f15/754	-0.00576589599009066	-0.00165157334419684	church	NN	roman_catholic_church%1:14:00::	B	B	B	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-f15/776	-0.00578555352077056	-0.00164749089671942	church	NN	roman_catholic_church%1:14:00::	A	A	B	 as the use of the infertile or safe period. The <font color=green>Church</font>  considers this to be the method provided by nature and	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f15/862	-0.00576534142739098	-0.00161042520972623	church	NN	roman_catholic_church%1:14:00::	A	A	B	 there seems little chance of agreement. The grounds for the <font color=green>Church</font>  's position are Scriptural( Old Testament), the teachings of the	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f15/882	-0.00579949617402504	-0.00163479643340047	church	NN	roman_catholic_church%1:14:00::	A	A	B	 the teachings of the fathers and doctors of the early <font color=green>Church</font> , the unbroken tradition of nineteen centuries, the decisions of the	Church	a1	the	no	yes	A	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-f44/1076	-0.00577435727560631	-0.00160828584321365	church	NN	church%1:14:00::	C	C	A	 and economic level of the congregation; the mission of the <font color=green>church</font>  is actually a process of informal co-optation; the lay ministry	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-f44/1122	-0.0057786333811114	-0.00165043677944546	church	NN	church%1:14:00::	D	D	A	 process of co-optation so long as the environs of the <font color=green>church</font>  provide a sufficient pool of people who can fit the	church	c2	the	yes	yes	?	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-f44/1285	-0.00576620885466734	-0.00161527198170953	church	NN	church%1:14:00::	C	C	A	 co-optation is the principal form of mission in the contemporary <font color=green>church</font> ; economic integration and co-optation are the two methods by which	church	b	the	no	yes	?	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-f44/1618	-0.00576080609516935	-0.00162785046579477	church	NN	church%1:14:00::	C	C	A	 in the metropolis. It now becomes evident that the denominational <font color=green>church</font>  is intimately involved with the economy of middle-class culture, for	church	b	the	no	yes	C	singular	no	no	no	no	no	yes	yes	no	yes	b
church/NN/br-f44/2150	-0.00577634091529093	-0.00161465519070248	church	NN	church%1:14:00::	C	C	A	 will occupy our attention under the rubric of the organization <font color=green>church</font> . An understanding of the new role of residential association in	church	a2	the	no	yes	?	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-f44/368	-0.0057912799026845	-0.00163525967511149	church	NN	church%1:14:00::	C	C	A	 they can lose higher- and lower status members from the <font color=green>church</font>  without collapsing, but they need adequate recruits for the core	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-f44/647	-0.00577649066577154	-0.00161757787049974	church	NN	church%1:14:00::	A	A	A	 denominations. There is much talk in theological circles about the`` <font color=green>Church</font>  as Mission'' and the`` Church 's Mission''; theologians have been	Church	a1	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f44/654	-0.00577801869681002	-0.00163205326576811	church	NN	church%1:14:00::	A	A	A	 in theological circles about the`` Church as Mission'' and the`` <font color=green>Church</font>  's Mission''; theologians have been stressing the fact that the	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f44/667	-0.00576694611856288	-0.00164486475469003	church	NN	church%1:14:00::	A	A	A	 's Mission''; theologians have been stressing the fact that the <font color=green>Church</font>  does not exist for its own sake but as a	Church	a1	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f44/924	-0.00578210092733636	-0.00164456209529769	church	NN	church%1:14:00::	C	C	A	 with friendly members the`` contacts with an organization of the <font color=green>church</font> ''( 11.2 per cent of the cases), then a substantial two	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-f44/986	-0.00576332435651609	-0.00162442270613449	church	NN	church%1:14:00::	C	C	A	 people; the new people respond in kind by joining the <font color=green>church</font> . Missionary outreach by friendly contact looks somewhat different when one	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-g05/1358	-0.00575834176582576	-0.0016445045910878	church	NN	NA	D	D	NA	 which contain nine greater alcoves as frescoed and capacious as <font color=green>church</font>  apses. Here, in the old days- when they had come	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-g12/1271	-0.00578013494643537	-0.00165320597925572	church	NN	church%1:06:00::	D	D	C	 and gestured toward the Madeleine. The classical lines of the <font color=green>church</font>  which Napoleon thought of as a Temple of Glory, dominated	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-g12/1807	-0.00577959674042671	-0.0016442688238056	church	NN	church%1:06:00::	D	D	C	 not attractive, but it is deeper. When you pass a <font color=green>church</font>  on an Irish bus, all the hands flurry in the	church	c1	a	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-g12/544	-0.00575213683138811	-0.00163140806039575	church	NN	church%1:06:00::	D	D	C	 the Madeleine and across to a sidewalk cafe opposite that <font color=green>church</font> . The conversation that ensued may have been engrossing but it	church	c1	that	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-h17/1199	-0.00579450641689304	-0.00162411326984644	church	NN	church%1:14:00::	C	C	A	 because of his willingness to kill in defense of his <font color=green>church</font>  and home. Upon administrative approval of the reclassification, he was	church	b	his	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-h17/1434	-0.00575465728982491	-0.00162349810792377	church	NN	church%1:14:00::	C	C	A	 preaching and from 20 to 25 hours per month to <font color=green>church</font>  activities. His claim was therefore`` so highly exaggerated'', the Department	church	b1	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-j23/1105	-0.00576882817203009	-0.0016442251563947	church	NN	church_member%1:18:00::	C	C	E	 which is reflective of our common religion. Even the non <font color=green>church</font>  members- the freewheelers, marginal religionists and so on- have the	church	a2	NA	no	NA	?	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-j57/2237	-0.00576923835353135	-0.00162444782147979	church	NN	church_father%1:18:00::	A	A	A	 which reached Christianity by the way of Stoicism through the <font color=green>Church</font>  Fathers of Late Antiquity.	Church	a1	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-j57/958	-0.00579650701705931	-0.00162114131659735	church	NN	church_father%1:18:00::	A	A	A	 all possessions. This conception was taken up by the early <font color=green>Church</font>  Fathers and by canon lawyers and theologians in the Middle	Church	a1	NA	no	NA	A	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-j58/1496	-0.00576051623801894	-0.0016494169904885	church	NN	church_bell%1:06:00::	D	D	C	 In many Northern towns and cities meetings were held and <font color=green>church</font>  bells were tolled. Such was not the case in Rhode	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1076	-0.00579483152559896	-0.00163003570446921	church	NN	church%1:06:00::	D	C	C	 There were two liquor saloons not very far from the <font color=green>church</font> , one white, that is conducted for white people with a	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1117	-0.00576159178303696	-0.00161366133838801	church	NN	church%1:06:00::	D	D	C	 of gambling in both. On the other side of the <font color=green>church</font>  was a quiet, well-kept house with shutters and recently painted	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1145	-0.00579149348636589	-0.00163128465615519	church	NN	church%1:14:00::	C	C	A	 it. It was called Kent House. The deacon of the <font color=green>church</font> , Carlson, was its janitor. One of the leading members of	church	c2	the	yes	yes	?	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-k04/1353	-0.00576190524503316	-0.00164180931496553	church	NN	church%1:06:00::	D	D	C	 tract of land, and it occurred to him that the <font color=green>church</font>  and the better Negro homes might gradually be moved to	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1419	-0.00576306078047141	-0.00163949368892146	church	NN	church%1:06:00::	C	C	C	 stress, and that was that the contribution to the general <font color=green>church</font>  expenses, the dollar money, had been seriously falling behind in	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/1433	-0.00576077351029262	-0.00164437551446624	church	NN	church%1:06:00::	C	C	C	 the dollar money, had been seriously falling behind in this <font color=green>church</font> , and that must be looked after immediately. In fact, he	church	b	this	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/1485	-0.00576867836981382	-0.0016397873152443	church	NN	church%1:06:00::	C	C	C	 that clear as this was, they must have a better <font color=green>church</font> , a more business-like conduct of the church organization, and an	church	b	a	no	no	?	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-k04/1493	-0.00578231652620738	-0.0016486941325325	church	NN	church%1:14:00::	C	C	A	 have a better church, a more business-like conduct of the <font color=green>church</font>  organization, and an effort to get this religious center out	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/1514	-0.00578621323212143	-0.00164941180078171	church	NN	church%1:14:00::	C	C	A	 out of its rut of wild worship into a modern <font color=green>church</font>  organization. He emphasized to the Presiding Elder the plan of	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/1530	-0.00577698528531828	-0.00164994599500533	church	NN	church%1:06:00::	D	D	C	 the Presiding Elder the plan of giving up the old <font color=green>church</font>  and moving across the river. The Presiding Elder was sure	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k04/1578	-0.00578184515583536	-0.00161608490406359	church	NN	church%1:06:00::	D	D	C	 impossible. The bank which held the mortgage on the old <font color=green>church</font>  declared that the interest was considerably in arrears, and the	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k04/1634	-0.00579515357021596	-0.00161683503956671	church	NN	church%1:06:00::	D	D	C	 to colored folk. When it was proposed to rebuild the <font color=green>church</font> , Wilson found that the terms for a new mortgage were	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1685	-0.00578436083711573	-0.00165143420641519	church	NN	church%1:06:00::	D	D	C	 made to his Deacon Board, he met unanimous opposition. The <font color=green>church</font>  certainly would not be removed. The very proposition was sacrilege	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1807	-0.00575247706883385	-0.00162703121331709	church	NN	church%1:06:00::	D	D	C	 of money that has been invested by whites around that <font color=green>church</font> ? Tenements, stores, saloons, some gambling, I hope not too much	church	c1	that	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1874	-0.00579856872680209	-0.00162279402099991	church	NN	church%1:06:00::	D	D	C	 were you I would just plan to repair the old <font color=green>church</font>  so it would last for five or ten years. By	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k04/2301	-0.00575944996307765	-0.00164124958349259	church	NN	methodist_church%1:14:00::	B	B	F	 mean practically the end of his career in the Methodist <font color=green>church</font> , if not in all churches.	church	a2	the	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-k04/356	-0.00578163904983508	-0.00160924897017016	church	NN	church%1:06:00::	C	C	C	 with the whites, especially the rich who partly supported the <font color=green>church</font> . The Deacon Board, headed by a black man named Carlson	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/397	-0.00576979717770263	-0.00161564867252912	church	NN	church%1:06:00::	C	C	C	 support of the Amen corner. The characteristic thing about this <font color=green>church</font>  was its Amen corner and the weekly religious orgy. A	church	b	this	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/828	-0.00578008734694561	-0.00161255695377877	church	NN	church%1:14:00::	C	C	A	 the home of one of the old members of the <font color=green>church</font> , a woman named Catt who, as Wilson afterward found, was	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/877	-0.00575268427141604	-0.00163785975503903	church	NN	church%1:14:00::	C	C	A	 never married, conducting a spotless home and devoted to her <font color=green>church</font> , but a perpetual dissenter and born critic. She soared over	church	b	her	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/923	-0.00575734384062369	-0.00163926527712824	church	NN	church%1:06:00::	D	D	C	 which she was chief repository. Then Wilson looked over the <font color=green>church</font>  and studied its condition. The salary of the pastor had	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/975	-0.00579633558085529	-0.00164293140715626	church	NN	church%1:06:00::	D	D	C	 he mentioned this to the Deacons they said nothing. The <font color=green>church</font>  itself must be repaired. It was dirty and neglected. It	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/1056	-0.00575787667311607	-0.00161741915197113	church	NN	church%1:06:00::	D	D	C	 northward to Brooklyn, below Point Peter, he could see the <font color=green>church</font>  spire wherever he looked back. Sometimes they went south and	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/1389	-0.00577607664657494	-0.00165230632230179	church	NN	church%1:06:00::	D	D	C	 with its peaked lance. Stevie was constantly slipping into the <font color=green>church</font> . He pulled with all his strength at the heavy, brass	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/1473	-0.00579185718508978	-0.0016503581861044	church	NN	church%1:06:00::	D	D	C	 hands tucked under his coattails, and staring into the dark <font color=green>church</font> . The figure was wreathed in an extraordinary luminescence. The boy	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k06/528	-0.00578356118489424	-0.00163332016494736	church	NN	church%1:06:00::	D	D	C	 his head out. There was the slate roof of the <font color=green>church</font> ; ivy climbed the red brick walls like a green scaled	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/571	-0.00578345627703823	-0.00163064866258717	church	NN	church%1:06:00::	D	D	C	 cupboards.`` There 's a tower and a steeple on the <font color=green>church</font>  a million feet high. And the loudest clock in the	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/659	-0.00576971590056846	-0.00165006172606183	church	NN	church%1:06:00::	D	D	C	 Street to Orange Square. The steeple leaned backward, while the <font color=green>church</font>  advanced like a headless creature in a long, shapeless coat	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/852	-0.00577735295963372	-0.00165561635918942	church	NN	church%1:06:00::	D	D	C	 Church with its high steeple and clock. There was no <font color=green>church</font>  like Drew Church, no preacher like Papa, who was intimate	church	c1	none	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k10/1423	-0.00575988840185817	-0.0016233909097688	church	NN	church%1:14:00::	A	A	A	 economics, and social issues that are no concern of the <font color=green>Church</font> ''? And John 's reply was always the same:`` Anything that	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/1445	-0.00576420210673344	-0.00165236721748447	church	NN	church%1:14:00::	A	A	A	 same:`` Anything that affects souls is the concern of the <font color=green>Church</font> ! We will have righteousness''! Tears burned behind his eyes as	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/1802	-0.00577815798941582	-0.00163952832030799	church	NN	church_of_rome%1:14:00::	B	B	B	 Geneva, saying that he had been a bishop of the <font color=green>Church</font>  of Rome and had been persecuted in Paris for his	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-k10/205	-0.00579539698975727	-0.0016415226111227	church	NN	church%1:14:00::	A	A	A	 that the couple would have to be punished if the <font color=green>Church</font>  was to be respected.`` I have told you before, and	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/257	-0.00576978221328937	-0.00161185494129536	church	NN	church%1:14:00::	A	A	A	 is the answer the ungodly will always make when the <font color=green>Church</font>  points its fingers at their sins. I say to you	Church	a1	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/271	-0.00579038347321105	-0.00164959730211559	church	NN	church%1:14:00::	A	A	A	 fingers at their sins. I say to you that the <font color=green>Church</font>  will ever decry evil''! John 's reply was like a	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/561	-0.00577598573265729	-0.00162425989068754	church	NN	church%1:14:00::	A	A	A	 weeks before, in early November, without being reconciled to the <font color=green>Church</font> . The canons, in a body, had tried to force him	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/588	-0.00575880469065719	-0.0016154708808337	church	NN	church%1:14:00::	A	A	A	 to let them give him the last rites of the <font color=green>Church</font> , but he had died still proclaiming salvation by faith. Burial	Church	a2	the	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/967	-0.00578556036322226	-0.0016264461534146	church	NN	church%1:06:00::	D	D	C	 all the time. Quickening his steps, John entered the vast <font color=green>church</font>  and climbed the tower steps to the bells. Underneath the	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k13/533	-0.0057522802897704	-0.00162932639218153	church	NN	church%1:06:00::	D	D	C	 Harold indicated the photograph on the wall and asked what <font color=green>church</font>  the stone sculpture was in. Eugene told him and he	church	c1	none	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k14/1114	-0.00577429714372763	-0.00162032687753465	church	NN	church%1:14:00::	A	A	A	 not want my people to get in trouble with the <font color=green>Church</font> ''.`` I am working for the Cardinal of San Dionigi. I'm	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k14/826	-0.00578175084146403	-0.00162830261812168	church	NN	church%1:06:00::	D	D	C	 Jewish section was in Trastevere, near the Tiber at the <font color=green>church</font>  of San Francesco a Ripa. The colony had been small	church	c1	the	yes	yes	D	singular	no	yes	no	no	no	no	no	no	no	c
church/NN/br-k15/188	-0.00576522066081901	-0.00161181978943831	church	NN	church%1:06:00::	D	D	C	 They held the funeral the next morning from the crossroads <font color=green>church</font>  and buried the little box in the quiet family plot	church	c1	the	yes	yes	D	singular	no	no	no	yes	no	no	no	no	no	c
church/NN/br-k16/1431	-0.00577770587034475	-0.00163622798882168	church	NN	church%1:06:00::	D	D	C	 thickets. Along Wappinger Creek in Dutchess County, past the white <font color=green>church</font>  at Fishkill, past Verplanck 's Point on the east bank	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k16/2285	-0.00576318631074255	-0.00163683962860339	church	NN	church_service%1:04:00::	E	E	D	 him out of some dim corner of memory from a <font color=green>church</font>  service when he was a boy- yes, in a white	church	c3	a	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-k16/2298	-0.00577189513715798	-0.0016542161525861	church	NN	church%1:06:00::	D	D	C	 service when he was a boy- yes, in a white <font color=green>church</font>  with a thin spur steeple in the patriarchal Hudson Valley	church	c1	a	yes	no	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k19/168	-0.00579794116739565	-0.00163228152732452	church	NN	church%1:14:00::	A	A	A	 for a more exalted office in the hierarchy of the <font color=green>church</font> - his ambitions for the bishopry had died very early in	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-k19/213	-0.00577316788076047	-0.00165544690602584	church	NN	church%1:14:00::	A	A	A	 of this desire was due to his devotion to the <font color=green>church</font>  and how much was his own ego, demanding to be	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-k25/81	-0.00579072510487502	-0.00162582113201325	church	NN	church%1:06:00::	D	D	C	 whether a private residence in his Pennsylvania county or a <font color=green>church</font>  in Brazil, without it being obvious that he had done	church	c1	a	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-l08/1824	-0.0057971841204926	-0.00162175549489868	church	NN	church%1:04:00::	E	E	D	 did n't feel good on Sunday, could n't go to <font color=green>church</font> - there 'd be a little argument, but she could be	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-l08/2109	-0.00577663465399535	-0.00160941718400188	church	NN	church%1:06:00::	C	C	C	 with foreign sounding names, the ones went to the same <font color=green>church</font>  and- Different place, different job, different people, she 'd be	church	c2	the	yes	yes	?	singular	no	no	yes	no	no	no	yes	no	no	c
church/NN/br-m01/1682	-0.00579038781693641	-0.00161419938489748	church	NN	church%1:14:00::	A	A	A	 indicted for price-cutting. Fosterite bishops, after secret conclave, announced the <font color=green>Church</font>  's second Major Miracle: Supreme Bishop Digby had been translated	Church	a2	the	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-m01/2360	-0.00579078880483697	-0.00162410776300928	church	NN	church%1:04:00::	E	E	D	 continued most of the week following that ill-starred trip to <font color=green>church</font> , during which period Mike stayed in his room and usually	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-p01/1161	-0.0057820603583801	-0.0016542801796034	church	NN	church%1:06:00::	D	D	C	 hill, rising with the hill to the top where the <font color=green>church</font>  was and beyond that to the cemetery. Only paved alleyways	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p01/21	-0.00575953200682895	-0.00164733192328391	church	NN	church_tower%1:06:00::	D	D	C	 them he could have been the broken bell in the <font color=green>church</font>  tower which rang before and after Mass, and at noon	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p01/222	-0.0057827183025756	-0.00161089554338989	church	NN	church%1:04:00::	E	E	D	 from its elders. Youth obeyed when commanded. It went to <font color=green>church</font>  on Sunday and one Saturday a month went to confession	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-p01/829	-0.00577053692981737	-0.00165331636897048	church	NN	church%1:06:00::	D	D	C	 to Drexel Street and his back in opposition to the <font color=green>church</font>  behind him. For all he saw or cared to see	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p03/76	-0.0057913887610462	-0.00161801944441178	church	NN	NA	E	E	NA	 to live in California. He 'd mentioned it, himself, at <font color=green>church</font>  and everybody seemed to have the idea that Tolley had	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-p03/933	-0.00576390251286291	-0.00161629885325378	church	NN	NA	E	E	NA	 scream. And do n't tell me you did n't at <font color=green>church</font>  Sunday. I heard you''! He really had n't meant to	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-p04/2406	-0.00576499851935029	-0.00162741534465252	church	NN	NA	D	D	NA	 sky. She felt mindless, walking, and almost easy until the <font color=green>church</font>  spire told her she was near the cemetery, and she	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p04/2429	-0.00578829854555289	-0.00163391508976851	church	NN	NA	D	D	NA	 caught herself wondering what she would say to Doaty. Both <font color=green>church</font>  and graveyard were smaller than she remembered them( how many	church	c1	none	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p04/983	-0.0057681182786261	-0.00160932086090808	church	NN	NA	D	D	NA	 beyond the door. To a Blackwell, there was only one <font color=green>church</font> . The cemetery slumbered just behind it, and the way lay	church	c1	number	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p06/425	-0.00577786758592623	-0.00161233757546144	church	NN	NA	C	C	NA	 yellow moons.`` How do you do''? she said, semi-professionally.`` Our <font color=green>church</font>  is sponsoring a group of very courageous women up in	church	b	our	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-p09/150	-0.00576876005465194	-0.00164759364512389	church	NN	church%1:06:00::	D	D	C	 all right. Wednesday nights after youth fellowship. Out of the <font color=green>church</font>  and into his big car, it tooling over the road	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p12/1014	-0.00577990687660018	-0.00161290928006647	church	NN	church%1:06:00::	D	D	C	 Then they took a taxi to Trastevere.`` There 's a <font color=green>church</font>  you should see'', she said. And when they stood by	church	c1	a	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p12/1063	-0.00578988192954475	-0.0016514728900989	church	NN	church%1:06:00::	D	D	C	 with Alberto. He let her tell him all about the <font color=green>church</font> . Then they had dinner. All evening she was eloquent and	church	c1	the	yes	yes	?	singular	no	no	no	no	no	no	no	no	no	c
