id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre
church/NNP/br-d09/1127	0.191892651675071	-0.0951548552524336	church	NNP	C	C	C	CDE	Z	Z	Z	Z	Z	 that all those who come into the fellowship of the <font color=green>Church</font>  need preparatory training, including those coming by transfer of membership	3	1	4.1287825292584	0.333333333333333	2	religion	non-fiction
church/NNP/br-d09/1297	0.0459873344078159	-0.03154261142825	church	NNP	B	B	AB	AB	Z	Z	Z	Z	Z	 faith and to be received into the fellowship of the <font color=green>Church</font> . This should be a high moment in their lives, a	2	2	3.75524371598779	1	4	religion	non-fiction
church/NNP/br-d09/1404	-0.0288677709857732	-0.0108418678990643	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 to determine the attitude of the new members toward the <font color=green>Church</font> . It can mean the difference between participation and inaction, spiritual	5	3	2.66127194064433	0.6	4	religion	non-fiction
church/NNP/br-d09/1436	0.000538762234637807	0.00119387881351668	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 natural and logical time to receive new members into the <font color=green>Church</font> . The atmosphere for this momentous experience can be created most	3	2	2.57955204364443	0.666666666666667	5	religion	non-fiction
church/NNP/br-d09/172	-0.0180150145903244	-0.0410134106122401	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 determine their interest and participation in the life of the <font color=green>Church</font> . Neglect means spiritual paralysis or death. Churches that have a	3	2	3.07344169057991	0.666666666666667	4	religion	non-fiction
church/NNP/br-d09/2155	-0.0136511080417755	-0.0157923571107664	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 needs or they will never mature into effective Christians. The <font color=green>Church</font>  expects certain things of those who become members. The new	5	4	3.02125130359241	0.8	4	religion	non-fiction
church/NNP/br-d09/231	-0.00864175239929471	-0.0298879477663888	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 It is important that persons desiring to unite with the <font color=green>Church</font>  be prepared for this experience so that it may be	3	2	3.4460541375277	0.666666666666667	4	religion	non-fiction
church/NNP/br-d09/262	0.0334579257659116	-0.0724195945905394	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 to ask a person to take the sacred vows of <font color=green>Church</font>  membership before he has been carefully instructed concerning their implications	5	4	4.35085804539655	0.8	5	religion	non-fiction
church/NNP/br-d09/276	0.0136144590556252	-0.016305682890408	church	NNP	B	B	AB	AB	Z	Z	Z	Z	Z	 he has been carefully instructed concerning their implications. Preparation for <font color=green>Church</font>  membership begins immediately after the commitment is received. The pastor	4	1	3.62102746081662	0.25	8	religion	non-fiction
church/NNP/br-d09/39	-0.00731289315247303	-0.11818691719707	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 to achieve Christian stature, it is an indictment of the <font color=green>Church</font> . These fatalities are dramatic evidence of`` halfway evangelism'', a failure	4	2	3.3646402788863	0.5	4	religion	non-fiction
church/NNP/br-d09/6	0.0208511805220122	0.0353574684580324	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 Few persons who join the <font color=green>Church</font>  are insincere. They earnestly desire to do the will of	2	1	3.42378995346544	0.5	3	religion	non-fiction
church/NNP/br-d09/624	-0.00594723298412434	-0.0132766945829054	church	NNP	C	C	C	CDE	Z	Z	Z	Z	Z	 cover four major areas: The Christian Faith History of the <font color=green>Church</font>  Duties of Church Membership The Local Church and Its Program	4	4	3.30443665172676	1	6	religion	non-fiction
church/NNP/br-d09/627	-0.00532737764970713	-0.00957159936946695	church	NNP	C	C	C	CDE	Z	Z	Z	Z	Z	 areas: The Christian Faith History of the Church Duties of <font color=green>Church</font>  Membership The Local Church and Its Program Following each instruction	4	4	3.38506841183239	1	8	religion	non-fiction
church/NNP/br-d09/631	-0.00821914164506541	-0.00535016154598065	church	NNP	C	C	C	CDE	Z	Z	Z	Z	Z	 History of the Church Duties of Church Membership The Local <font color=green>Church</font>  and Its Program Following each instruction period a piece of	4	4	3.34847053810519	1	7	religion	non-fiction
church/NNP/br-g02/1539	0.00154598219488737	-0.107908894006763	church	NNP	A	A	AB	AB	Z	Z	Z	Z	Z	 and influence of such other claimants for loyalty as the <font color=green>Church</font> . The breakup of the Holy Roman Empire and the downfall	4	2	3.06648212402149	0.5	3	belles_lettres	fiction
church/NNP/br-j25/691	-0.0527944728893381	-0.12937793529428	church	NNP	B	B	AB	AB	Z	Z	Z	Z	Z	 indicators of expected adherence to group norms. However, because of <font color=green>Church</font>  laws, lately more stringently enforced, which forbid the marriage of	5	4	3.41315092250054	0.8	4	learned	non-fiction
church/NNP/br-k04/233	0.0484135674528939	0.0438538945674224	church	NNP	D	D	DE	CDE	group%1:03:00::	C	C	C	CDE	 of this crowded region was the Allen African Methodist Episcopal <font color=green>Church</font> . It was an old and dirty wooden structure, sadly in	4	3	3.14222616394731	0.75	6	fiction_gral	fiction
church/NNP/br-k06/698	0.197474749253299	-0.173019039084112	church	NNP	D	D	DE	CDE	group%1:03:00::	C	C	C	CDE	 the foothills, was the city of God. The Dutch Reformed <font color=green>Church</font> , with two steeples and its own school was on Main	4	0	2.59437691365385	0	1	fiction_gral	fiction
church/NNP/br-k06/726	0.144388886135113	-0.0616771908214129	church	NNP	D	D	DE	CDE	group%1:03:00::	C	C	C	CDE	 was one block down Sussex Street; the Catholic Saint Mary's <font color=green>Church</font> , with an even taller steeple and a cross on top	5	1	4.10176907869684	0.2	3	fiction_gral	fiction
church/NNP/br-k06/841	0.115585829588323	-0.0575375328324015	church	NNP	D	D	DE	CDE	group%1:03:00::	C	C	C	CDE	 became familiar with God, who resided chiefly in Drew Centennial <font color=green>Church</font>  with its high steeple and clock. There was no church	3	1	3.43281726206981	0.333333333333333	4	fiction_gral	fiction
church/NNP/br-k06/855	0.125256519585945	-0.0267036928619084	church	NNP	D	D	DE	CDE	group%1:03:00::	C	C	C	CDE	 high steeple and clock. There was no church like Drew <font color=green>Church</font> , no preacher like Papa, who was intimate with Him, and	2	1	3.76473133724878	0.5	5	fiction_gral	fiction
church/NNP/br-k10/1229	0.0671648825552924	-0.120122695404512	church	NNP	B	B	AB	AB	group%1:03:00::	C	C	C	CDE	 smashing images and tearing down symbols sacred to the Old <font color=green>Church</font> . John found it difficult, but he held him in check	4	3	3.60506000655835	0.75	6	fiction_gral	fiction
church/NNS/br-a10/1674	0.0979674032655222	0.0816952623667972	church	NNS	D	D	DE	CDE	Z	Z	Z	Z	Z	 need for their forthcoming program,`` Breakthrough'' scheduled to fill the <font color=green>churches</font>  for the next two years. In his opening address Wednesday	5	2	2.61381180534161	0.4	3	press_reportage	press
church/NNS/br-a10/1863	-0.0549560120354416	0.304318315608862	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 for every 10000 persons.`` In this light we need 1000 <font color=green>churches</font>  in Illinois, where we have 200; 800 in Southern New	3	1	2.80213514402226	0.333333333333333	1	press_reportage	press
church/NNS/br-a10/1918	0.185684717914921	-0.0160415094950333	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 Brandt suggested the vision of 8000 new Assemblies of God <font color=green>churches</font>  in the next 10 years. To accomplish this would necessitate	3	1	3.30734421744864	0.333333333333333	3	press_reportage	press
church/NNS/br-a10/1980	-0.0240747099549753	-0.0412103514839373	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 includes: Encouraging by every means, all existing Assemblies of God <font color=green>churches</font>  to start new churches. Engaging mature, experienced men to pioneer	6	0	3.83612370120059	0	6	press_reportage	press
church/NNS/br-a10/1996	-0.0160661546807093	0.00558617721300608	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 churches. Engaging mature, experienced men to pioneer or open new <font color=green>churches</font>  in strategic population centers. Surrounding pioneer pastors with vocational volunteers	7	2	3.76376261671529	0.285714285714286	7	press_reportage	press
church/NNS/br-a10/2051	0.24299028780365	0.0519508979923961	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 to spend from 6- 12 months as apprentices in well-established <font color=green>churches</font> . U. S. Dist. Judge Charles L. Powell denied all motions	2	0	3.11111114390784	0	2	press_reportage	press
church/NNS/br-a31/1594	-0.0684548054447942	0.0511744423611459	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 than 300 top teenagers and 65 adult advisers from Presbyterian <font color=green>churches</font>  of the area sat enthralled at the four-hour program. This	4	2	3.04361483890285	0.5	3	press_reportage	press
church/NNS/br-a31/1753	-0.133215091663837	0.0227092988380458	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 Auditorium may be set up soon. And to encourage other <font color=green>churches</font>  to try their own programs, Kern said this Sunday 's	3	2	2.49237083335176	0.666666666666667	2	press_reportage	press
church/NNS/br-b04/1480	0.0254086763928879	0.0252929453183564	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 his money and his name: Does it assail schools and <font color=green>churches</font>  with blanket accusations? Does it attack other traditional American institutions	4	2	2.90183612960681	0.5	4	press_editorial	press
church/NNS/br-d03/1051	-0.0353059427553122	-0.0565438859270688	church	NNS	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 be said that these same Protestants have built some new <font color=green>churches</font>  during this period, and that religious population shifts have emptied	4	2	3.14518794507178	0.5	4	religion	non-fiction
church/NNS/br-d03/929	0.0334908294375621	0.0941346291711512	church	NNS	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 the Manchester Guardian of last November, entitled`` Fate of Redundant <font color=green>Churches</font> '', states than an Archbishops' Commission`` reported last month that in	2	0	2.81552286483522	0	4	religion	non-fiction
church/NNS/br-d03/952	0.0415864403985671	-0.0152078893149503	church	NNS	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 that in the Church of England alone there are 790 <font color=green>churches</font>  which are redundant now, or will be in 20 years	3	2	2.62033423788637	0.666666666666667	3	religion	non-fiction
church/NNS/br-d05/1536	-0.139748406795026	-0.22591539233056	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 descended from the founders( among which were still the Unitarian <font color=green>churches</font> ), made explicit from the beginning that the conflict between him	1	0	3.2593209691398	0	2	religion	non-fiction
church/NNS/br-d09/181	0.0191839189228579	-0.0378252403472437	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 life of the Church. Neglect means spiritual paralysis or death. <font color=green>Churches</font>  that have a carefully planned program of membership preparation and	4	2	3.10445197841004	0.5	4	religion	non-fiction
church/NNS/br-d09/1910	-0.00705273501780629	-0.0422830019773757	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 This problem is illustrated by the fact that many local <font color=green>churches</font>  drop from the active membership rolls each year as many	4	2	2.80225334224044	0.5	3	religion	non-fiction
church/NNS/br-d09/1946	-0.0236487226174787	0.000388799764161703	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 some areas where population is expanding, show that numbers of <font color=green>churches</font>  have had little net increase, though many new members were	5	4	2.77820815341666	0.8	5	religion	non-fiction
church/NNS/br-d09/502	0.0221202282364896	-0.0845930401892539	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 sessions of preparation for membership is necessary for adults. Some <font color=green>churches</font>  require more. None should ask less. Those who join the	5	3	3.44529833445276	0.6	3	religion	non-fiction
church/NNS/br-d09/559	0.00705576832383845	-0.0135588357584647	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 devotion to it if membership requires something of them. Many <font color=green>churches</font>  find the Sunday school hour to be the most practical	4	2	2.86167552248647	0.5	5	religion	non-fiction
church/NNS/br-d10/1095	-0.045336886550309	-0.0407472580646712	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 Asians tend to consider not only missions but the local <font color=green>churches</font>  they have produced as centers and agents of Western culture	4	3	3.21906479938063	0.75	5	religion	non-fiction
church/NNS/br-d10/305	-0.260097075911481	-0.284216965327376	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 may have a certain justification, we ought to dispense with <font color=green>churches</font> . The suggestion is naive. Man is at once a gregarious	1	0	2.9415254082664	0	1	religion	non-fiction
church/NNS/br-d14/1926	-0.00289950998588577	-0.079449476972056	church	NNS	B	B	AB	AB	Z	Z	Z	Z	Z	 John Greenleaf Whittier( 1807- 1892) he eventually attacked the orthodox <font color=green>churches</font>  for what he deemed their cowardly compromising on the slavery	2	1	3.5591681633623	0.5	5	religion	non-fiction
church/NNS/br-d14/199	0.015228749012834	-0.00946206532087445	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 proportion, although in 1914 still a minority, were members of <font color=green>churches</font> . Presumably those who did not have a formal church connexion	2	1	2.91846525282958	0.5	5	religion	non-fiction
church/NNS/br-d14/507	0.00834934874114708	-0.00152366809422803	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 the ethical codes to which the majority subscribed. Thus Baptist <font color=green>churches</font>  on the frontier took cognizance of charges against their members	3	2	3.22381327002461	0.666666666666667	7	religion	non-fiction
church/NNS/br-d17/569	-0.0554296723012866	0.0788189819909228	church	NNS	C	C	C	CDE	Z	Z	Z	Z	Z	 one of my editorial workers wanted to find out how <font color=green>churches</font>  and philanthropic organizations met the needs of New York 's	2	1	2.84183876241835	0.5	3	religion	non-fiction
church/NNS/br-f15/1245	-0.00874522032950094	-0.0653870189098631	church	NNS	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 Consider what happened during World War 1,, when the Protestant <font color=green>churches</font>  united to push the Prohibition law through Congress. Many of	2	2	3.49881741460129	1	5	popular_lore	fiction
church/NNS/br-f15/1887	-0.020891428651552	-0.0334832533345079	church	NNS	B	B	AB	AB	group%1:03:00::	C	C	C	CDE	 1961, by the general board of the National Council of <font color=green>Churches</font> , the largest Protestant organization in the US. The board approved	3	2	3.15074059609539	0.666666666666667	3	popular_lore	fiction
church/NNS/br-f15/1944	-0.0243024908138911	-0.0581633393532188	church	NNS	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 of contraceptives. The general board declared:`` Most of the Protestant <font color=green>churches</font>  hold contraception and periodic continence to be morally right when	4	1	2.74695319572317	0.25	3	popular_lore	fiction
church/NNS/br-f15/821	0.0148331559202456	-0.0666862731373927	church	NNS	B	B	AB	AB	orthodox_catholic_church%1:14:00::	B1	B	AB	AB	 the exception of the Roman Catholic and the Orthodox Catholic <font color=green>Churches</font> , most churches make no moral distinction between rhythm and mechanical	6	6	3.92728011125074	1	9	popular_lore	fiction
church/NNS/br-f44/1189	0.0162238264011259	0.0082651234257817	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and publicity in reaching new members. The proclamation of the <font color=green>churches</font>  is almost totally confined to pastoral contacts by the clergy	7	3	3.21645861586986	0.428571428571429	5	popular_lore	fiction
church/NNS/br-f44/124	-0.0372351370659978	-0.0179861435603056	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 inner city blight account for the decline of central city <font color=green>churches</font> . Central cities reveal two adverse features for the major denominations	4	2	2.58627925989293	0.5	6	popular_lore	fiction
church/NNS/br-f44/1683	0.0796307086276327	-0.0390751916633574	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 hopelessly unstable environment. More than creatures of metropolitan forces, the <font color=green>churches</font>  have taken the lead in counteracting the interdependence of metropolitan	2	2	3.49717170750286	1	5	popular_lore	fiction
church/NNS/br-f44/1918	0.00153167965153944	-0.051225017263297	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 of middle-class culture could lead to various projections for the <font color=green>churches</font> . It could be argued that any fellowship which centers in	3	3	3.04795441299106	1	5	popular_lore	fiction
church/NNS/br-f44/2015	-0.0275695738435388	-0.103227015379841	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 next chapter to the style of association in the denominational <font color=green>churches</font> ; this style is characteristically an expression of the communal style	3	0	2.45169440028571	0	4	popular_lore	fiction
church/NNS/br-f44/2181	0.000612468867769974	0.0745643432312471	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 have fashioned the iron cage of conformity which imprisons the <font color=green>churches</font>  in their suburban captivity. The perplexing question still remains as	2	1	2.57993234186034	0.5	3	popular_lore	fiction
church/NNS/br-f44/2201	-0.00264022001413848	-0.0179373870167055	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 remains as to why the middle classes turn to the <font color=green>churches</font>  as a vehicle of social identity when their clubs and	5	3	2.70458907788663	0.6	5	popular_lore	fiction
church/NNS/br-f44/343	0.0231338267613814	-0.0568239989335447	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 moreover, residential mobility is so high in metropolitan areas that <font color=green>churches</font>  have to recruit constantly in their core stratum in order	5	3	3.34297827941728	0.6	5	popular_lore	fiction
church/NNS/br-f44/868	0.111420653826453	-0.0381411468949564	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and congregational outreach have not been carefully studied in the <font color=green>churches</font> ; one study in Pittsburgh, however, has illuminated the situation. In	2	1	3.48671046072042	0.5	4	popular_lore	fiction
church/NNS/br-g13/1130	-0.0919003807121874	0.12661335436754	church	NNS	D	D	DE	CDE	Z	Z	Z	Z	Z	 holy barbarians; they will destroy the shrines, temples, museums, and <font color=green>churches</font>  of the state that is the implacable enemy of the	3	0	2.02189281217255	0	2	belles_lettres	fiction
church/NNS/br-k06/1925	0.359818000404523	-0.284690184500044	church	NNS	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 them open. Lightning might strike the steeples of the other <font color=green>churches</font> ; not of Drew Church. A flash illumined the trees as	2	0	3.77670279945204	0	2	fiction_gral	fiction
country/NN/br-a06/106	0.114681258238448	0.136647660844481	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 Westfield Young Democratic Club cocktail party at the Scotch Plains <font color=green>Country</font>  Club. It was greeted with a chorus of boos by	4	2	2.63090315437401	0.5	4	press_reportage	press
country/NN/br-a07/1688	-0.261985403344729	0.33616975826211	country	NN	B	B	B14	B	Z	Z	Z	Z	Z	 those countries. A committee of experts has recommended that a <font color=green>country</font>  's population be considered in the distribution of professional posts	2	0	2.42582201621876	0	1	press_reportage	press
country/NN/br-a08/443	-0.094788542296516	-0.0610709678440175	country	NN	B4	B	B14	B	Z	Z	Z	Z	Z	 the National Archives building where hundreds of thousands of this <font color=green>country</font>  's most valuable records are kept. Also the department of	2	0	2.0886736013312	0	1	press_reportage	press
country/NN/br-a17/346	0.120391746979454	0.164367958644087	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 will be a stag dinner Friday evening at the Denver <font color=green>Country</font>  Club which will precede the opening of the 1961 golf	2	1	2.66608744895436	0.5	3	press_reportage	press
country/NN/br-a18/24	0.106316162768042	0.189070631226598	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 of the Thrift Shop Committee for May 6 at Philmont <font color=green>Country</font>  Club. The women have a reputation for giving parties that	3	1	3.30736050467298	0.333333333333333	2	press_reportage	press
country/NN/br-a18/734	0.0982489673000273	0.188487039585163	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 contributions may be made there will be facilities at Philmont <font color=green>Country</font>  Club for those who would like to bring the bundles	2	1	2.65739210837914	0.5	2	press_reportage	press
country/NN/br-a20/641	0.00766126087487552	0.361235522921558	country	NN	B2	B	B23	B	Z	Z	Z	Z	Z	 and the two civil servants the recipients for selling their <font color=green>country</font>  's secrets. The fact that secrets of the Dreadnought, and	3	3	2.93606379563848	1	3	press_reportage	press
country/NN/br-a26/490	0.15824082359595	0.0975768194984445	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 price would be quoted regularly in newspapers all over the <font color=green>country</font> . He was also pleased with the wide distribution because he	5	1	2.49701892869506	0.2	3	press_reportage	press
country/NN/br-a27/436	-0.240496958773736	-0.38208261132336	country	NN	B2	B	B23	B	Z	Z	Z	Z	Z	 the steel strike. Draper declared,`` As I see it, this <font color=green>country</font>  has never faced such great dangers as threaten us today	4	1	2.74427574733729	0.25	1	press_reportage	press
country/NN/br-a29/2062	0.0704426839345299	0.123451319417946	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 weekend they have reserved the entire Stagecoach Inn and adjoining <font color=green>country</font>  club, Saledo, for festivities. Invitations have been extended to some	3	1	2.7821356239935	0.333333333333333	4	press_reportage	press
country/NN/br-a30/1777	-0.146993818666272	0.19885582113535	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 Longinotti. Newcomers of social note from other parts of the <font color=green>country</font>  are the Ray Carbones, formerly of Panama; the Geddes MacGregors	3	1	2.59162604267357	0.333333333333333	2	press_reportage	press
country/NN/br-a30/292	0.11805695666412	0.182295003699427	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 three-building complex. Fall foliage and flowers will decorate Los Angeles <font color=green>Country</font>  Club for the annual formal party Saturday evening. More than	3	1	2.6786010339771	0.333333333333333	3	press_reportage	press
country/NN/br-a30/380	0.08640419612845	0.0773444243469728	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 A. Swim celebrated his 75 th birthday at the Wilshire <font color=green>Country</font>  Club, guests came by chartered plane from all over the	4	2	2.63299150175708	0.5	5	press_reportage	press
country/NN/br-a33/399	-0.0253068275963948	0.136890048845735	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 Regional representatives appointed to serve from each section of the <font color=green>country</font>  include Frank E. Barnes of Boston. President Kennedy could n't	3	1	2.39003181321308	0.333333333333333	3	press_reportage	press
country/NN/br-a33/754	-0.094788542296516	-0.0610709678440175	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 serious music''. He added`` I think that sometimes in this <font color=green>country</font>  we are not aware as we should be of the	3	1	2.0886736013312	0.333333333333333	1	press_reportage	press
country/NN/br-a41/1455	-0.415613447633156	-0.00860703604840236	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 the thousands of Belgian civilians who had remained in the <font color=green>country</font> . The Belgian government decided to act, and on July 10	2	0	3.26557267097058	0	2	press_reportage	press
country/NN/br-b01/1784	0.0685677193411985	0.403771600401972	country	NN	B2	B	B23	B	Z	Z	Z	Z	Z	 character. Tardily the Government here came to understand how this <font color=green>country</font>  's own reputation was tarnished by the association with repression	3	1	3.47276229434255	0.333333333333333	1	press_editorial	press
country/NN/br-b05/2202	-0.311746058686567	-0.0991024464378995	country	NN	B3	B	B23	B	Z	Z	Z	Z	Z	 day. Then off to a remote place in an underdeveloped <font color=green>country</font>  where the diet, culture, language and living conditions will be	7	2	2.60801962143583	0.285714285714286	2	press_editorial	press
country/NN/br-b05/482	0.214907665564745	-0.207764469883576	country	NN	B	B	B14	B	Z	Z	Z	Z	Z	 for world trade as a condition of national survival, this <font color=green>country</font>  can have little patience with labor 's family feuds. The	7	2	2.68041765876585	0.285714285714286	2	press_editorial	press
country/NN/br-b10/2098	-0.0136441162216808	-0.00649805198535334	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 in the past few years is still available in this <font color=green>country</font> . The work is executed in England( by hand) and can	3	1	2.27319336174677	0.333333333333333	3	press_editorial	press
country/NN/br-b11/1896	0.396926897218403	0.178518685995164	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 made its first appearance as the Saturday Evening Post. The <font color=green>country</font>  was now full of Gazettes and Samuel C. Atkinson and	2	0	2.14383796488162	0	1	press_editorial	press
country/NN/br-b16/1464	-0.0462615702998278	0.190414561351541	country	NN	B4	B	B14	B	Z	Z	Z	Z	Z	 perhaps, one of the things that is wrong with our <font color=green>country</font> ? Engineering graduates of Illinois Institute of Technology are reported receiving	3	1	2.48352497123702	0.333333333333333	3	press_editorial	press
country/NN/br-b16/2025	-0.199102573534047	0.224803292555953	country	NN	B4	B	B14	B	Z	Z	Z	Z	Z	 in London while they finished their drinks. They do our <font color=green>country</font>  great harm by such actions. Those in the public eye	4	1	2.26055860960415	0.25	2	press_editorial	press
country/NN/br-b16/284	-0.252897253231449	0.27002263076133	country	NN	B3	B	B23	B	Z	Z	Z	Z	Z	 in world peace, increased world trade, and prosperity for every <font color=green>country</font>  on the globe. Let us prepare for peace, instead of	5	2	2.79873143367757	0.4	2	press_editorial	press
country/NN/br-b17/1988	-0.0369705917982846	-0.08745487925201	country	NN	B4	B	B14	B	Z	Z	Z	Z	Z	 Humphrey be serious in his proposal? Is nothing in this <font color=green>country</font>  more sacred than the tourists' comfort? Perhaps the idea of	3	1	2.09940025443525	0.333333333333333	2	press_editorial	press
country/NN/br-b18/873	-0.350671701761746	0.0794248555959451	country	NN	B2	B	B23	B	Z	Z	Z	Z	Z	 did not include repeal of the Connally amendment to this <font color=green>country</font>  's domestic jurisdiction reservation to its Adherence to the Statute	4	1	2.51753406258779	0.25	2	press_editorial	press
country/NN/br-b19/286	-0.133167779188904	0.117073751779713	country	NN	B2	B	B23	B	Z	Z	Z	Z	Z	 wrongs can make a right! I am referring to this <font color=green>country</font>  conducting atmosphere tests of nuclear bombs just because Russia is	3	1	2.3477278269668	0.333333333333333	3	press_editorial	press
country/NN/br-b20/2202	-0.327200856612159	0.179217991463466	country	NN	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 more serious should the cold war mount in frenzy. The <font color=green>country</font>  is committed to the doctrine of security by military means	5	0	2.48031020150283	0	1	press_editorial	press
country/NN/br-b20/308	-0.131292718573017	0.147190380602924	country	NN	B4	B	B14	B	country%1:15:00::	B1	B	B1	B	 that of diplomatic policy''. Morrison points out that since our <font color=green>country</font>  is more urbanized than the Soviet Union or Red China	5	2	2.33750842367562	0.4	3	press_editorial	press
country/NN/br-b21/1487	-0.112991000577546	-0.0306923964142199	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 far more important as a potential health hazard in this <font color=green>country</font>  and throughout the world''. Dr. Linus Pauling, a Nobel Prize	4	1	2.2997492453649	0.25	3	press_editorial	press
country/NN/br-b23/2111	-0.44707489494653	0.131390730366536	country	NN	B2	B	B23	B	Z	Z	Z	Z	Z	 with the Communist bloc, and is busily turning his own <font color=green>country</font>  into a totalitarian dictatorship. As our planes land the war	4	1	2.76532915653513	0.25	1	press_editorial	press
country/NN/br-b24/1149	0.125482257013403	0.114648124553861	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 them can bolt one down in mid-shimmy. All over the <font color=green>country</font> , belly clubs have never been bigger, especially in Detroit, Boston	5	2	2.13768918262451	0.4	3	press_editorial	press
country/NN/br-b27/1175	0.153539957570373	0.152469194895775	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 to know he is getting mail from all over the <font color=green>country</font>  about the`` abuse'' he is being subjected to. We out	3	1	2.13443042571215	0.333333333333333	2	press_editorial	press
country/NN/br-b27/1218	-0.277763456051145	0.188417766390648	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 if this is the situation in other parts of the <font color=green>country</font> ; apparently it is not. It also happened with the Inauguration	2	1	3.1373183354469	0.5	1	press_editorial	press
country/NN/br-c01/944	0.196968184861911	0.297075685517608	country	NN	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 bookers, cancellation of one of the richest bookings in the <font color=green>country</font> . Will somebody please reopen the Auditorium? Paintings and drawings by	2	0	2.73971221823663	0	2	press_reviews	press
country/NN/br-c10/1333	0.170487976870359	0.348616966892324	country	NN	B1	B	B14	B	Z	Z	Z	Z	Z	 although I saw Jouvet as Arnolphe when he visited this <font color=green>country</font>  shortly before his death; by that time, he seemed to	1	0	2.1495686395906	0	1	press_reviews	press
country/NN/br-c14/1501	-0.143684771855308	0.342044055069096	country	NN	A	A	A	A	Z	Z	Z	Z	Z	 best essays Mr. Sansom expresses his enthusiasm for the many <font color=green>country</font>  mansions designed by Andrea Palladio himself that dot the environs	3	0	2.16112946199168	0	1	press_reviews	press
