id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text	wordform	msOct	determiner	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization	msOct4
church/NN/br-d14/726	-0.00469198577847003	-0.00658159552618813	church	NN	NA	B	B	NA	 stock. By the end of the century the Roman Catholic <font color=green>Church</font>  was beginning to make itself felt, mainly through such institutions	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d16/1602	-0.00469707247231992	-0.00656661880819571	church	NN	NA	C	C	NA	 1: 12, 13. You may be very religious, a good <font color=green>church</font>  member, an upright, honest and sincere person; you may be	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d16/1644	-0.00467893177340827	-0.00656590786033463	church	NN	NA	A	A	NA	 and zealously keep all the sacraments and ceremonies of the <font color=green>church</font> ; you may have the final and extreme unction but if	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d16/1947	-0.00469851386061934	-0.00656467982141318	church	NN	NA	A	A	NA	 Him. You can ignore His Book, the Bible, and His <font color=green>church</font> . You can laugh at His blood-bought salvation, curse His followers	church	a1	His	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d16/220	-0.00470199229519034	-0.00656534285661337	church	NN	NA	B	B	NA	 a short reading of the Holy Scriptures''. Since the Catholic <font color=green>Church</font>  expresses such desire that the Sacred Scriptures be read, the	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d17/1073	-0.00469511361340431	-0.00659625715876815	church	NN	NA	C	C	NA	 different, and something important: Ruth Peale, her wide experience in <font color=green>church</font>  work; Sidney Fields, years of experience as a New York	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-e13/272	-0.00467949210504858	-0.00656520935976436	church	NN	NA	B	B	NA	 shifted religions- although the Patriarch, or Pope, of the Orthodox <font color=green>Church</font>  continued to live there, and still does- and became the	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-e13/754	-0.00466762584361888	-0.00659801762814076	church	NN	NA	D	D	NA	 the first of which was begun by Constantine, this fourth <font color=green>church</font>  was started by Justinian in 532 and completed twenty years	church	c1	this	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-f15/713	-0.00467739518976502	-0.00656518021438439	church	NN	roman_catholic_church%1:14:00::	B	B	B	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-f15/754	-0.00466682341589823	-0.00657703218035646	church	NN	roman_catholic_church%1:14:00::	B	B	B	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-f15/776	-0.00465327063958732	-0.00660660976684991	church	NN	roman_catholic_church%1:14:00::	A	A	B	 as the use of the infertile or safe period. The <font color=green>Church</font>  considers this to be the method provided by nature and	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f15/862	-0.00470024370849423	-0.00656274420985542	church	NN	roman_catholic_church%1:14:00::	A	A	B	 there seems little chance of agreement. The grounds for the <font color=green>Church</font>  's position are Scriptural( Old Testament), the teachings of the	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f15/882	-0.00466015776391851	-0.00655611677703756	church	NN	roman_catholic_church%1:14:00::	A	A	B	 the teachings of the fathers and doctors of the early <font color=green>Church</font> , the unbroken tradition of nineteen centuries, the decisions of the	Church	a1	the	no	yes	A	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-f44/1076	-0.00468972497949584	-0.00659216675796405	church	NN	church%1:14:00::	C	C	A	 and economic level of the congregation; the mission of the <font color=green>church</font>  is actually a process of informal co-optation; the lay ministry	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-f44/1122	-0.00469112439771674	-0.00658244173711787	church	NN	church%1:14:00::	D	D	A	 process of co-optation so long as the environs of the <font color=green>church</font>  provide a sufficient pool of people who can fit the	church	c2	the	yes	yes	?	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-f44/1285	-0.00465827388084748	-0.00657136535356666	church	NN	church%1:14:00::	C	C	A	 co-optation is the principal form of mission in the contemporary <font color=green>church</font> ; economic integration and co-optation are the two methods by which	church	b	the	no	yes	?	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-f44/1618	-0.0046972354351463	-0.00659359835869973	church	NN	church%1:14:00::	C	C	A	 in the metropolis. It now becomes evident that the denominational <font color=green>church</font>  is intimately involved with the economy of middle-class culture, for	church	b	the	no	yes	C	singular	no	no	no	no	no	yes	yes	no	yes	b
church/NN/br-f44/2150	-0.00465904380457142	-0.00656071145836827	church	NN	church%1:14:00::	C	C	A	 will occupy our attention under the rubric of the organization <font color=green>church</font> . An understanding of the new role of residential association in	church	a2	the	no	yes	?	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-f44/368	-0.00466078659314833	-0.0065953517115938	church	NN	church%1:14:00::	C	C	A	 they can lose higher- and lower status members from the <font color=green>church</font>  without collapsing, but they need adequate recruits for the core	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-f44/647	-0.00468878307754312	-0.00658074489105377	church	NN	church%1:14:00::	A	A	A	 denominations. There is much talk in theological circles about the`` <font color=green>Church</font>  as Mission'' and the`` Church 's Mission''; theologians have been	Church	a1	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f44/654	-0.0046631861497209	-0.00656366138107125	church	NN	church%1:14:00::	A	A	A	 in theological circles about the`` Church as Mission'' and the`` <font color=green>Church</font>  's Mission''; theologians have been stressing the fact that the	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f44/667	-0.00469328452304257	-0.00659213373627931	church	NN	church%1:14:00::	A	A	A	 's Mission''; theologians have been stressing the fact that the <font color=green>Church</font>  does not exist for its own sake but as a	Church	a1	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-f44/924	-0.00467026225425568	-0.00659462525567115	church	NN	church%1:14:00::	C	C	A	 with friendly members the`` contacts with an organization of the <font color=green>church</font> ''( 11.2 per cent of the cases), then a substantial two	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-f44/986	-0.00469507144709036	-0.00659155028189983	church	NN	church%1:14:00::	C	C	A	 people; the new people respond in kind by joining the <font color=green>church</font> . Missionary outreach by friendly contact looks somewhat different when one	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-g05/1358	-0.00468038160360047	-0.00657434695186232	church	NN	NA	D	D	NA	 which contain nine greater alcoves as frescoed and capacious as <font color=green>church</font>  apses. Here, in the old days- when they had come	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-g12/1271	-0.00469511787514333	-0.00656231119336441	church	NN	church%1:06:00::	D	D	C	 and gestured toward the Madeleine. The classical lines of the <font color=green>church</font>  which Napoleon thought of as a Temple of Glory, dominated	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-g12/1807	-0.00467386518429276	-0.00659692197006993	church	NN	church%1:06:00::	D	D	C	 not attractive, but it is deeper. When you pass a <font color=green>church</font>  on an Irish bus, all the hands flurry in the	church	c1	a	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-g12/544	-0.00469205953341874	-0.00657866673925572	church	NN	church%1:06:00::	D	D	C	 the Madeleine and across to a sidewalk cafe opposite that <font color=green>church</font> . The conversation that ensued may have been engrossing but it	church	c1	that	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-h17/1199	-0.00466967094977567	-0.0065966608858232	church	NN	church%1:14:00::	C	C	A	 because of his willingness to kill in defense of his <font color=green>church</font>  and home. Upon administrative approval of the reclassification, he was	church	b	his	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-h17/1434	-0.00469617598079365	-0.00660156003470183	church	NN	church%1:14:00::	C	C	A	 preaching and from 20 to 25 hours per month to <font color=green>church</font>  activities. His claim was therefore`` so highly exaggerated'', the Department	church	b1	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-j23/1105	-0.00467691714107362	-0.00656682332144626	church	NN	church_member%1:18:00::	C	C	E	 which is reflective of our common religion. Even the non <font color=green>church</font>  members- the freewheelers, marginal religionists and so on- have the	church	a2	NA	no	NA	?	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-j57/2237	-0.0046921330992181	-0.00657385130791002	church	NN	church_father%1:18:00::	A	A	A	 which reached Christianity by the way of Stoicism through the <font color=green>Church</font>  Fathers of Late Antiquity.	Church	a1	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-j57/958	-0.00469851988163593	-0.0066019016632199	church	NN	church_father%1:18:00::	A	A	A	 all possessions. This conception was taken up by the early <font color=green>Church</font>  Fathers and by canon lawyers and theologians in the Middle	Church	a1	NA	no	NA	A	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-j58/1496	-0.00468998657714829	-0.00659360600737746	church	NN	church_bell%1:06:00::	D	D	C	 In many Northern towns and cities meetings were held and <font color=green>church</font>  bells were tolled. Such was not the case in Rhode	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1076	-0.00469308144849341	-0.0065700920993352	church	NN	church%1:06:00::	D	C	C	 There were two liquor saloons not very far from the <font color=green>church</font> , one white, that is conducted for white people with a	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1117	-0.00466333224132598	-0.00656399050171852	church	NN	church%1:06:00::	D	D	C	 of gambling in both. On the other side of the <font color=green>church</font>  was a quiet, well-kept house with shutters and recently painted	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1145	-0.00470020673730485	-0.0065791843734795	church	NN	church%1:14:00::	C	C	A	 it. It was called Kent House. The deacon of the <font color=green>church</font> , Carlson, was its janitor. One of the leading members of	church	c2	the	yes	yes	?	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-k04/1353	-0.00466820748563711	-0.00656354106709584	church	NN	church%1:06:00::	D	D	C	 tract of land, and it occurred to him that the <font color=green>church</font>  and the better Negro homes might gradually be moved to	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1419	-0.00469426399396647	-0.00658100314392492	church	NN	church%1:06:00::	C	C	C	 stress, and that was that the contribution to the general <font color=green>church</font>  expenses, the dollar money, had been seriously falling behind in	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/1433	-0.0046978610747859	-0.00660424542311863	church	NN	church%1:06:00::	C	C	C	 the dollar money, had been seriously falling behind in this <font color=green>church</font> , and that must be looked after immediately. In fact, he	church	b	this	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/1485	-0.00465413499460231	-0.00660428779416644	church	NN	church%1:06:00::	C	C	C	 that clear as this was, they must have a better <font color=green>church</font> , a more business-like conduct of the church organization, and an	church	b	a	no	no	?	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-k04/1493	-0.00466781013827587	-0.00659602360038465	church	NN	church%1:14:00::	C	C	A	 have a better church, a more business-like conduct of the <font color=green>church</font>  organization, and an effort to get this religious center out	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/1514	-0.00468424413907413	-0.00658001487094292	church	NN	church%1:14:00::	C	C	A	 out of its rut of wild worship into a modern <font color=green>church</font>  organization. He emphasized to the Presiding Elder the plan of	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/1530	-0.00465965444648731	-0.00655987260063159	church	NN	church%1:06:00::	D	D	C	 the Presiding Elder the plan of giving up the old <font color=green>church</font>  and moving across the river. The Presiding Elder was sure	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k04/1578	-0.00467066880830309	-0.00659233622157016	church	NN	church%1:06:00::	D	D	C	 impossible. The bank which held the mortgage on the old <font color=green>church</font>  declared that the interest was considerably in arrears, and the	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k04/1634	-0.0046936786519038	-0.00657774427056611	church	NN	church%1:06:00::	D	D	C	 to colored folk. When it was proposed to rebuild the <font color=green>church</font> , Wilson found that the terms for a new mortgage were	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1685	-0.00469367054511863	-0.00659727049137207	church	NN	church%1:06:00::	D	D	C	 made to his Deacon Board, he met unanimous opposition. The <font color=green>church</font>  certainly would not be removed. The very proposition was sacrilege	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1807	-0.00469002342036394	-0.00658121073440671	church	NN	church%1:06:00::	D	D	C	 of money that has been invested by whites around that <font color=green>church</font> ? Tenements, stores, saloons, some gambling, I hope not too much	church	c1	that	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/1874	-0.00467061375690138	-0.00656532362859801	church	NN	church%1:06:00::	D	D	C	 were you I would just plan to repair the old <font color=green>church</font>  so it would last for five or ten years. By	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k04/2301	-0.0046800778276449	-0.00659545315296439	church	NN	methodist_church%1:14:00::	B	B	F	 mean practically the end of his career in the Methodist <font color=green>church</font> , if not in all churches.	church	a2	the	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-k04/356	-0.004693723809109	-0.00657530175661058	church	NN	church%1:06:00::	C	C	C	 with the whites, especially the rich who partly supported the <font color=green>church</font> . The Deacon Board, headed by a black man named Carlson	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/397	-0.00468292037943669	-0.00659641589469052	church	NN	church%1:06:00::	C	C	C	 support of the Amen corner. The characteristic thing about this <font color=green>church</font>  was its Amen corner and the weekly religious orgy. A	church	b	this	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/828	-0.00469378638900295	-0.006580648185036	church	NN	church%1:14:00::	C	C	A	 the home of one of the old members of the <font color=green>church</font> , a woman named Catt who, as Wilson afterward found, was	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/877	-0.00469281164817102	-0.00658285982781747	church	NN	church%1:14:00::	C	C	A	 never married, conducting a spotless home and devoted to her <font color=green>church</font> , but a perpetual dissenter and born critic. She soared over	church	b	her	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-k04/923	-0.00466468195380077	-0.00656508021849461	church	NN	church%1:06:00::	D	D	C	 which she was chief repository. Then Wilson looked over the <font color=green>church</font>  and studied its condition. The salary of the pastor had	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k04/975	-0.00467207701649392	-0.00659594829219802	church	NN	church%1:06:00::	D	D	C	 he mentioned this to the Deacons they said nothing. The <font color=green>church</font>  itself must be repaired. It was dirty and neglected. It	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/1056	-0.00466332810467429	-0.00656276552123682	church	NN	church%1:06:00::	D	D	C	 northward to Brooklyn, below Point Peter, he could see the <font color=green>church</font>  spire wherever he looked back. Sometimes they went south and	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/1389	-0.00469936541896677	-0.00660382483421132	church	NN	church%1:06:00::	D	D	C	 with its peaked lance. Stevie was constantly slipping into the <font color=green>church</font> . He pulled with all his strength at the heavy, brass	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/1473	-0.00468514861292293	-0.00657012224911557	church	NN	church%1:06:00::	D	D	C	 hands tucked under his coattails, and staring into the dark <font color=green>church</font> . The figure was wreathed in an extraordinary luminescence. The boy	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k06/528	-0.00469029132266192	-0.00658036547569835	church	NN	church%1:06:00::	D	D	C	 his head out. There was the slate roof of the <font color=green>church</font> ; ivy climbed the red brick walls like a green scaled	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/571	-0.00465950358384889	-0.00655773327383746	church	NN	church%1:06:00::	D	D	C	 cupboards.`` There 's a tower and a steeple on the <font color=green>church</font>  a million feet high. And the loudest clock in the	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/659	-0.00469457893912096	-0.00658056386293661	church	NN	church%1:06:00::	D	D	C	 Street to Orange Square. The steeple leaned backward, while the <font color=green>church</font>  advanced like a headless creature in a long, shapeless coat	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k06/852	-0.00469432538009723	-0.00656763831177605	church	NN	church%1:06:00::	D	D	C	 Church with its high steeple and clock. There was no <font color=green>church</font>  like Drew Church, no preacher like Papa, who was intimate	church	c1	none	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k10/1423	-0.00469064555507838	-0.00656657693493185	church	NN	church%1:14:00::	A	A	A	 economics, and social issues that are no concern of the <font color=green>Church</font> ''? And John 's reply was always the same:`` Anything that	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/1445	-0.00469737306775038	-0.0065696065996457	church	NN	church%1:14:00::	A	A	A	 same:`` Anything that affects souls is the concern of the <font color=green>Church</font> ! We will have righteousness''! Tears burned behind his eyes as	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/1802	-0.00468845469896754	-0.00659686665172392	church	NN	church_of_rome%1:14:00::	B	B	B	 Geneva, saying that he had been a bishop of the <font color=green>Church</font>  of Rome and had been persecuted in Paris for his	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-k10/205	-0.00465964972808429	-0.00660219274163719	church	NN	church%1:14:00::	A	A	A	 that the couple would have to be punished if the <font color=green>Church</font>  was to be respected.`` I have told you before, and	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/257	-0.00468035957941695	-0.00657264013298284	church	NN	church%1:14:00::	A	A	A	 is the answer the ungodly will always make when the <font color=green>Church</font>  points its fingers at their sins. I say to you	Church	a1	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/271	-0.00466331331144117	-0.00656242883589016	church	NN	church%1:14:00::	A	A	A	 fingers at their sins. I say to you that the <font color=green>Church</font>  will ever decry evil''! John 's reply was like a	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/561	-0.00465748710411371	-0.00658271298894096	church	NN	church%1:14:00::	A	A	A	 weeks before, in early November, without being reconciled to the <font color=green>Church</font> . The canons, in a body, had tried to force him	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/588	-0.00468375232870256	-0.00657261310671681	church	NN	church%1:14:00::	A	A	A	 to let them give him the last rites of the <font color=green>Church</font> , but he had died still proclaiming salvation by faith. Burial	Church	a2	the	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k10/967	-0.00469639305738935	-0.00660535386766424	church	NN	church%1:06:00::	D	D	C	 all the time. Quickening his steps, John entered the vast <font color=green>church</font>  and climbed the tower steps to the bells. Underneath the	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k13/533	-0.00469475964638947	-0.00657828609649146	church	NN	church%1:06:00::	D	D	C	 Harold indicated the photograph on the wall and asked what <font color=green>church</font>  the stone sculpture was in. Eugene told him and he	church	c1	none	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-k14/1114	-0.00466197095159147	-0.00656077597465623	church	NN	church%1:14:00::	A	A	A	 not want my people to get in trouble with the <font color=green>Church</font> ''.`` I am working for the Cardinal of San Dionigi. I'm	Church	a2	the	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-k14/826	-0.0046563480425126	-0.00657270502281354	church	NN	church%1:06:00::	D	D	C	 Jewish section was in Trastevere, near the Tiber at the <font color=green>church</font>  of San Francesco a Ripa. The colony had been small	church	c1	the	yes	yes	D	singular	no	yes	no	no	no	no	no	no	no	c
church/NN/br-k15/188	-0.0046845594160819	-0.0065664461961355	church	NN	church%1:06:00::	D	D	C	 They held the funeral the next morning from the crossroads <font color=green>church</font>  and buried the little box in the quiet family plot	church	c1	the	yes	yes	D	singular	no	no	no	yes	no	no	no	no	no	c
church/NN/br-k16/1431	-0.00468115266575237	-0.00656706385570085	church	NN	church%1:06:00::	D	D	C	 thickets. Along Wappinger Creek in Dutchess County, past the white <font color=green>church</font>  at Fishkill, past Verplanck 's Point on the east bank	church	c1	the	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k16/2285	-0.00469193027476776	-0.00657831199067641	church	NN	church_service%1:04:00::	E	E	D	 him out of some dim corner of memory from a <font color=green>church</font>  service when he was a boy- yes, in a white	church	c3	a	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-k16/2298	-0.00469803920191051	-0.0065768382424086	church	NN	church%1:06:00::	D	D	C	 service when he was a boy- yes, in a white <font color=green>church</font>  with a thin spur steeple in the patriarchal Hudson Valley	church	c1	a	yes	no	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-k19/168	-0.00469234352713247	-0.00659545623950781	church	NN	church%1:14:00::	A	A	A	 for a more exalted office in the hierarchy of the <font color=green>church</font> - his ambitions for the bishopry had died very early in	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-k19/213	-0.00468939082976538	-0.00658110993064459	church	NN	church%1:14:00::	A	A	A	 of this desire was due to his devotion to the <font color=green>church</font>  and how much was his own ego, demanding to be	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-k25/81	-0.00469196612040221	-0.00657842660370371	church	NN	church%1:06:00::	D	D	C	 whether a private residence in his Pennsylvania county or a <font color=green>church</font>  in Brazil, without it being obvious that he had done	church	c1	a	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-l08/1824	-0.00468182906193509	-0.00656771897606074	church	NN	church%1:04:00::	E	E	D	 did n't feel good on Sunday, could n't go to <font color=green>church</font> - there 'd be a little argument, but she could be	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-l08/2109	-0.00469795694611011	-0.0066017039037758	church	NN	church%1:06:00::	C	C	C	 with foreign sounding names, the ones went to the same <font color=green>church</font>  and- Different place, different job, different people, she 'd be	church	c2	the	yes	yes	?	singular	no	no	yes	no	no	no	yes	no	no	c
church/NN/br-m01/1682	-0.00469421992616948	-0.00659026784991649	church	NN	church%1:14:00::	A	A	A	 indicted for price-cutting. Fosterite bishops, after secret conclave, announced the <font color=green>Church</font>  's second Major Miracle: Supreme Bishop Digby had been translated	Church	a2	the	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-m01/2360	-0.00465557556249049	-0.00660460191793112	church	NN	church%1:04:00::	E	E	D	 continued most of the week following that ill-starred trip to <font color=green>church</font> , during which period Mike stayed in his room and usually	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-p01/1161	-0.00469220222513347	-0.00658160989106091	church	NN	church%1:06:00::	D	D	C	 hill, rising with the hill to the top where the <font color=green>church</font>  was and beyond that to the cemetery. Only paved alleyways	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p01/21	-0.00469759859977742	-0.00658120299552489	church	NN	church_tower%1:06:00::	D	D	C	 them he could have been the broken bell in the <font color=green>church</font>  tower which rang before and after Mass, and at noon	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p01/222	-0.0047001834539013	-0.006564675282714	church	NN	church%1:04:00::	E	E	D	 from its elders. Youth obeyed when commanded. It went to <font color=green>church</font>  on Sunday and one Saturday a month went to confession	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-p01/829	-0.00467084718969396	-0.00656442922119556	church	NN	church%1:06:00::	D	D	C	 to Drexel Street and his back in opposition to the <font color=green>church</font>  behind him. For all he saw or cared to see	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p03/76	-0.00469904433535373	-0.00660550433889454	church	NN	NA	E	E	NA	 to live in California. He 'd mentioned it, himself, at <font color=green>church</font>  and everybody seemed to have the idea that Tolley had	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-p03/933	-0.00469626037863195	-0.00657983385134458	church	NN	NA	E	E	NA	 scream. And do n't tell me you did n't at <font color=green>church</font>  Sunday. I heard you''! He really had n't meant to	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-p04/2406	-0.00470046881186501	-0.00656569648141199	church	NN	NA	D	D	NA	 sky. She felt mindless, walking, and almost easy until the <font color=green>church</font>  spire told her she was near the cemetery, and she	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p04/2429	-0.004678400593756	-0.00656746946863034	church	NN	NA	D	D	NA	 caught herself wondering what she would say to Doaty. Both <font color=green>church</font>  and graveyard were smaller than she remembered them( how many	church	c1	none	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p04/983	-0.0046925069856083	-0.00657798128995225	church	NN	NA	D	D	NA	 beyond the door. To a Blackwell, there was only one <font color=green>church</font> . The cemetery slumbered just behind it, and the way lay	church	c1	number	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p06/425	-0.00465974056732402	-0.00660031930809214	church	NN	NA	C	C	NA	 yellow moons.`` How do you do''? she said, semi-professionally.`` Our <font color=green>church</font>  is sponsoring a group of very courageous women up in	church	b	our	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-p09/150	-0.00469590080808216	-0.00657989347742882	church	NN	church%1:06:00::	D	D	C	 all right. Wednesday nights after youth fellowship. Out of the <font color=green>church</font>  and into his big car, it tooling over the road	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p12/1014	-0.00469378317913711	-0.00657953367044126	church	NN	church%1:06:00::	D	D	C	 Then they took a taxi to Trastevere.`` There 's a <font color=green>church</font>  you should see'', she said. And when they stood by	church	c1	a	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-p12/1063	-0.0046646260084626	-0.00657370441956727	church	NN	church%1:06:00::	D	D	C	 with Alberto. He let her tell him all about the <font color=green>church</font> . Then they had dinner. All evening she was eloquent and	church	c1	the	yes	yes	?	singular	no	no	no	no	no	no	no	no	no	c
