id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	text	sensekey	wnsense	wnbroad	wn3	wn2
church/NN/br-f44/924	0.0701946995228315	-0.00983379008820543	church	NN	C	C	C	CDE	 with friendly members the`` contacts with an organization of the <font color=green>church</font> ''( 11.2 per cent of the cases), then a substantial two	church%1:14:00::	B	B	AB	AB
church/NN/br-f44/986	-0.0135559203860936	-0.00908021116209207	church	NN	C	C	C	CDE	 people; the new people respond in kind by joining the <font color=green>church</font> . Missionary outreach by friendly contact looks somewhat different when one	church%1:14:00::	B	B	AB	AB
church/NN/br-g05/1358	-0.224140284501911	-0.0671066450413423	church	NN	D	D	DE	CDE	 which contain nine greater alcoves as frescoed and capacious as <font color=green>church</font>  apses. Here, in the old days- when they had come	Z	Z	Z	Z	Z
church/NN/br-g12/1271	-0.112141556179413	0.20673920209687	church	NN	D	D	DE	CDE	 and gestured toward the Madeleine. The classical lines of the <font color=green>church</font>  which Napoleon thought of as a Temple of Glory, dominated	church%1:06:00::	D	D	DE	CDE
church/NN/br-g12/1807	-0.204561011305506	0.14474475310576	church	NN	D	D	DE	CDE	 not attractive, but it is deeper. When you pass a <font color=green>church</font>  on an Irish bus, all the hands flurry in the	church%1:06:00::	D	D	DE	CDE
church/NN/br-g12/544	-0.20781455063097	-0.0115794823036895	church	NN	D	D	DE	CDE	 the Madeleine and across to a sidewalk cafe opposite that <font color=green>church</font> . The conversation that ensued may have been engrossing but it	church%1:06:00::	D	D	DE	CDE
church/NN/br-h17/1199	0.0950644213320913	-0.0530409242405743	church	NN	C	C	C	CDE	 because of his willingness to kill in defense of his <font color=green>church</font>  and home. Upon administrative approval of the reclassification, he was	church%1:14:00::	B	B	AB	AB
church/NN/br-h17/1434	0.0549175090554135	-0.0374353584422162	church	NN	C	C	C	CDE	 preaching and from 20 to 25 hours per month to <font color=green>church</font>  activities. His claim was therefore`` so highly exaggerated'', the Department	church%1:14:00::	B	B	AB	AB
church/NN/br-j23/1105	0.107042207304106	-0.0259836591057004	church	NN	C	C	C	CDE	 which is reflective of our common religion. Even the non <font color=green>church</font>  members- the freewheelers, marginal religionists and so on- have the	church_member%1:18:00::	C	C	C	CDE
church/NN/br-j57/2237	0.040254279026389	0.213755414711152	church	NN	A	A	AB	AB	 which reached Christianity by the way of Stoicism through the <font color=green>Church</font>  Fathers of Late Antiquity.	church_father%1:18:00::	A	A	AB	AB
church/NN/br-j57/958	-0.0127888659171623	-0.0112272521449552	church	NN	A	A	AB	AB	 all possessions. This conception was taken up by the early <font color=green>Church</font>  Fathers and by canon lawyers and theologians in the Middle	church_father%1:18:00::	A	A	AB	AB
church/NN/br-j58/1496	0.00314287797788572	-0.0353504230389211	church	NN	D	D	DE	CDE	 In many Northern towns and cities meetings were held and <font color=green>church</font>  bells were tolled. Such was not the case in Rhode	church_bell%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1076	-0.0514996461732398	-0.031586684243474	church	NN	D	C	DE	CDE	 There were two liquor saloons not very far from the <font color=green>church</font> , one white, that is conducted for white people with a	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1117	-0.178073123393127	-0.164216152791157	church	NN	D	D	DE	CDE	 of gambling in both. On the other side of the <font color=green>church</font>  was a quiet, well-kept house with shutters and recently painted	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1145	-0.127313473785416	0.45482414584375	church	NN	C	C	C	CDE	 it. It was called Kent House. The deacon of the <font color=green>church</font> , Carlson, was its janitor. One of the leading members of	church%1:14:00::	B	B	AB	AB
church/NN/br-k04/1353	-0.0287075871026162	-0.0527828399107364	church	NN	D	D	DE	CDE	 tract of land, and it occurred to him that the <font color=green>church</font>  and the better Negro homes might gradually be moved to	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1419	0.0100981186686362	-0.0661855913033371	church	NN	C	C	C	CDE	 stress, and that was that the contribution to the general <font color=green>church</font>  expenses, the dollar money, had been seriously falling behind in	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1433	-0.0406043008368602	-0.0430400540481934	church	NN	C	C	C	CDE	 the dollar money, had been seriously falling behind in this <font color=green>church</font> , and that must be looked after immediately. In fact, he	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1485	0.0378489628189289	0.0238192403878169	church	NN	C	C	C	CDE	 that clear as this was, they must have a better <font color=green>church</font> , a more business-like conduct of the church organization, and an	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1493	0.0328941447867151	0.0170522734997564	church	NN	C	C	C	CDE	 have a better church, a more business-like conduct of the <font color=green>church</font>  organization, and an effort to get this religious center out	church%1:14:00::	B	B	AB	AB
church/NN/br-k04/1514	0.0548951282230322	-0.00771086421742519	church	NN	C	C	C	CDE	 out of its rut of wild worship into a modern <font color=green>church</font>  organization. He emphasized to the Presiding Elder the plan of	church%1:14:00::	B	B	AB	AB
church/NN/br-k04/1530	-0.0481102481472615	-0.0238603565245312	church	NN	D	D	DE	CDE	 the Presiding Elder the plan of giving up the old <font color=green>church</font>  and moving across the river. The Presiding Elder was sure	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1578	-0.0495867924926428	-0.0533632404517779	church	NN	D	D	DE	CDE	 impossible. The bank which held the mortgage on the old <font color=green>church</font>  declared that the interest was considerably in arrears, and the	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1634	-0.0671891676300634	-0.0103583389256062	church	NN	D	D	DE	CDE	 to colored folk. When it was proposed to rebuild the <font color=green>church</font> , Wilson found that the terms for a new mortgage were	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1685	0.108660615034185	-0.0324320481984069	church	NN	D	D	DE	CDE	 made to his Deacon Board, he met unanimous opposition. The <font color=green>church</font>  certainly would not be removed. The very proposition was sacrilege	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1807	-0.180009671951146	-0.177811395472237	church	NN	D	D	DE	CDE	 of money that has been invested by whites around that <font color=green>church</font> ? Tenements, stores, saloons, some gambling, I hope not too much	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/1874	-0.147106528280652	-0.193279930528036	church	NN	D	D	DE	CDE	 were you I would just plan to repair the old <font color=green>church</font>  so it would last for five or ten years. By	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/2301	-0.0114748626534668	0.0398364991954174	church	NN	B	B	AB	AB	 mean practically the end of his career in the Methodist <font color=green>church</font> , if not in all churches.	methodist_church%1:14:00::	B2	B	AB	AB
church/NN/br-k04/356	-0.0661493894302063	-0.069035302084233	church	NN	C	C	C	CDE	 with the whites, especially the rich who partly supported the <font color=green>church</font> . The Deacon Board, headed by a black man named Carlson	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/397	-0.0215114977934967	0.00581327763657677	church	NN	C	C	C	CDE	 support of the Amen corner. The characteristic thing about this <font color=green>church</font>  was its Amen corner and the weekly religious orgy. A	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/828	-0.00723790380870822	0.0110213412819901	church	NN	C	C	C	CDE	 the home of one of the old members of the <font color=green>church</font> , a woman named Catt who, as Wilson afterward found, was	church%1:14:00::	B	B	AB	AB
church/NN/br-k04/877	-0.0158541667010296	0.112339707345526	church	NN	C	C	C	CDE	 never married, conducting a spotless home and devoted to her <font color=green>church</font> , but a perpetual dissenter and born critic. She soared over	church%1:14:00::	B	B	AB	AB
church/NN/br-k04/923	-0.0242146694278396	0.0653194852547484	church	NN	D	D	DE	CDE	 which she was chief repository. Then Wilson looked over the <font color=green>church</font>  and studied its condition. The salary of the pastor had	church%1:06:00::	D	D	DE	CDE
church/NN/br-k04/975	-0.24341830823685	-0.135692042665966	church	NN	D	D	DE	CDE	 he mentioned this to the Deacons they said nothing. The <font color=green>church</font>  itself must be repaired. It was dirty and neglected. It	church%1:06:00::	D	D	DE	CDE
church/NN/br-k06/1056	-0.0940448106297383	0.0287335827230447	church	NN	D	D	DE	CDE	 northward to Brooklyn, below Point Peter, he could see the <font color=green>church</font>  spire wherever he looked back. Sometimes they went south and	church%1:06:00::	D	D	DE	CDE
church/NN/br-k06/1389	-0.0988859197653134	-0.0774026271134829	church	NN	D	D	DE	CDE	 with its peaked lance. Stevie was constantly slipping into the <font color=green>church</font> . He pulled with all his strength at the heavy, brass	church%1:06:00::	D	D	DE	CDE
church/NN/br-k06/1473	-0.170427319171356	-0.0430279306796139	church	NN	D	D	DE	CDE	 hands tucked under his coattails, and staring into the dark <font color=green>church</font> . The figure was wreathed in an extraordinary luminescence. The boy	church%1:06:00::	D	D	DE	CDE
church/NN/br-k06/528	-0.228834198708081	-0.0414603630444568	church	NN	D	D	DE	CDE	 his head out. There was the slate roof of the <font color=green>church</font> ; ivy climbed the red brick walls like a green scaled	church%1:06:00::	D	D	DE	CDE
church/NN/br-k06/571	-0.295274662920261	-0.0658935257805152	church	NN	D	D	DE	CDE	 cupboards.`` There 's a tower and a steeple on the <font color=green>church</font>  a million feet high. And the loudest clock in the	church%1:06:00::	D	D	DE	CDE
church/NN/br-k06/659	-0.142494525829642	-0.265627491623878	church	NN	D	D	DE	CDE	 Street to Orange Square. The steeple leaned backward, while the <font color=green>church</font>  advanced like a headless creature in a long, shapeless coat	church%1:06:00::	D	D	DE	CDE
church/NN/br-k06/852	-0.258487059100339	0.0676133275526517	church	NN	D	D	DE	CDE	 Church with its high steeple and clock. There was no <font color=green>church</font>  like Drew Church, no preacher like Papa, who was intimate	church%1:06:00::	D	D	DE	CDE
church/NN/br-k10/1423	0.0551113019080325	0.00371819698373333	church	NN	A	A	AB	AB	 economics, and social issues that are no concern of the <font color=green>Church</font> ''? And John 's reply was always the same:`` Anything that	church%1:14:00::	B	B	AB	AB
church/NN/br-k10/1445	-0.117213233479429	-0.0446486410796949	church	NN	A	A	AB	AB	 same:`` Anything that affects souls is the concern of the <font color=green>Church</font> ! We will have righteousness''! Tears burned behind his eyes as	church%1:14:00::	B	B	AB	AB
church/NN/br-k10/1802	-0.018425152790099	0.169735840302677	church	NN	B	B	AB	AB	 Geneva, saying that he had been a bishop of the <font color=green>Church</font>  of Rome and had been persecuted in Paris for his	church_of_rome%1:14:00::	B1	B	AB	AB
church/NN/br-k10/205	-0.237975803811357	0.150637589550648	church	NN	A	A	AB	AB	 that the couple would have to be punished if the <font color=green>Church</font>  was to be respected.`` I have told you before, and	church%1:14:00::	B	B	AB	AB
church/NN/br-k10/257	-0.117698333888475	0.00615279778636235	church	NN	A	A	AB	AB	 is the answer the ungodly will always make when the <font color=green>Church</font>  points its fingers at their sins. I say to you	church%1:14:00::	B	B	AB	AB
church/NN/br-k10/271	-0.0289592125050254	0.147953692897315	church	NN	A	A	AB	AB	 fingers at their sins. I say to you that the <font color=green>Church</font>  will ever decry evil''! John 's reply was like a	church%1:14:00::	B	B	AB	AB
church/NN/br-k10/561	-0.0341733175913819	-0.0182289555813265	church	NN	A	A	AB	AB	 weeks before, in early November, without being reconciled to the <font color=green>Church</font> . The canons, in a body, had tried to force him	church%1:14:00::	B	B	AB	AB
church/NN/br-k10/588	0.111162095409676	0.265007714080855	church	NN	A	A	AB	AB	 to let them give him the last rites of the <font color=green>Church</font> , but he had died still proclaiming salvation by faith. Burial	church%1:14:00::	B	B	AB	AB
church/NN/br-k10/967	-0.113053843396676	-0.0276488316861048	church	NN	D	D	DE	CDE	 all the time. Quickening his steps, John entered the vast <font color=green>church</font>  and climbed the tower steps to the bells. Underneath the	church%1:06:00::	D	D	DE	CDE
church/NN/br-k13/533	-0.105094066331424	0.0110605285202236	church	NN	D	D	DE	CDE	 Harold indicated the photograph on the wall and asked what <font color=green>church</font>  the stone sculpture was in. Eugene told him and he	church%1:06:00::	D	D	DE	CDE
church/NN/br-k14/1114	-0.155618252969503	0.0619544069465388	church	NN	A	A	AB	AB	 not want my people to get in trouble with the <font color=green>Church</font> ''.`` I am working for the Cardinal of San Dionigi. I'm	church%1:14:00::	B	B	AB	AB
church/NN/br-k14/826	-0.00930512820083906	-0.241160484236004	church	NN	D	D	DE	CDE	 Jewish section was in Trastevere, near the Tiber at the <font color=green>church</font>  of San Francesco a Ripa. The colony had been small	church%1:06:00::	D	D	DE	CDE
church/NN/br-k15/188	-0.0804698871821068	0.0100063964533485	church	NN	D	D	DE	CDE	 They held the funeral the next morning from the crossroads <font color=green>church</font>  and buried the little box in the quiet family plot	church%1:06:00::	D	D	DE	CDE
church/NN/br-k16/1431	-0.186698397572564	-0.0725497499336731	church	NN	D	D	DE	CDE	 thickets. Along Wappinger Creek in Dutchess County, past the white <font color=green>church</font>  at Fishkill, past Verplanck 's Point on the east bank	church%1:06:00::	D	D	DE	CDE
church/NN/br-k16/2285	-0.137866125751688	-0.0225657315958288	church	NN	E	E	DE	CDE	 him out of some dim corner of memory from a <font color=green>church</font>  service when he was a boy- yes, in a white	church_service%1:04:00::	E	E	DE	CDE
church/NN/br-k16/2298	-0.220462583576443	-0.0280206931211747	church	NN	D	D	DE	CDE	 service when he was a boy- yes, in a white <font color=green>church</font>  with a thin spur steeple in the patriarchal Hudson Valley	church%1:06:00::	D	D	DE	CDE
church/NN/br-k19/168	-0.0693873475060522	0.0155558091483806	church	NN	A	A	AB	AB	 for a more exalted office in the hierarchy of the <font color=green>church</font> - his ambitions for the bishopry had died very early in	church%1:14:00::	B	B	AB	AB
church/NN/br-k19/213	0.154604523377991	-0.120992572593509	church	NN	A	A	AB	AB	 of this desire was due to his devotion to the <font color=green>church</font>  and how much was his own ego, demanding to be	church%1:14:00::	B	B	AB	AB
church/NN/br-k25/81	-0.00542578633213637	-0.0491814281894755	church	NN	D	D	DE	CDE	 whether a private residence in his Pennsylvania county or a <font color=green>church</font>  in Brazil, without it being obvious that he had done	church%1:06:00::	D	D	DE	CDE
church/NN/br-l08/1824	-0.0991440518824391	0.0359000642910709	church	NN	E	E	DE	CDE	 did n't feel good on Sunday, could n't go to <font color=green>church</font> - there 'd be a little argument, but she could be	church%1:04:00::	E	E	DE	CDE
church/NN/br-l08/2109	0.000626231092415572	-0.0840016380886384	church	NN	C	C	C	CDE	 with foreign sounding names, the ones went to the same <font color=green>church</font>  and- Different place, different job, different people, she 'd be	church%1:06:00::	D	D	DE	CDE
church/NN/br-m01/1682	0.111058870392463	0.0141011655352672	church	NN	A	A	AB	AB	 indicted for price-cutting. Fosterite bishops, after secret conclave, announced the <font color=green>Church</font>  's second Major Miracle: Supreme Bishop Digby had been translated	church%1:14:00::	B	B	AB	AB
church/NN/br-m01/234	-0.0839806626651799	-0.123284699773484	church	NN	Z	Z	Z	Z	 the one he was learning to think in. The word`` <font color=green>church</font> '' which turned up over and over again among Jubal 's	Z	Z	Z	Z	Z
church/NN/br-m01/2360	-0.0159867280842054	-0.00944013327190659	church	NN	E	E	DE	CDE	 continued most of the week following that ill-starred trip to <font color=green>church</font> , during which period Mike stayed in his room and usually	church%1:04:00::	E	E	DE	CDE
church/NN/br-m01/265	0.267362007351666	-0.0185752362545437	church	NN	Z	Z	Z	Z	 was no Martian concept to match it- unless one took`` <font color=green>church</font> '' and`` worship'' and`` God'' and`` congregation'' and many other words	church%1:14:00::	B	B	AB	AB
church/NN/br-p01/1161	-0.169068308761837	-0.0549712778162376	church	NN	D	D	DE	CDE	 hill, rising with the hill to the top where the <font color=green>church</font>  was and beyond that to the cemetery. Only paved alleyways	church%1:06:00::	D	D	DE	CDE
church/NN/br-p01/21	-0.180292193212236	-0.0231535170320167	church	NN	D	D	DE	CDE	 them he could have been the broken bell in the <font color=green>church</font>  tower which rang before and after Mass, and at noon	church_tower%1:06:00::	D	D	DE	CDE
church/NN/br-p01/222	-0.0344140059255736	0.0204230300602427	church	NN	E	E	DE	CDE	 from its elders. Youth obeyed when commanded. It went to <font color=green>church</font>  on Sunday and one Saturday a month went to confession	church%1:04:00::	E	E	DE	CDE
church/NN/br-p01/829	-0.0469723038975877	-0.135912533440393	church	NN	D	D	DE	CDE	 to Drexel Street and his back in opposition to the <font color=green>church</font>  behind him. For all he saw or cared to see	church%1:06:00::	D	D	DE	CDE
church/NN/br-p03/76	-0.0772903402486768	0.0279458811830341	church	NN	E	E	DE	CDE	 to live in California. He 'd mentioned it, himself, at <font color=green>church</font>  and everybody seemed to have the idea that Tolley had	Z	Z	Z	Z	Z
church/NN/br-p03/933	-0.311148200237507	0.104579355130896	church	NN	E	E	DE	CDE	 scream. And do n't tell me you did n't at <font color=green>church</font>  Sunday. I heard you''! He really had n't meant to	Z	Z	Z	Z	Z
church/NN/br-p04/2406	-0.251505402919111	-0.000416327160027265	church	NN	D	D	DE	CDE	 sky. She felt mindless, walking, and almost easy until the <font color=green>church</font>  spire told her she was near the cemetery, and she	Z	Z	Z	Z	Z
church/NN/br-p04/2429	-0.342302831182621	0.183160345929011	church	NN	D	D	DE	CDE	 caught herself wondering what she would say to Doaty. Both <font color=green>church</font>  and graveyard were smaller than she remembered them( how many	Z	Z	Z	Z	Z
church/NN/br-p04/983	-0.361748864813082	-0.256578766133452	church	NN	D	D	DE	CDE	 beyond the door. To a Blackwell, there was only one <font color=green>church</font> . The cemetery slumbered just behind it, and the way lay	Z	Z	Z	Z	Z
church/NN/br-p06/425	-0.0879025666273658	0.136859443608433	church	NN	C	C	C	CDE	 yellow moons.`` How do you do''? she said, semi-professionally.`` Our <font color=green>church</font>  is sponsoring a group of very courageous women up in	Z	Z	Z	Z	Z
church/NN/br-p09/150	-0.110818163322254	0.0541689492097568	church	NN	D	D	DE	CDE	 all right. Wednesday nights after youth fellowship. Out of the <font color=green>church</font>  and into his big car, it tooling over the road	church%1:06:00::	D	D	DE	CDE
church/NN/br-p12/1014	-0.587235661969012	-0.00981710243853084	church	NN	D	D	DE	CDE	 Then they took a taxi to Trastevere.`` There 's a <font color=green>church</font>  you should see'', she said. And when they stood by	church%1:06:00::	D	D	DE	CDE
church/NN/br-p12/1063	-0.226442885226587	0.0832424713841659	church	NN	D	D	DE	CDE	 with Alberto. He let her tell him all about the <font color=green>church</font> . Then they had dinner. All evening she was eloquent and	church%1:06:00::	D	D	DE	CDE
church/NN/br-p12/1102	-0.319010170773138	0.0652125345468572	church	NN	D	D	DE	CDE	 in the morning when he woke up at ten the <font color=green>church</font>  bells were ringing. He had never heard so many bells	church_bell%1:06:00::	D	D	DE	CDE
church/NN/br-p12/1141	-0.300956487252301	-0.0306922110768486	church	NN	D	D	DE	CDE	 when he had looked up at the obelisk and the <font color=green>church</font>  at the top of the Spanish Steps. It was a	church%1:06:00::	D	D	DE	CDE
church/NN/br-p12/1260	-0.0730143962922252	0.105717286292665	church	NN	E	E	DE	CDE	 snuggled against him, he wondered if she ever went to <font color=green>church</font> . Why did he want her to go to church? he	church%1:04:00::	E	E	DE	CDE
church/NN/br-p12/1270	-0.0687531213925059	0.095752396884962	church	NN	E	E	DE	CDE	 to church. Why did he want her to go to <font color=green>church</font> ? he wondered. Probably because it was a place where she	church%1:04:00::	E	E	DE	CDE
church/NN/br-p12/1309	-0.142538308346388	0.030525543016169	church	NN	E	E	DE	CDE	 It was too bad he had no feeling himself for <font color=green>church</font> . Not his poor mother 's fault. She would have been	church%1:04:00::	E	E	DE	CDE
church/NN/br-p12/1433	0.120284721653204	0.248201642771818	church	NN	C	C	C	CDE	 woman though, she would take only what she needed from <font color=green>church</font> . It was too bad he was n't a Catholic himself	church%1:04:00::	E	E	DE	CDE
church/NN/br-p12/1559	-0.3299101791213	-0.0142888180213949	church	NN	E	E	DE	CDE	 girl like Carla if she got up and went to <font color=green>church</font> . A half hour later he got her up to go	church%1:04:00::	E	E	DE	CDE
church/NN/br-r05/1163	-0.0496929242866213	-0.00399211688277014	church	NN	C	C	C	CDE	 While Henry Morgan was escorting Miss Vera Green from the <font color=green>church</font>  social last Saturday night, a savage dog attacked them and	church%1:06:00::	D	D	DE	CDE
church/NNP/br-a17/2134	-0.0682216366095252	0.13683008584341	church	NNP	D	D	DE	CDE	 at the ceremony in Slaughter Chapel of the First Baptist <font color=green>Church</font> . Dan Beam presented music and the bride was given in	Z	Z	Z	Z	Z
church/NNP/br-a18/760	-0.0351723754747898	0.00148737701547929	church	NNP	C	C	C	CDE	 the party. The women 's committee of St. David 's <font color=green>Church</font>  will hold its annual pre-Fair pink parade, a dessert bridge	Z	Z	Z	Z	Z
church/NNP/br-a31/2143	-0.0102696328645259	-0.000101160011863706	church	NNP	C	C	C	CDE	 7: 45 p. m.. The outstanding family of Central Nazarene <font color=green>Church</font>  will be picked by ballot from among eight families during	Z	Z	Z	Z	Z
church/NNP/br-a35/810	0.086066271211645	-0.0940136685071482	church	NNP	A	A	AB	AB	 deserves closer scrutiny. For while the past needs of the <font color=green>Church</font>  in this country may have been adequately met by collegiate	Z	Z	Z	Z	Z
church/NNP/br-b08/1804	-0.13671267758405	0.104054473969863	church	NNP	C	C	C	CDE	 his letter of resignation as rector of St. Luke 's <font color=green>Church</font>  in Atlanta. It was the cry of not just one	Z	Z	Z	Z	Z
church/NNP/br-b12/2221	0.0542189791303577	0.100681876661075	church	NNP	B	B	AB	AB	 committee made up of representatives of the Church of England, <font color=green>Church</font>  of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian Church	Z	Z	Z	Z	Z
church/NNP/br-b16/1946	-0.0392535190820408	0.00931231564129515	church	NNP	Z	Z	Z	Z	 Dirksen and Sen. Douglas. But when you write to Congresswoman <font color=green>Church</font> , bless her heart, your letter is answered fully and completely	Z	Z	Z	Z	Z
church/NNP/br-b22/1005	0.0470815293918554	-0.0393521304984939	church	NNP	A	A	AB	AB	 concern itself directly only with the internal affairs of the <font color=green>Church</font> . As it has turned out, however, the excessive enthusiasm in	Z	Z	Z	Z	Z
church/NNP/br-b22/1077	0.000516101168719959	-0.0115317577222258	church	NNP	A	A	AB	AB	 that Pope John sees the renewal and purification of the <font color=green>Church</font>  as an absolutely necessary step toward Christian unity. Far from	Z	Z	Z	Z	Z
church/NNP/br-b22/1102	0.0828847455649953	-0.0697245646712901	church	NNP	A	A	AB	AB	 to the ecumenical task, the Pontiff believes that a revivified <font color=green>Church</font>  is required in order that the whole world may see	Z	Z	Z	Z	Z
church/NNP/br-b22/1154	0.083160849296898	-0.0392904189332954	church	NNP	A	A	AB	AB	 be to remove as far as possible whatever in the <font color=green>Church</font>  today stands in the way of unity. Secondly, a whole	Z	Z	Z	Z	Z
church/NNP/br-b22/1193	0.0259112282425541	-0.0171934926559034	church	NNP	A	A	AB	AB	 unity is still very much alive and growing within the <font color=green>Church</font> . The establishment, by the Holy Father, of a permanent Secretariat	Z	Z	Z	Z	Z
church/NNP/br-b22/1245	0.0327843940023245	-0.0141398050311384	church	NNP	B	B	AB	AB	 Churches assembly in New Delhi as`` official'' observers reverses the <font color=green>Church</font>  's earlier stand. The public appeal by the new Vatican	Z	Z	Z	Z	Z
church/NNP/br-b22/1318	0.0212330113270309	0.0191065031598052	church	NNP	B	B	AB	AB	 as directly as anyone the new spirit that pervades the <font color=green>Church</font>  's stance toward the Protestant and Orthodox Churches. Noting all	Z	Z	Z	Z	Z
church/NNP/br-d03/1914	0.0080079081009839	0.060512490141333	church	NNP	B	B	AB	AB	 the Observer depicting clergymen of the Church of England, the <font color=green>Church</font>  of Rome and the Nonconformist Church. The Catholic priest, though	group%1:03:00::	C	C	C	CDE
church/NNP/br-d03/1920	-0.00396127657697011	0.0418239285258119	church	NNP	B	B	AB	AB	 Church of England, the Church of Rome and the Nonconformist <font color=green>Church</font> . The Catholic priest, though somewhat superficially drawn, easily came out	group%1:03:00::	C	C	C	CDE
church/NNP/br-d03/2022	0.0282186541217006	0.0486538753260967	church	NNP	B	B	AB	AB	 comments were equally made by an Anglican parson, a Free <font color=green>Church</font>  minister and a Catholic priest. Catholic priests have frequently appeared	group%1:03:00::	C	C	C	CDE
church/NNP/br-d03/91	0.0568767273474954	0.00967855394202579	church	NNP	A	A	AB	AB	 the religious sphere so popularly discussed as Christian unity. The <font color=green>Church</font>  Unity Octave, January 18- 25, was enthusiastically devoted to prayer	group%1:03:00::	C	C	C	CDE
church/NNP/br-d05/1515	-0.0133321399564143	0.242290835337483	church	NNP	C	C	C	CDE	 the world-at-large, disguised as the minister of a`` twenty-eighth Congregational <font color=green>Church</font> '' which bore no resemblance to the Congregational polities descended from	Z	Z	Z	Z	Z
church/NNP/br-d05/207	-0.00847988275791352	-0.0389068428381599	church	NNP	C	C	C	CDE	 existed for their returning the Public Lecture to the First <font color=green>Church</font> , and so to suppress it, rather than let Parker use	Z	Z	Z	Z	Z
church/NNP/br-d09/1115	0.144287130852124	0.0237161505674678	church	NNP	A	A	AB	AB	 Reception Service. There is a growing conviction among pastors and <font color=green>Church</font>  leaders that all those who come into the fellowship of	Z	Z	Z	Z	Z
church/NNP/br-d09/1127	0.0707660348994864	-0.140566046413942	church	NNP	C	C	C	CDE	 that all those who come into the fellowship of the <font color=green>Church</font>  need preparatory training, including those coming by transfer of membership	Z	Z	Z	Z	Z
church/NNP/br-d09/1156	-0.0170979230914253	-0.0460414138793878	church	NNP	A	A	AB	AB	 There is danger in trying to make admission to the <font color=green>Church</font>  so easy and painless that people will scarcely know that	Z	Z	Z	Z	Z
church/NNP/br-d09/129	0.0428268931579198	0.0350068985368759	church	NNP	A	A	AB	AB	 one-third of those visited make commitments to Christ and the <font color=green>Church</font> . The pastor and the Membership Preparation and Assimilation Committee must	Z	Z	Z	Z	Z
church/NNP/br-d09/1297	-0.0216957562785616	0.0159634279683017	church	NNP	B	B	AB	AB	 faith and to be received into the fellowship of the <font color=green>Church</font> . This should be a high moment in their lives, a	Z	Z	Z	Z	Z
church/NNP/br-d09/1404	0.0607383112429167	-0.0222647759393222	church	NNP	A	A	AB	AB	 to determine the attitude of the new members toward the <font color=green>Church</font> . It can mean the difference between participation and inaction, spiritual	Z	Z	Z	Z	Z
church/NNP/br-d09/1436	0.0243516376438454	-0.0200263636421172	church	NNP	A	A	AB	AB	 natural and logical time to receive new members into the <font color=green>Church</font> . The atmosphere for this momentous experience can be created most	Z	Z	Z	Z	Z
church/NNP/br-d09/1708	0.0236085003598175	-0.0302512453688275	church	NNP	A	A	AB	AB	 be a participant. Yet the most difficult problem in the <font color=green>Church</font>  's program of evangelism is right at this point- helping	Z	Z	Z	Z	Z
church/NNP/br-d09/172	0.0585656046767562	0.00627206086152206	church	NNP	A	A	AB	AB	 determine their interest and participation in the life of the <font color=green>Church</font> . Neglect means spiritual paralysis or death. Churches that have a	Z	Z	Z	Z	Z
church/NNP/br-d09/1774	-0.0468953875211984	-0.035220125703441	church	NNP	C	C	C	CDE	 that nearly 40 per cent of those who joined the <font color=green>Church</font>  were lost to the Church within seven years. One denomination	Z	Z	Z	Z	Z
church/NNP/br-d09/1779	0.121646576343848	-0.0144878594181174	church	NNP	C	C	C	CDE	 of those who joined the Church were lost to the <font color=green>Church</font>  within seven years. One denomination had a membership of 1419833	Z	Z	Z	Z	Z
church/NNP/br-d09/2131	0.169103478408206	-0.102659274325891	church	NNP	A	A	AB	AB	 the meaning of Christian discipleship. When they unite with the <font color=green>Church</font>  they must find in this fellowship the satisfaction of their	Z	Z	Z	Z	Z
church/NNP/br-d09/2155	0.0727051284496547	-1.45568713070692e-05	church	NNP	A	A	AB	AB	 needs or they will never mature into effective Christians. The <font color=green>Church</font>  expects certain things of those who become members. The new	Z	Z	Z	Z	Z
church/NNP/br-d09/231	0.103740500705375	-0.0592302345637655	church	NNP	A	A	AB	AB	 It is important that persons desiring to unite with the <font color=green>Church</font>  be prepared for this experience so that it may be	Z	Z	Z	Z	Z
church/NNP/br-d09/262	0.0477412532926473	-0.00670514099404354	church	NNP	A	A	AB	AB	 to ask a person to take the sacred vows of <font color=green>Church</font>  membership before he has been carefully instructed concerning their implications	Z	Z	Z	Z	Z
