id	model.x	model.y	country	word	tokenid	text
S_W_P_N-3310-104104-37	-0.0833463866340518	0.0123757659931373	N	bestuurder	bestuurder.N-S_W_P_N-3310-104104-37	uit De Duitse sportwagenfabrikant Porsche heeft in het op 31 juli afgesloten boekjaar voor het eerst in zijn geschiedenis meer dan een miljard euro winst gemaakt voor belastingen . Financieel 3.708 <font color='red'>bestuurder</font> Holger 5.624 Härter rekende vanochtend 2.965 tijdens een toelichting 3.41 op de jaarcijfers 2.677 in Stuttgart voor , dat Porsche met een omzet van 6,3 miljard euro daarmee de meest winstgevende autofabrikant ter wereld
S_W_P_N-463-14414-1245	-0.0439332830834155	0.00701283187908918	N	bestuurder	bestuurder.N-S_W_P_N-463-14414-1245	dat executives en high potentials op financieel gebied met raad en daad bijstaat , wordt het steeds drukker . Niet alleen groeit de behoefte aan advies 1.513 over gouden 2.048 handdrukken 5.128 nu <font color='red'>bestuurder</font>s steeds vaker gedwongen 1.328 worden op te stappen 1.567 , ook financiële 3.708 schandalen als Enron , Ahold en rond oud-Philips-topman Boonstra missen hun uitwerking niet . """" Voor alleen beleggen of zijn
S_W_P_N-1495-46711-13	-0.0790040044360058	0.0322133203740088	N	bestuurder	bestuurder.N-S_W_P_N-1495-46711-13	van ruim 400 van de 652 stemlokalen in het land . De opkomst was ruim 60 procent . AP ` Cijfers verre 2.582 van nauwkeurig ' Bijna driekwart 4.528 van de financieel 3.708 <font color='red'>bestuurder</font>s zet een vraagteken 1.582 achter de cijfers uit het eigen bedrijf 2.44 . Ze twijfelen aan de nauwkeurigheid en de interpretatie ervan , blijkt uit onderzoek onder 150 internationale , op de
S_W_P_N-4171-133202-202	-0.0979675080765636	-0.0767763307121189	N	bestuurder	bestuurder.N-S_W_P_N-4171-133202-202	aandelen , contant geld en nieuwe schuldpapieren . Zowel aandeelals obligatiehouders kwamen hiertegen in het geweer . De schuldproblematiek leidde in februari van dit jaar tot het vertrek 2.162 van de <font color='red'>bestuurder</font>s Peter van Voorst 4.668 en Jan 1.632 Docter 6.468 . Hun opvolgers 1.666 Axel 2.491 Rückert en Klaas Wagenaar bliezen de omwisseloperatie af , omdat ze meenden dat Getronics zijn schulden op eigen kracht kan
S_W_P_N-1181-35921-58	-0.0668617274592375	-0.00768354356829119	N	bestuurder	bestuurder.N-S_W_P_N-1181-35921-58	dag in een jaar . Bij een bomexplosie in een bus in het zuiden van Afghanistan kwamen gisteren vijftien mensen om , onder wie zes kinderen . Volgens 1.075 een plaatselijke 2.437 <font color='red'>bestuurder</font> zijn Taliban-strijders 3.285 of leden 1.401 van Al Qa'ida verantwoordelijk 6.983 . In de hoofdstad Kabul kwamen woensdag twee Afghaanse studenten om het leven toen een bom die zij bezig waren in elkaar
S_W_P_N-4155-132286-91	0.029945433685731	-0.0151933978823218	N	bestuurder	bestuurder.N-S_W_P_N-4155-132286-91	politiewagen die frontaal botste met een tegenligger . Een agent en de arrestant overleden ter plekke . De tweede politieman bezweek 1.526 later in het ziekenhuis 1.271 aan zijn verwondingen 1.632 . De <font color='red'>bestuurder</font> van de andere auto 3.161 , een 59-jarige 4.704 man uit Ede 3.239 , raakte gewond en is naar een ziekenhuis gebracht . De overleden arrestant , een man uit Nijkerkerkveen , was
S_W_P_N-5657-182723-191	-0.139842500782332	-0.172457518654846	N	bestuurder	bestuurder.N-S_W_P_N-5657-182723-191	verlengen . ' We zitten in een overgangssituatie ' , zegt Gerritsma . ' Ik weet dat ze al een paar aanbiedingen uit het buitenland op zak heeft . ' Bestuurder Piet 1.044 Barendse van Witte de With bevestigt dat er structurele problemen bestaan tussen staf en directie . Volgens Barendse hebben de medewerkers moeite om te voldoen aan de ' heel
S_W_P_N-3939-124746-223	-0.0664200550676741	-0.012184942208917	N	bestuurder	bestuurder.N-S_W_P_N-3939-124746-223	januari bracht Shell naar buiten dat de bewezen reserves , een belangrijke indicatie voor de toekomstige winstgevendheid , 3,9 miljard vaten te hoog 1.522 waren ingeschat 1.972 . Bestuursvoorzitter 2.959 Philip 1.951 Watts 2.3 en <font color='red'>bestuurder</font> Walter 1.214 van de Vijver 4.305 moesten hierdoor 1.625 deze maand opstappen 4.359 onder druk van de commissarissen . De Nederlandse Shell-veteraan Jeroen van der Veer werd benoemd tot de nieuwe topman . In
S_W_P_N-4330-138220-184	-0.263064041256133	0.0695761121065042	N	bestuurder	bestuurder.N-S_W_P_N-4330-138220-184	van politici op de afgelasting van de opera Aïsja , bleek een misplaatst gevoel van verlegenheid in de omgang met de veelvormige 4.12 islamitische gemeenschap in ons land . Natuurlijk hoeven <font color='red'>bestuurder</font>s niet elk conflict publiekelijk 2.309 te beslechten , maar het verdedigen van tolerantie in het publieke domein behoort tot de kerntaken van het openbaar bestuur . Te lang hebben politici geaarzeld
S_W_P_N-4418-142025-308	-0.129434363030994	0.0462432013694616	N	bestuurder	bestuurder.N-S_W_P_N-4418-142025-308	het genereren van kasgeld . We geven geen concrete cijfers , maar we hoeven geen beroep te doen op aanvullende leningen 2.833 . '' Zij bevestigde de eerdere bekendmaking van financieel 3.708 <font color='red'>bestuurder</font> Eustace 6.185 dat de schuld lager wordt . Dat is vooral een gevolg van de lagere dollarkoers - veel schulden staan in Amerika uit - en door het niet langer meetellen
S_W_P_N-1768-54807-384	-0.05101515762581	0.0197295299222355	N	bestuurder	bestuurder.N-S_W_P_N-1768-54807-384	van het regionale bestuur is een duidelijke mentaliteitsverandering nodig en zo'n mentaliteitsverandering komt niet vanzelf . Een drastische wijziging van de plaats , omvang 1.041 en functie 1.611 van de provincies 2.752 kan <font color='red'>bestuurder</font>s op zowel provinciaal 4.747 als nationaal niveau dwingen 1.328 tot een andere houding tegenover regionale vraagstukken en de regionale eigenstandigheid . Willen we voorkomen dat de volgende provinciale verkiezingen niet opnieuw een
S_W_P_N-83-2430-345	-0.247246319858938	-0.166770306503324	N	bestuurder	bestuurder.N-S_W_P_N-83-2430-345	was afgesproken . Het bleek dat die bestuurder automatisch meeliep met alle salarisverhogingen voor het personeel dat onder een CAO viel . De salarisadministratie vond het te ingewikkeld om voor <font color='red'>bestuurder</font>s een apart systeem aan te houden . ' Simons 2.173 wil af van de contracten voor onbepaalde tijd . Daarvoor moet wel de wet veranderd worden . Ook de commissie-Tabaksblat ,
S_W_P_N-4622-148169-187	0.174436565767593	0.0641778652336192	N	bestuurder	bestuurder.N-S_W_P_N-4622-148169-187	. In de file volstaat het om de voet eenvoudigweg op of van het gaspedaal te houden . Gaat de file 2.129 weer een paar meter verder , dan drukt de <font color='red'>bestuurder</font> het gaspedaal 3.886 even in . Ziet hij dat het weer tot stilstand komt , dan laat hij het gaspedaal los en treedt het filehulpje in werking . De auto remt
S_W_P_N-4296-136876-693	-0.039847800194476	0.0114686467618608	N	bestuurder	bestuurder.N-S_W_P_N-4296-136876-693	Bestuurders mogen hun opties pas uitoefenen als ze bepaalde doelen hebben bereikt , die ze vooraf moeten vastleggen . Een beloning 4.877 in gewone aandelen 1.756 mag pas worden verkocht als een bestuurder opstapt 4.359 . Bij hun vertrek 2.162 krijgen <font color='red'>bestuurder</font>s 4.251 maximaal 2.627 één jaarsalaris 5.719 mee . De hoogte van de ontslagvergoeding moet in het jaarverslag worden vermeld . Bestuurders mogen bij maximaal twee beursgenoteerde
S_W_P_N-1560-48878-100	-0.079948631870899	0.0182581594841059	N	bestuurder	bestuurder.N-S_W_P_N-1560-48878-100	toepassing is op voormalig topman C. van der Hoeven en voormalig financieel directeur M. Meurs . Een arbitragecommissie buigt zich momenteel over de vertrekpremie 6.369 en andere vergoedingen 2.232 van deze voormalige 2.507 <font color='red'>bestuurder</font>s . Ahold 4.097 raakte vorig jaar in een boekhoudschandaal 4.466 verwikkeld 1.726 en verlaagde de nettowinst over de afgelopen twee jaar met bijna 1 miljard euro . De omzet werd in de afgelopen
S_W_P_N-5141-165782-518	0.0761293324033828	-0.0472089258010885	N	bestuurder	bestuurder.N-S_W_P_N-5141-165782-518	enkel belang meer : de bestuurder van de auto die tegen paal en hek terecht was gekomen , was schuldig aan het ongeluk 1.985 . Maar de dronkenschap 2.086 van de andere <font color='red'>bestuurder</font> dan ? Fout . De man was niet dronken 2.875 . De man was , zo stond met de hand geschreven , ' dronken maar stabiel ' . Het was een
S_W_P_N-1619-50368-746	-0.0904550002647837	0.0041463315670602	N	bestuurder	bestuurder.N-S_W_P_N-1619-50368-746	topinkomens bij Ahold . Bij KPN , waarmee ING zich ook vergelijkt , is het al zo ver . Het telecombedrijf 2.007 heeft al laten weten dat het inkomen 2.394 van de <font color='red'>bestuurder</font>s te laag is - alleen topman 3.538 Ad 2.043 Scheepbouwer zit niŽet onder het gemiddelde . ING matigde overigens jarenlang de beloning van de raad van bestuur . Volgens de bankverzekeraar leidde
S_W_P_N-2875-91732-190	-0.0873421852036373	-0.0544865509019608	N	bestuurder	bestuurder.N-S_W_P_N-2875-91732-190	eens doorspitten en zij absolute zekerheid moeten geven over het aandelenkapitaal en de belangen van eventuele grote beleggers . Mede-oprichter P. 3.07 Diks van Beter Bed 3.256 vergat bij zijn vertrek 2.162 als <font color='red'>bestuurder</font> en de verkoop van zijn aandelenpakket 3.567 zich ook af te melden als een grote belegger . Het kwam ruim twee jaar later uit toen financier Nesbic een bod deed op
S_W_P_N-3-48-33	0.0880893363450795	0.00106207658762993	N	bestuurder	bestuurder.N-S_W_P_N-3-48-33	auto in beslag genomen De politie in Spijkenisse heeft gisteravond in het Kikkerveen een auto in beslag genomen die vorige maand was gestolen bij een autoverhuurbedrijf 5.112 in Ridderkerk 2.422 . De <font color='red'>bestuurder</font> van de gestolen auto 3.161 reed 2.192 eerder die avond in op een agent in Spijkenisse . Op het moment dat de auto werd aangetroffen op de Schenkelweg Door André Venema Bijna
S_W_P_N-3631-114368-863	-0.240377170335073	0.126079223669918	N	bestuurder	bestuurder.N-S_W_P_N-3631-114368-863	omdat een Pilgrim in het gasthuis gelegen heeft , wijst hij af . ,, Ik vind het pedant van die Amerikanen dat zij om die ene Pilgrim dwarsliggen 2.832 . Als <font color='red'>bestuurder</font> van Leiden moest ik dat belang afwegen 2.55 tegen de belangen van duizenden Leidse ingezetenen van nu . '' De Amerikaanse ambassadeur in Nederland , Cynthia Schneider , beschouwt Bangs echter
S_W_P_N-1801-56336-559	-0.116327671037351	0.0826592317834584	N	bestuurder	bestuurder.N-S_W_P_N-1801-56336-559	met gemeenschapsgeld de clubs of de exploitatie van de stadions gesteund worden , eveneens . Het is de vraag of ze een kritische beoordeling door de Europese regelgeving 1.733 overleven . Bestuurders , spelers , sponsors 1.402 , bemiddelaars en belanghebbenden 3.46 bij voetbalclubs gedragen zich commercieel . Dan moeten ze ook de gevolgen van de streep onder de winst-en-verliesrekening erkennen . De toekomst
S_W_P_N-4849-155177-553	-0.139003513240092	0.110306627146727	N	bestuurder	bestuurder.N-S_W_P_N-4849-155177-553	niet vertegenwoordigd in de besturen . Zij zwaaien met de kritische rapporten , zoals drie jaar geleden van een onderzoeker van de Vrije Universiteit , over de deskundigheid 2.68 van de <font color='red'>bestuurder</font>s . Zij voeren de rechtszaken 1.565 om uitbetaling 2.292 van prijscompensatie 3.838 ( indexatie ) op hun pensioen . In het spanningsveld tussen werkgevers , werknemers en gepensioneerden dwingt een code voor goed
S_W_P_N-2314-73632-223	-0.15735135610571	0.0760155780166022	N	bestuurder	bestuurder.N-S_W_P_N-2314-73632-223	lager op 9674 , New Yorkse effectenbeurs gisteren technologiebeurs Nasdaq steeg opnieuw in verlegenheid gebracht naar 1915 punten. door de onthulling 1.284 dat nog twee GE 4.076 meldde 1.259 over het derde kwartaal <font color='red'>bestuurder</font>s kunnen rekenen op een winstdaling 2.932 die in lijn was met een riante oudedagsvoorziening . de verwachtingen van analisten . Het gaat om de vice-voorzitters Wel stelde het industriële conglomeraat Catherine
S_W_P_N-5277-170098-1217	-0.017410967384564	0.0035644435434585	N	bestuurder	bestuurder.N-S_W_P_N-5277-170098-1217	de ontwerper te maken . ' Verspilling van ruimte , oordeelt Asselbergs over het gebouw . Zoals er in de binnensteden 2.762 zo vaak sprake is van verspilling 2.9 van ruimte . Bestuurders zouden vaker 1.405 moeten durven kiezen 1.692 voor sloop 1.17 , betoogt hij . Bijvoorbeeld in een stad als Utrecht die ook maar blijft uitdijen ' en eigenlijk steeds platter en platter wordt
S_W_P_N-2064-65370-346	-0.241848706064443	0.281817797140438	N	bestuurder	bestuurder.N-S_W_P_N-2064-65370-346	, ze zitten mij toch ook dwars ? De democratische grondregel dat machthebbers niet mogen vernederen - omdat ze anders niet te onderscheiden zijn van kampcommandanten 2.923 - is dit type <font color='red'>bestuurder</font>s vreemd . Sterker , ook de fatsoensnorm 4.694 dat de sterkere partij pesterij van de zwakkere verdraagt kennen Verdonk en Pastors niet . Ze volgen de regels van het schoolplein in
S_W_P_N-3494-109843-4	-0.132975690135932	0.0779291152678434	N	bestuurder	bestuurder.N-S_W_P_N-3494-109843-4	naar het Medical Center op de Speedway vervoerd . Daar bleek dat hij er als een wonder met lichte kneuzingen in zijn rug van af kwam . ANP Probleem kost <font color='red'>bestuurder</font> TPG 2.835 de kop De voortdurende problemen bij de divisie 1.407 logistiek 3.068 van post- , expresse- en logistiekconcern TPG hebben geleid tot het vertrek van het Italiaanse bestuurslid Roberto Rossi . De
S_W_P_N-5318-171421-1040	0.107389736364854	-0.242388509246188	N	bestuurder	bestuurder.N-S_W_P_N-5318-171421-1040	we vervolgens aan de gemeente geven als bewijs '' , zegt bestuurslid Frederik Kopuit . Ook wil de JDL regelmatig een stille tocht of demonstratie 1.389 organiseren . En binnenkort gaan <font color='red'>bestuurder</font>s naar Israël om met een open gaarkeuken 3.883 de Israëlische armen te voeden . Frederik Kopuit ( 34 ) werkt in de beveiligingsbranche . Alleen zijn familie en een paar van
S_W_P_N-2403-76634-1156	-0.0142320168654363	0.152015418039294	N	bestuurder	bestuurder.N-S_W_P_N-2403-76634-1156	aan opdrachten en aandacht geen gebrek , geeft les , denkt en werkt . Zijn belangstelling voor de natuur is hij daarbij 1.024 nooit kwijtgeraakt 1.285 : ' De dierenwereld 3.573 heeft geen <font color='red'>bestuurder</font> , en moet je zien hoe mooi die is . Hoe dingen zó goed functioneren . Dan zou de mensenwereld , die bedacht is , die wél bestuurd wordt ,
S_W_P_N-3832-121162-266	-0.0575398381259768	0.0286777312112054	N	bestuurder	bestuurder.N-S_W_P_N-3832-121162-266	commissariaten ( 11 maal ) . Tabaksblat zelf denkt dat die ' overtredingen ' pas over een tijdje verleden tijd zullen zijn , omdat bedrijven 2.44 de huidige 1.219 contracten 1.333 met hun <font color='red'>bestuurder</font>s niet willen openbreken 2.117 . De ervaring met een Britse code 3.722 leert echter dat contracten bij verlenging alsnog codeconform worden aangepast . redactie economie In theorie begint pensioen bij 60 Om
S_W_P_N-1191-36124-35	-0.125560057335201	-0.0366589791146066	N	bestuurder	bestuurder.N-S_W_P_N-1191-36124-35	Wessels Het openbaar ministerie doet onderzoek naar handel met voorkennis in de aandelen van Volker Wessels . Het bouwbedrijf werd een jaar geleden overgenomen door vastgoedmagnaat 3.914 D. 2.986 Wessels 3.517 , tevens 1.41 <font color='red'>bestuurder</font> en medeoprichter 2.766 van Volker 4.06 Wessels 3.517 . De FIOD-ECD heeft circa zes weken geleden het hoofdkantoor van Volker Wessels in Rotterdam bezocht . De opsporingsdienst ging ook langs bij het kantoor
S_W_P_N-3903-123654-1552	-0.0776597398116254	0.0225380622918622	N	bestuurder	bestuurder.N-S_W_P_N-3903-123654-1552	publieke belangen . De integriteit van het openbaar bestuur hangt uiteraard niet af van vragen over bonnetjes . De geloofwaardigheid van de overheid is een cultuur , waarin politici 3.551 , <font color='red'>bestuurder</font>s en ambtenaren 3.612 de morele integriteit 3.599 van de overheid inhoud geven . Dat is ook een kwestie van persoonlijke moraliteit en die kan niet worden geclaimd of afgedwongen , maar moet
S_W_P_N-494-15161-495	-0.204598828345066	0.121545161572442	N	bestuurder	bestuurder.N-S_W_P_N-494-15161-495	constatering ? Ten eerste moet de criminele gelegenheidsstructuur in achterstandswijken , gevoed door een smeulend ongenoegen , met volle kracht worden bestreden . Volgens 1.075 Rosenthal moeten politie , welzijnswerkers 3.225 en <font color='red'>bestuurder</font>s meer de wijk in om te zien en horen wat er speelt . De kloof tussen autoriteiten en volkswijken is veel te groot . Ook ' zachte ' informatie over
S_W_P_N-2118-67323-179	-0.0893129587545978	0.0258271664348605	N	bestuurder	bestuurder.N-S_W_P_N-2118-67323-179	gisteren . """" Het voornemen is om de ondernemingsraad in september om advies te vragen . '' De zegsman erkende dat de studie tot een reorganisatie 2.176 kan leiden . Volgens 1.075 <font color='red'>bestuurder</font> Theo Willms van vakbond 3.628 De Unie 1.528 kan het onderzoek echter nauwelijks gevolgen hebben voor de vestiging in Venlo , waar circa 3600 mensen werken . """" Slechts een heel klein
S_W_P_N-3508-110337-257	-0.0722683199511357	-0.0194331497342494	N	bestuurder	bestuurder.N-S_W_P_N-3508-110337-257	over 2003 gekregen van huisaccountant KPMG . Die wordt begin mei verwacht . Veenhof heeft """" geen indicatie '' dat de eerder gerapporteerde 2.153 jaarcijfers 2.677 zullen moeten worden aangepast . Voormalig 2.507 <font color='red'>bestuurder</font> R. 2.425 Thorne 6.483 heeft naar aanleiding 1.192 van de voorlopige onderzoeksresultaten 1.939 """" vrijwillig''eenderde van zijn vertrekpremie van 1,5 miljoen euro aangeboden . Dat gebeurde nadat hij daartoe verzocht was door Wessanen .
S_W_P_N-1401-43129-47	0.078594502542519	-0.012857341640599	N	bestuurder	bestuurder.N-S_W_P_N-1401-43129-47	op de A2 bij Eindhoven verlaagd van 90 naar 70 kilometer per uur . De maatregel volgt op het ongeluk , maandagmiddag 2.18 , ter hoogte van Veldhoven 3.145 , waarbij een <font color='red'>bestuurder</font> van een gastankauto om het leven kwam en de auto 3.161 gevuld met isobutaan , een soort lpg , dreigde te ontploffen . """" We hopen dat een rustiger wegbeeld ontstaat
S_W_P_N-3354-105524-271	-0.0743039979797736	0.0667472220605574	N	bestuurder	bestuurder.N-S_W_P_N-3354-105524-271	zitten wachten tot de eilandregering het met zichzelf eens is . Daar mag de armoedebestrijding niet van afhangen . ' De minister wendt zich in dat geval rechtstreeks 1.183 tot de <font color='red'>bestuurder</font>s van de afzonderlijke 1.572 eilanden om zaken te doen . Ook is hij van van plan buiten de eilandregering om directe contacten te leggen met niet-gouvernementele organisaties zoals de vakbonden en
S_W_P_N-1065-32131-194	-0.132201019853267	0.0498265372711463	N	bestuurder	bestuurder.N-S_W_P_N-1065-32131-194	te handhaven , zo vertellen ingewijden . De commissarissen hadden niet langer het idee dat ze het bedrijf in hun grip hadden . Ook vroegen ze zich af of beide <font color='red'>bestuurder</font>s wel in staat waren om van Nuon 3.966 een slagvaardig 1.913 commercieel 1.811 bedrijf te maken . Het administratieve falen bij de divisies kost Nuon tientallen miljoenen , omdat accountant PricewaterhouseCoopers met '
S_W_P_N-2571-82061-5556	-0.0332824306785563	-0.14931978009061	N	bestuurder	bestuurder.N-S_W_P_N-2571-82061-5556	hebt u zich tegen de Heer van de hemel verzet . U liet de bekers van zijn tempel halen . U hebt er wijn uit gedronken samen met uw hoogste 1.522 <font color='red'>bestuurder</font>s , uw vrouwen en uw bijvrouwen 3.355 . U hebt hoog 1.522 opgegeven van de goden van zilver en goud , van brons en ijzer , van hout en steen , goden
S_W_P_N-5684-183953-637	-0.098018074524771	-0.0171830537186296	N	bestuurder	bestuurder.N-S_W_P_N-5684-183953-637	laten ze zien dat ze zich niet de kaas van het brood laten eten . ' Het heeft het ambt van wethouder 2.64 er moeilijker op gemaakt . Voorheen schoof de <font color='red'>bestuurder</font> aan bij de vergaderingen 1.527 van zijn eigen fractie 1.036 . Hij was de leider van zijn partij en kon moeilijke kwesties sturen . Hij voorkwam kritiek op het college door duidelijk
S_W_P_N-4556-145641-1404	-0.190790097736575	0.105924813083862	N	bestuurder	bestuurder.N-S_W_P_N-4556-145641-1404	. Daarom vind ik het ook niet interessant dat Cohen naderhand in de Volkskrant zei dat Oudkerk van hem niet weg had gehoeven . Het gaat erom wat je als <font color='red'>bestuurder</font> op het moment zélf 3.032 doet . Ik heb wél verantwoording 3.31 afgelegd . Aan de ledenvergadering . Iemand heeft tot slot nog """" lul """" tegen mij geroepen . En dat
S_W_P_N-118-3556-918	-0.0897014861407133	0.0116947009998418	N	bestuurder	bestuurder.N-S_W_P_N-118-3556-918	om concessies voor Israël , of om de Arabieren te vernederen . Laat ze verdwijnen ! Bejaarden kregen hun pensioen niet betaald 1.686 en protesteerden 1.048 : weg met Amerika ! Opperste <font color='red'>bestuurder</font> Bremer 6.934 ontsloeg 3.321 het hele leger en alle veiligheidsdiensten en maakte in één klap 400.000 gewapende maar brodeloze mannen tot vijand : dood aan de Amerikanen ! Waarschijnlijk voegt slechts een
S_W_P_N-1397-43021-187	-0.0871739193660944	0.0887489156997403	N	bestuurder	bestuurder.N-S_W_P_N-1397-43021-187	de ` gratis ' aandelen . Maar aandeelhouders , onder wie P. de Vries van de Vereniging van effectenbezitters ( VEB 3.483 ) , hadden felle kritiek op het plan waarmee <font color='red'>bestuurder</font>s maximaal 2.627 twee basissalarissen 6.062 per jaar extra kunnen verdienen 1.787 . Zo zou topman J. van der Veer bijvoorbeeld maximaal voor ruim 2 miljoen euro per jaar in aandelen extra kunnen krijgen
S_W_P_N-4239-134692-102	-0.065635461874456	0.00470129507763298	N	bestuurder	bestuurder.N-S_W_P_N-4239-134692-102	inleveren . ' Maandag werd bekend dat de sportbonden de komende twee jaar 15 miljoen aan subsidies kwijtraken , veelal geld waarmee ze hun organisatie 1.062 financieren . Gisteravond kwamen veel <font color='red'>bestuurder</font>s voor ` spoedberaad 5.352 ' bijeen op Papendal 4.016 . Bestuurders 4.251 als Bert Bode , directeur van gymnastiekbond KNGU die de komende twee jaar 850 duizend euro kwijtraakt . Rien van Haperen
S_W_P_N-4781-153024-144	-0.200085499538113	0.0189736297898287	N	bestuurder	bestuurder.N-S_W_P_N-4781-153024-144	tien jaar doet hij in keramieken hondenbakjes . Iedereen in Hongkong kent hem , en omgekeerd . Over zijn vele functies 1.611 wordt de lezer niet in het ongewisse 1.836 gelaten : <font color='red'>bestuurder</font> van de Hongkongse 3.171 Kamer van Koophandel , ex-voorzitter 3.73 van de Rotary Club en Country Club , medeoprichter van de Dutch Business Association . Litmaath heeft de plaatselijke Nederlandse vereniging geleid
S_W_P_N-5331-171692-94	-0.068435748117493	-0.00705573559787639	N	bestuurder	bestuurder.N-S_W_P_N-5331-171692-94	twee zoons zijn spoorloos sinds 9 april , de dag dat Amerikaanse troepen de Iraakse hoofdstad Bagdad innamen . In een radioboodschap 6.468 aan het Iraakse 1.563 volk zei de Amerikaanse 1.702 civiele 5.675 <font color='red'>bestuurder</font> in Irak 1.983 , Paul 3.436 Bremer 6.934 : """" Ik ben Saddam Hussein en zijn zoons zeker niet vergeten . Zij kunnen wel of niet in leven zijn . Tot het moment
S_W_P_N-4919-157516-485	-0.0907691995435421	-0.0222640467171763	N	bestuurder	bestuurder.N-S_W_P_N-4919-157516-485	te worden tot voorzitter van het NOC*NSF , de koepel van georganiseerd sportend Nederland . In vrije verkiezingen - een novum 3.405 - versloeg zij een andere politicus 3.551 , althans politiek <font color='red'>bestuurder</font> , de PvdA-burgemeester van Zaanstad 3.273 Ruud 1.669 Vreeman . Het gaat mij niet om de sport of deze koepel , en al helemaal niet om genoemde personen , maar om een
S_W_P_N-5199-168147-1401	-0.0764302567568432	-0.032244142559951	N	bestuurder	bestuurder.N-S_W_P_N-5199-168147-1401	is hij onliberaal . Partijprominenten Henk Vonhoff en Arthur Docters van Leeuwen , die in 2003 D66 verruilde voor de VVD , missen het radicale Kamerlid 1.56 niet . Maar sommige <font color='red'>bestuurder</font>s twijfelen . Wethouder 2.64 Inez 2.489 Pijnenburg uit Arnhem 1.789 vindt dat de VVD haar rechterflank goed moet afdekken . ' Als er ineens een partij naast de VVD ontstaat , is daar
S_W_P_N-5172-167009-87	0.116506530464436	-0.283309982459222	N	bestuurder	bestuurder.N-S_W_P_N-5172-167009-87	belangrijkste noviteit is de Multi Mode Transmission ( MMT ) , een zogenoemde sequentiële automaat . Die werkt eigenlijk hetzelfde als de traditionele handbak , alleen wordt het schakelen 1.176 de <font color='red'>bestuurder</font> uit handen genomen . Handbediening 8.79 kan ook , door de pook heen en weer te bewegen . De MMT werkt minder gecompliceerd dan een echte automaat en dat is helaas
S_W_P_N-1894-59526-59	-0.0815380869292997	0.0562071273751418	N	bestuurder	bestuurder.N-S_W_P_N-1894-59526-59	geen goede oplossing is gevonden voor al dat autoverkeer dat van en naar de nieuwe bedrijven trekt . En dat ligt nu eens niet aan de inzichten van de lokale 4.49 <font color='red'>bestuurder</font>s , maar vooral aan de grenzeloze besluiteloosheid 3.341 van de rijksoverheid 1.989 . Al tientallen jaren hikken we aan tegen het toenemend autogebruik , en al die tijd hebben we niet het
S_W_P_N-4389-140719-177	0.0817381539704223	0.00308975640818599	N	bestuurder	bestuurder.N-S_W_P_N-4389-140719-177	zo constateert Van Engelen , de meest vreemde capriolen uithalen om een ziekenauto te ontwijken . Volgens verkeersorganisatie 3VO ligt het aan de harde geluidsinstallaties 3.005 in veel auto's 3.161 , dat <font color='red'>bestuurder</font>s de sirenes 2.37 te laat horen . Het aantal ongevallen 3.104 waarbij de verantwoordelijkheid bij de ambulance ligt , is volgens de Ravu nihil . De oorzaak van het ongeluk van vorige
S_W_P_N-1024-31100-527	-0.0793626387593959	0.0405493496470457	N	bestuurder	bestuurder.N-S_W_P_N-1024-31100-527	voor het eerst in : de top van farmabedrijf GlaxoSmithKline zag een enorme gouden handdruk in rook opgaan . Bij een groot aantal bedrijven 2.44 stegen 1.042 de vaste salarissen 4.144 van de <font color='red'>bestuurder</font>s slechts gematigd 1.817 . Neem Arcadis 3.324 , een ingenieursbureau 2.492 met achtduizend werknemers , vroeger bekend onder de naam Heidemij . De vaste salarissen van topman Noy en zijn collega's stegen met
S_W_P_N-2412-76976-146	-0.119238757383615	0.107990345812403	N	bestuurder	bestuurder.N-S_W_P_N-2412-76976-146	, respectievelijk wanneer foute prestaties directe straf opleveren , financieel of anderszins . Zolang dit type elementaire fouten worden gemaakt in het denken over organisatie 1.062 en beïnvloeding 2.895 van gedrag 1.209 van bestuurders , helpt geen enkel rapport en zeker geen culturele revolutie om tot verantwoordelijk gedrag van <font color='red'>bestuurder</font>s te komen . In het bedrijfsleven is de tijd van culturele revoluties voorbij ,
S_W_P_N-3591-113174-68	0.0248900434002452	-0.0123894556476126	N	bestuurder	bestuurder.N-S_W_P_N-3591-113174-68	de politie vrijgegeven . Voorbijgangers zagen langs de Schroeder van de Kolklaan een auto in een greppel liggen . In de wagen 2.405 bevonden zich twee gewonde 1.72 mannen : de 23-jarige 3.12 <font color='red'>bestuurder</font> uit Barendrecht 1.971 en een 22-jarige 3.019 passagier 3.218 uit Poortugaal . Onder de auto lag het dodelijke slachtoffer . Uit onderzoek is gebleken dat deze man ook in de auto had gezeten
S_W_P_N-4201-133744-852	-0.0769270139097683	0.0280401233979224	N	bestuurder	bestuurder.N-S_W_P_N-4201-133744-852	de PvdA alleen moet wachten op de lokale oplossingen van de bestuurders in het land om die te vangen in een nieuw PvdA-programma . Maar als het niet de lokale 4.49 <font color='red'>bestuurder</font>s zijn die Bos 1.068 moeten helpen aan de oplossingen voor de problemen met integratie , woningnood en criminaliteit , wie zijn het dan wel ? De leden van zijn 42-koppige fractie
