pmi	cw
2.1172252	marinier/noun
1.2425202	markeer/verb
0.390713	marketing/noun
0.33381984	massa/noun
3.3817883	massa_hysterie/noun
3.8067791	massa_product/noun
2.8282654	massa_productie/noun
0.6619533	massaal/adj
2.4784846	massamedium/noun
3.1897693	masse/adv
1.592935	massief/adj
0.46774954	materieel/adj
1.9280784	matroos/noun
0.45660463	maximum/noun
0.20459875	me/pron
2.2168598	medaille/noun
5.7898154	medaille_winst/noun
0.09495113	medewerker/noun
0.62734795	medewerkster/noun
0.062685594	medicijn/noun
2.5391881	mediteer/verb
0.2150514	mee/adv
0.07362944	mee/part
6.4255776	mee_schreeuw/verb
1.5999753	meedogenloos/adj
0.29507476	meer/noun
4.3662896	meer_kamp/noun
5.5589623	meer_kamp_ster/noun
4.81845	meer_kamper/noun
1.1415478	meerder/adj
4.072738	meesmuil/verb
1.1336461	meeste/adj
0.20183076	meester/noun
2.8391783	meeting/noun
3.8961637	mega_ster/noun
1.7584355	meid/noun
0.91623735	meisje/noun
1.8880278	melancholisch/adj
0.1737035	meld_aan/verb
1.6275647	meld_af/verb
3.8946319	melk_productie/noun
3.842742	melkerij/noun
0.60107636	melodie/noun
2.9059138	melodische/adj
1.2093886	memoires/noun
1.3308783	meng/verb
1.1248978	menig/det
0.3489675	mens/noun
6.3060865	mens_lijk/noun
1.2126716	menselijkheid/noun
0.48887405	mensheid/noun
1.0713891	mentaal/adj
0.85218143	merkbaar/adj
1.6204697	merknaam/noun
0.62949663	metaal/noun
3.912233	metaal_arbeider/noun
0.5376481	meteen/adv
2.823289	meter/noun
1.9625473	meter_hoog/adj
0.24346106	methode/noun
0.39160648	metro/noun
1.3793031	metro_station/noun
2.0127327	meute/noun
2.8155959	micro/noun
1.2964873	microfoon/noun
1.1488377	middag/noun
0.81908303	middags/adv
1.9266802	middaguur/noun
1.0886501	middel/prep
2.3703206	middeleeuwen/noun
0.65020233	middelgroot/adj
1.059422	middelpunt/noun
0.03807702	midden/adv
1.4931812	midden/prep
0.22272307	middernacht/noun
1.8689113	mier/noun
4.5058312	mier_nest/noun
3.4027169	migratie_stroom/noun
1.9870299	mijl/noun
1.4394716	mijlpaal/noun
0.11189411	mijn/det
0.436385	mijn/noun
1.5215573	mijnwerker/noun
0.26308918	mik/verb
0.12755512	mild/adj
3.6036649	milieu_bewust/adj
4.7970915	milieu_dossier/noun
0.92314285	milieuvriendelijk/adj
1.3013505	militie/noun
0.70847416	millennium/noun
0.4658718	milli_meter/noun
2.0410063	miltvuur/noun
2.762312	mimiek/noun
1.0375603	min/noun
2.8589747	minder/adv
0.7244569	minderheid/noun
2.8368375	minderheid_belang/noun
2.825004	minderheid_groep/noun
1.6145406	miniem/adj
0.06669616	minimaal/adj
0.6668823	minimum/noun
1.133259	ministerieel/adj
0.22804537	ministerraad/noun
4.907918	minkukels/noun
0.52925366	minst/adj
1.9983388	minste/adj
0.067054234	minuut/noun
2.0255413	minuut_DIM/noun
1.8954628	minzaam/adj
1.8561543	mirakel/noun
1.0448079	mis/adj
0.67934996	mis/noun
1.2016524	mis/part
1.8219472	misdadig/adj
0.9918221	misdadiger/noun
0.57283753	misluk/verb
3.686849	misnoegde/noun
3.8203273	misprijs/adj
1.648622	misselijk/adj
0.41334477	missie/noun
1.7242585	missta/verb
1.8387674	misvatting/noun
2.9799955	mobilhome/noun
6.5512905	modafinil/noun
2.3283527	modderig/adj
3.5885255	mode_bewust/adj
5.0547876	mode_student/noun
1.0588292	modieus/adj
5.4437876	module/adj
0.85123247	moe/adj
2.7305634	moeder_ziel/noun
2.187466	moederschap/noun
0.6182672	moedig/adj
0.17409858	moeilijk/adj
3.2689865	moeilijkheidsgraad/noun
0.9968311	moeiteloos/adj
0.7233264	moeizaam/adj
1.2842292	moeras/noun
0.23729679	moet/verb
1.1921887	moet_in/verb
2.8186178	moet_over/verb
0.7571568	moet_terug/verb
1.3527865	mompel/verb
2.042542	mondain/adj
1.1298599	mondiaal/adj
1.0493382	monoloog/noun
2.1497667	monotoon/adj
1.5196289	monster/noun
3.2478445	monster/verb
1.6518989	moord/verb
3.5793276	moord_lustig/adj
2.337793	moord_uit/verb
4.234784	moordzuchtige/adj
3.555496	moot/noun
3.4267733	mopper/adj
1.3632993	mor/verb
0.27284622	morgen/adv
1.1389242	morgenavond/adv
3.472472	mortuarium/noun
0.1302053	moslim/noun
4.6198144	moslim_militant/noun
3.4730742	moslim_terrorist/noun
3.2536323	motards/noun
0.16756392	motie/noun
5.55654	motor_duivel/noun
3.650828	motor_home/noun
0.51466644	motor_rijder/noun
2.3619568	motorcross/noun
3.508431	motorcrosser/noun
1.3012704	motorfiets/noun
1.6560346	motorkap/noun
2.0401673	muis/noun
3.0343013	muis_DIM/noun
3.4933589	mullah/noun
0.075390354	multicultureel/adj
2.3036678	mummie/noun
0.64341867	munt/noun
1.2819817	munt/verb
2.5139394	munt_uit/adj
2.1846938	mus/noun
0.35509655	museum/noun
1.3065404	musicus/noun
4.280997	muskiet/noun
0.7071562	muur/noun
5.9998074	muziek_act/noun
2.2251422	muziek_school/noun
0.44204843	muzikant/noun
1.0275108	mysterieus/adj
1.7326081	mystiek/adj
0.38134742	mythe/noun
2.4137094	na_maak/noun
6.5056205	na_prater/noun
0.17088392	naakt/adj
2.546237	naamloos/adj
0.62181073	naar/adv
0.27219924	naar/prep
2.5745304	naargeestig/adj
0.75836617	naartoe/prep
0.30685854	naast/prep
0.042129584	nabestaande/noun
0.97465485	nabij/adj
0.61194676	nabij/prep
0.8574094	naburig/adj
4.2442913	nacht_portier/noun
1.8984107	nacht_rust/noun
1.275593	nachtelijk/adj
0.025036031	nachts/adv
0.09422989	nader/adj
0.6575332	nader/verb
5.0835166	nagel_schaar_DIM/noun
1.6224713	nageslacht/noun
5.8994846	najaar_aanbieding/noun
5.5247912	namiddag_sessie/noun
6.1001554	nanobots/noun
5.8124733	nasty/noun
0.72191066	nat/adj
1.9200225	natie/noun
2.8137248	nationaal-socialisme/noun
0.21054962	nationaal/adj
2.1619053	nationalist/noun
0.8065016	nationalistisch/adj
0.72384226	nationaliteit/noun
2.0281415	natuurramp/noun
0.41115755	nauw/adj
0.4994469	nauwelijks/adv
1.5480636	nauwlettend/adj
2.860497	navolger/noun
1.5305403	navolging/prep
1.5860249	nazi/noun
3.6510677	nazistische/adj
6.211708	nazomer_zon/noun
2.2155607	nazorg/noun
0.2413892	naïef/adj
1.8810153	naïviteit/noun
3.8785393	nectar/noun
0.58348364	nederzetting/noun
2.2969265	neem/verb
1.1100252	neem_door/verb
0.08034182	neem_in/verb
0.93427473	neem_terug/verb
1.0198903	neem_voor/verb
0.9303423	neem_weg/verb
0.35879615	neer/part
0.41898304	negeer/verb
0.018748535	negen/noun
1.3849905	nek/noun
3.2239263	nek_slag/noun
3.9551992	neo_fascist/noun
2.628232	neo_nazi/noun
0.80456394	nestel/verb
2.4619114	nestor/noun
0.71345973	net/adj
0.0376635	net/adv
5.276955	neuroten/noun
1.6194153	new/noun
1.1907328	nicht/noun
2.1763685	niemandsland/noun
1.8324022	nietsvermoedend/adj
2.1469903	nietszeggend/adj
0.18513322	niettemin/adv
4.950111	nieuw_station/noun
1.9745454	nieuwbouw_wijk/noun
2.4717855	nieuwsgierig/adj
1.0923946	nieuwsgierigheid/noun
2.720106	nijlpaard/noun
0.64161843	niks/adv
0.0047015343	niks/noun
0.77460796	nipt/adj
0.17166018	niveau/noun
1.4499587	no/noun
0.10279674	nochtans/adv
0.084025286	nodig_uit/verb
1.4089603	noemenswaardig/adj
0.013597271	nog/adv
0.5244775	nogal/adv
0.75593555	nogmaals/adv
0.875978	nominatie/noun
2.357143	non-stop/adj
2.1667514	nonchalance/noun
6.35147	nondedju/noun
2.1713297	nood_hulp/noun
0.8049679	noodlijdend/adj
1.3740712	noodlot/noun
1.7577578	noodzaak/verb
0.82930195	noorden/noun
2.866829	noot_DIM/noun
6.745571	norandrosteron/noun
0.30302402	normaal/adj
5.2954173	normalerwijze/adv
1.3179321	normaliter/adv
2.1653929	nors/adj
1.0370858	nostalgisch/adj
0.77787733	nota/adv
0.65085185	noteer/verb
0.3601905	nou/adv
2.8648596	noviteit/noun
4.4319243	nozems/noun
0.008425428	nu/adv
0.88387686	nuchter/adj
4.584418	nuffige/adj
0.41877353	nummer/noun
3.1988864	nummer/verb
1.5853963	nummertje/noun
1.5994818	oase/noun
0.60954314	obstakel/noun
0.07380975	ochtend/noun
3.6937108	ochtend_handel/noun
1.1855348	oefening/noun
0.5485641	oever/noun
0.31439614	of/adj
0.57705504	of/adv
3.2741575	off/adj
0.7987732	offer_op/verb
1.3920275	ogenschijnlijk/adj
2.580599	olie_bedrijf/noun
0.12904233	olie_prijs/noun
2.4320457	oliebol/noun
2.6807907	olietanker/noun
2.035483	olifant/noun
2.2374976	olijk/adj
1.5784236	olympisch/adj
5.0987067	om_stoot/verb
1.0918005	om_weg/noun
1.8855822	omarm/verb
1.4520986	omgang/noun
4.3028555	omgeploegd/adj
2.6143956	omgeven/adj
0.96795815	omheen/prep
1.376511	omhels/verb
0.72851866	omhoog/adv
5.6619005	omhooggestoken/adj
0.5933344	omlaag/adv
0.5736405	omloop/noun
4.983194	ommeland/noun
2.850068	omring/verb
3.1791723	omringd/adj
6.0836263	omroep_personeel/noun
3.2758048	omroeper/noun
1.519534	omschakeling/noun
1.8737677	omschreven/adj
0.11037277	omschrijf/verb
2.4175456	omsingel/verb
4.4482965	omsingeld/adj
0.4999038	omslag/noun
1.3244222	omstander/noun
4.7481217	omstuwd/noun
1.9045001	omver/part
1.4789342	omzeil/verb
3.1109722	omzet_verlies/noun
5.69469	omzwermd/noun
5.3016477	on_bewapend/adj
3.7032707	on_gein/noun
3.4072187	on_hygiënisch/adj
4.50696	on_kritisch/adj
3.0097444	on_ontgonnen/adj
2.9587607	on_populair/adj
2.0366042	on_stabiel/adj
5.0402455	on_wet_end/noun
4.9651756	on_zelfzuchtig/adj
2.152926	onaangeroerd/adj
2.9463515	onaanzienlijk/adj
1.2725974	onafgebroken/adj
3.5115561	onafhankelijkheid_oorlog/noun
2.9812226	onafzienbaar/adj
2.0371773	onbegonnen/adj
0.09896739	onbekend/adj
1.8674991	onbelangrijk/adj
3.1538177	onbemind/adj
0.90815574	onbereikbaar/adj
3.061204	onbeschrijfelijk/adj
2.4909656	onbesuisd/adj
3.577097	onbetamelijk/adj
1.8206383	onbewoond/adj
2.5934308	onbezonnen/adj
3.1980472	oncontroleerbaar/adj
6.282477	oncontroleerbaar_heid/noun
0.35162082	ondanks/prep
0.6824513	onder/part
1.1144391	onderaan/adv
0.40154362	onderbreek/verb
1.2469755	onderbroken/adj
0.08408626	onderdak/noun
0.62085265	onderdeel/noun
0.05686622	onderga/verb
0.4532274	ondergang/noun
2.6241426	ondergewaardeerd/adj
0.18221027	ondergronds/adj
0.5171395	onderhandelaar/noun
0.39298788	onderhandeling/noun
5.7857504	onderhandeling_spel/noun
3.948393	onderhanden/adj
1.9104375	onderkant/noun
1.3796	onderken/verb
1.9788624	onderkoeld/adj
4.937873	onderneming_recht/noun
0.7955108	onderst/adj
0.37539536	ondersteun/verb
0.26884323	ondersteuning/noun
0.536279	onderstreep/verb
0.2690878	onderteken/verb
0.48458698	onderuit/adv
2.5241492	ondervoed/adj
1.1560003	onderweg/adj
0.21687165	onderwerp/verb
5.0715284	onderwijs_land/noun
2.9988127	onderzoek_journalist/noun
0.09349606	onderzoeker/noun
3.8485713	onderzoeking/noun
2.653436	ondoordringbaar/adj
1.1920246	ondraaglijk/adj
0.9704703	oneerlijk/adj
1.580649	onenigheid/noun
1.6186291	ongebreideld/adj
0.77894914	ongebruikelijk/adj
2.0711892	ongecontroleerd/adj
2.3989906	ongedierte/noun
2.1405334	ongeduldig/adj
2.6179328	ongegeneerd/adj
0.23921877	ongekend/adj
1.6566222	ongeldig/adj
0.39712316	ongelukkig/adj
2.1773298	ongemerkt/adj
1.611051	ongenaakbaar/adj
0.25457597	ongenoegen/noun
0.67823243	ongerust/adj
1.5510559	ongeschonden/adj
2.880502	ongetrouwd/adj
0.10832744	ongetwijfeld/adv
0.25620842	ongewoon/adj
2.6806998	ongeïnteresseerd/adj
1.6198558	onhandig/adj
2.1686747	onheil/noun
3.7543511	onheil_profeet/noun
3.0714989	onherbergzaam/adj
1.0874481	onherroepelijk/adj
2.5246158	onherstelbaar/adj
1.7476398	onjuist/adj
2.9736385	onklopbaar/adj
0.67152876	onmiskenbaar/adj
0.021941463	onmogelijk/adj
5.8792367	onneembaar/adj
0.14946939	onnodig/adj
2.8149197	onomstreden/adj
1.4542965	onontbeerlijk/adj
2.450941	onooglijk/adj
1.8038152	onopgemerkt/adj
1.3024611	onophoudelijk/adj
3.627476	onoverkomelijk/adj
2.104302	onoverzichtelijk/adj
2.307041	onpartijdig/adj
3.398235	onplezierig/adj
3.4906986	onreglementair/adj
0.49766245	onrust/noun
2.0141323	onschendbaarheid/noun
0.29272214	onschuldig/adj
1.0243567	ontbeer/verb
2.2798822	ontbering/noun
0.33188644	ontbijt/noun
1.574329	ontbreek/adj
2.7064862	ontegenzeggelijk/adj
1.1628478	ontelbaar/adj
0.97839284	ontgoochel/verb
2.4027016	ontgroei/verb
0.74267846	onthaal/verb
1.8188319	onthoofd/verb
0.66199756	onthul/verb
2.504595	onthutst/adj
3.5504932	ontij/noun
1.2652413	ontketen/verb
0.17118697	ontkom/verb
3.3172038	ontkoppel/verb
2.0686347	ontloop/verb
1.1181101	ontmantel/verb
4.4633183	ontmijnen/noun
2.756999	ontmijningsdienst/noun
0.029034916	ontmoet/verb
0.4640868	ontpop/verb
0.51476026	ontroerend/adj
0.00088327826	ontsla/verb
1.6686113	ontslagen/adj
0.8034226	ontsnap/verb
1.1415544	ontspannen/adj
1.573833	ontspanning/noun
0.5137289	onttrek/verb
1.2703983	ontwaak/verb
2.1921682	ontwapening/noun
0.9260321	ontwijk/verb
2.469906	ontworstel/verb
2.608711	ontwricht/verb
0.99328434	ontzeg/verb
5.0489454	ontzet/noun
3.8509123	onvast/adj
1.3691931	onveilig/adj
2.162681	onverantwoordelijk/adj
1.3184441	onverbiddelijk/adj
1.8658073	onverdeeld/adj
1.612487	onvergetelijk/adj
1.4201611	onverhoopt/adj
1.5257307	onverschillig/adj
2.2442913	onverstaanbaar/adj
0.8191961	onvoorstelbaar/adj
0.33120954	onvrede/noun
1.9843755	onwaardig/adj
3.1503215	onweerlegbaar/adj
1.1848692	onweerstaanbaar/adj
1.7746624	onwennig/adj
2.636157	onwetend/adj
2.4098186	onwezenlijk/adj
1.813241	onwil/noun
0.10297108	onzeker/adj
0.29866657	onzichtbaar/adj
0.8515463	oog/adj
0.45084372	oog/noun
1.0920912	oog/prep
4.6085005	ooien/noun
0.9199023	oord/noun
0.05348278	oordeel/noun
0.14654712	oorlog/noun
3.7604885	oorlog_machine/noun
2.3803697	oorlog_tijd/noun
3.569992	oorlog_tribunaal/noun
3.7070696	oorlog_verslaggever/noun
2.2492988	oorlog_veteraan/noun
3.3187513	oorlogszuchtige/adj
1.7008142	oorverdovend/adj
0.826757	oostelijk/adj
1.1437873	oosten/noun
2.7132258	ooster_buur/noun
1.0132768	op/adj
0.280667	op/part
0.32428747	op/prep
5.2063375	op_genaaid/adj
3.2132232	opdringerig/adj
1.6543102	opeens/adv
0.31477037	open/adj
3.9072611	open_zwaai/verb
0.53486896	openbaar/noun
5.5405397	openbaar_maak/verb
2.169965	opener/noun
1.912312	opening_dag/noun
5.837791	openingssequentie/noun
0.25347576	opera/noun
1.6974074	opera_tor/noun
1.8724298	opera_toren/noun
5.3016477	opgedirkte/noun
3.8372355	opgedroogd/adj
3.567396	opgefokt/adj
3.9565008	opgehitst/adj
3.8396082	opgejaagd/adj
4.481868	opgejut/adj
2.7356412	opgeklopt/adj
2.3714545	opgekomen/adj
1.1522429	opgeleid/adj
1.5240707	opgelopen/adj
2.0775356	opgelost/adj
3.0728436	opgeschoten/adj
1.6729827	opgetrokken/adj
3.1213715	opgetrommeld/adj
5.168429	opgewacht/adj
2.175271	opgewonden/adj
1.0550828	opheffing/noun
0.7227958	opiniepeiling/noun
2.6536129	oplettend/adj
1.0007802	oplopend/adj
0.28901434	opper/verb
1.7689104	oppermachtig/adj
2.591433	oproer/noun
3.5281088	oproer_politie/noun
1.436166	opsporing/noun
3.041502	opstand/noun
1.2289099	opstandig/adj
0.88265646	opsteker/noun
2.2909036	opstel/noun
0.5115967	opteer/verb
0.5083913	optie/noun
4.7754407	optie_recht/noun
0.4220041	optimisme/noun
1.8006238	optocht/noun
0.9762244	opwachting/noun
2.7373717	opwekkend/adj
1.7451693	opwinding/noun
0.32835948	opzet/noun
0.10002705	opzij/adv
3.230837	opzij_schuif/verb
0.34671888	oranje/adj
0.5148228	orde/noun
5.4437876	orde_bewaarder/noun
2.890096	ordehandhavers/noun
3.3452568	oreer/verb
0.8761949	orgaan/noun
0.09315926	organisatie/noun
5.379609	orks/noun
4.4037757	oud_kampioen/noun
5.535789	oud_lerares/noun
3.2494488	ouderling/noun
2.7832458	ouderpaar/noun
0.37671095	ouderwets/adj
1.0358388	oudsher/adv
4.486836	outback/noun
6.240056	outdoorseizoen/noun
1.2554872	outsider/noun
0.14253488	over/noun
0.34978798	over/prep
1.4558045	over_vol/adj
0.4867333	overal/adv
0.8794142	overbodig/adj
1.6351256	overbrug/verb
1.7396787	overdaad/noun
0.9118854	overdekt/adj
2.1702924	overdonder/adj
0.31746757	overeen/part
0.08822799	overeenstemming/noun
1.0539027	overeind/adj
2.8447332	overgang_jaar/noun
2.1819847	overgang_regering/noun
2.188114	overgave/noun
0.785418	overgebleven/adj
1.7429837	overhand/noun
1.8301083	overheers/adj
1.163665	overheers/verb
0.83225423	overkant/noun
0.09326183	overkom/verb
2.5278878	overlap/verb
1.0792702	overleef/verb
3.0532548	overloop/noun
1.2355525	overnacht/verb
0.03359138	overname/noun
3.8338213	overrompel/verb
2.4291751	overschrijd/verb
3.391272	overspoel/verb
2.7640398	overstaan/prep
0.08795587	overstap/noun
2.0970736	overstem/verb
3.311977	overstroom/verb
0.4361971	overtuiging/noun
1.48564	overval/verb
0.9966202	overvloed/noun
1.8329344	overweldigend/adj
2.8835447	overwin/verb
1.1051791	overzie/verb
5.4423475	où/noun
0.8208651	pa/noun
1.6636833	paal_DIM/noun
0.5726715	paar/noun
6.1398206	paar_kampioenschap/noun
0.9672088	paard/noun
6.5056205	paard_mens/noun
2.2298229	paard_sport/noun
3.9865808	paas_zaterdag/noun
4.7342052	pack/noun
0.9827772	pad/noun
1.0236456	paddestoel/noun
0.6080729	pak/noun
0.5448741	pak/verb
1.1360489	pak_af/verb
0.9949509	pak_in/verb
2.4418783	pak_mee/verb
1.7783064	pakhuis/noun
1.1340139	palm_in/verb
2.4303455	paniekerig/adj
3.9998677	pantalon/noun
2.3034809	pantser_wagen/noun
4.878951	paparazzi/noun
1.9442135	paraat/adj
1.8253042	paraat_heid/noun
1.3518955	parallel/noun
2.207485	paranoïde/adj
2.0307963	paraplu/noun
1.2910018	pardon/noun
4.770284	parel_wit/adj
1.0840352	parfum/noun
0.6308858	park/noun
4.4377036	parkeer_overlast/noun
2.1993618	parkeer_probleem/noun
1.4135442	parkoers/noun
0.86505616	parlement/noun
0.74923676	parlementair/adj
3.8206115	parochie_huis/noun
1.0981871	partij_DIM/noun
1.7098644	partij_congres/noun
3.225336	partizaan/noun
2.073584	pas/noun
0.24384256	pas_op/verb
2.8639855	pasfoto/noun
2.0174992	passeer/adj
0.76330394	passeer/verb
4.048885	patchwork/noun
1.3150043	pedofiel/noun
2.1232815	pedofilie/noun
1.2876097	peer/noun
2.8351383	peins/adj
0.29620916	peleton/noun
2.9231436	pelgrim/noun
0.06723567	pen/noun
1.5597311	pendel/verb
1.78958	pendelaar/noun
1.8704062	penis/noun
2.6919456	pensioen_stelsel/noun
5.435179	pensioen_trekker/noun
5.920151	pentatlon/noun
0.15905616	per/adv
0.40677088	perfect/adj
0.4993802	permanent/adj
1.0630044	perron/noun
1.0021894	pers/noun
1.3738743	pers/verb
1.7469784	pers_agentschap/noun
3.0717676	pers_centrum/noun
4.716643	pers_fotograaf/noun
3.6783068	pers_kaart/noun
4.9065137	pers_lieden/noun
4.4573903	pers_mens/noun
5.3959584	pers_tent/noun
3.7647805	pers_tribune/noun
3.2110188	pers_verklaring/noun
5.7324305	pers_volk/noun
0.09006475	persoonlijk/adj
1.4264183	pest/noun
5.920151	peuleschil/noun
0.90447843	pianist/noun
2.6912103	piek_fijn/adj
1.5340148	pieker/verb
2.3679237	piep/verb
6.5056205	piercer/noun
4.171456	pieten/noun
0.87302077	pijl/noun
1.9305658	pijn_punt/noun
4.730668	pijntje/noun
0.25398153	pik/verb
2.159221	pik_in/verb
0.81264615	pik_mee/verb
1.5236704	pint_DIM/noun
3.1783388	pissig/adj
1.8064667	pittoresk/adj
5.3437724	pizza_tent/noun
0.37115645	pk/noun
1.3304834	plaag/noun
1.7622657	plaag/verb
0.12968983	plaats/verb
4.733497	plaats_op/verb
0.08828922	plaatselijk/adj
0.6112291	plaatsing/noun
1.5018699	plak/noun
5.8124733	plan_trekker/noun
1.3898246	planeet/noun
0.63439506	planning/noun
0.34395614	plant/verb
1.725447	plant_DIM/noun
0.7801037	plat/adj
4.8752913	plat_loop/verb
1.822795	plateau/noun
0.6973591	platteland/noun
0.050526716	play-off/noun
2.9107084	playboy/noun
0.77577776	plechtigheid/noun
1.2123785	plein/noun
1.2026058	plein_DIM/noun
1.9401878	pleit/noun
0.36905497	plek_DIM/noun
0.306693	plekke/noun
1.9326291	plenair/adj
1.0710073	plezierig/adj
0.056118112	plicht/noun
1.2957587	ploeg_genoot/noun
0.17685811	ploeg_leider/noun
1.2811935	plotseling/adj
2.3435524	pluche/adj
2.727224	pluimage/noun
4.297346	plunder/adj
1.8263676	plunder/verb
2.621397	plunderaar/noun
0.780797	plus/noun
1.4950686	pluspunt/noun
0.916191	podium/noun
1.5286856	podium_plaats/noun
2.8597355	poespas/noun
2.3059154	poets_vrouw/noun
6.046088	pol_hoog/adj
4.300556	pol_stok/noun
0.30084854	politicus/noun
1.5737759	politie_agent/noun
2.8572376	politie_begeleiding/noun
1.3893996	politie_bureau/noun
0.5410669	politie_dienst/noun
4.0017967	politie_escorte/noun
3.4960263	politie_film/noun
2.5820806	politie_macht/noun
2.7528863	politie_wagen/noun
4.4951715	politiek_strategisch/adj
0.007689771	politieman/noun
0.46258193	politiemens/noun
5.6095324	pols_stok_hoog_spring/verb
4.107157	pols_stok_spring/verb
3.370851	polshorloge/noun
3.126328	polyvalent/noun
5.2941756	pont_DIM/noun
3.0454993	pontificaal/adj
2.8200798	ponton/noun
1.5487376	pony/noun
0.9833349	poog/verb
2.0823843	poort/noun
1.8362243	pop_DIM/noun
5.067564	pop_act/noun
2.2397962	pop_ster/noun
2.82595	pop_theater/noun
5.254049	popel/adj
0.0049741324	populair/adj
2.2069755	populist/noun
1.3580048	porno/noun
0.5350817	portier/noun
0.9802671	portretteer/verb
2.6734676	poseer/verb
0.41675195	post/noun
2.6928654	post_kaart/noun
0.80311656	post_kantoor/noun
1.8618307	posteer/verb
5.55654	postmodernistisch/adj
2.5641196	pot_kijker/noun
1.2643894	potentieel/adj
1.4599935	pover/adj
5.640623	powerlifting/noun
0.63559407	poëtisch/adj
6.4748487	pr's/noun
4.0498376	pr/noun
4.5075245	pr_adviseur/noun
0.06271876	practisch/adj
2.1407719	pre_pensioen/noun
6.35147	pre_pensioen_leeftijd/noun
1.6620897	predikant/noun
2.6513147	prefect/noun
1.7262169	premierschap/noun
0.21653897	première/noun
3.3137734	prepareer/verb
0.7658141	presidentschap/noun
2.7086344	pressie/noun
0.50120884	prestatie/noun
0.6674771	presteer/verb
1.3420733	prestige/noun
0.06796214	prestigieus/adj
4.8521657	prevel/adj
3.3750296	prietpraat/noun
0.9157379	prik/verb
0.40912044	primeur/noun
0.3750554	principieel/adj
2.8841727	prins_paar/noun
0.950342	prinses/noun
0.4063671	privaat/adj
0.30376837	privacy/noun
3.5779886	privé_domein/noun
5.601065	privé_fonds/noun
0.024995524	probeer/verb
0.6640103	probeer_uit/verb
1.2072406	probleemloos/adj
2.7076063	procedureel/adj
1.6894692	producer/noun
4.887058	product_innovatie/noun
0.86443764	proef/verb
5.4940195	proef_fase/noun
4.252576	proef_vlucht/noun
1.4373192	proefpersoon/noun
5.5893297	prof_atlete/noun
2.8123755	prof_carrière/noun
2.9083083	prof_renner/noun
3.8609242	profile/noun
0.827284	profiteer/verb
3.336285	programma_onderdeel/noun
1.119922	progressie/noun
1.3453447	project_leider/noun
0.6360411	projectontwikkelaar/noun
0.53599155	prominent/adj
0.68463534	promotie/noun
2.42491	promotie_campagne/noun
1.9665456	promovendus/noun
0.7892851	prompt/adj
2.1002572	prooi/noun
1.9092808	prop/verb
1.0329822	propaganda/noun
1.5136018	propageer/verb
1.1134144	prostituee/noun
3.1373193	protectionisme/noun
3.0004385	protest_brief/noun
1.3320163	protestante/noun
2.6473498	protesteer/adj
0.37091723	protesteer/verb
0.88766825	protocol/noun
3.706816	protocollaire/adj
3.1898448	provinciaal/noun
2.8263705	provincie_hoofdstad/noun
1.701258	proza/noun
1.7118982	prullenbak/noun
0.23223257	psychiater/noun
6.1141415	psychologie_studente/noun
1.3933165	psychologisch/adj
2.431644	pub/noun
1.5752617	puber/noun
4.988663	puber_meisje/noun
3.8386817	puberale/adj
0.19923112	publicatie/noun
3.9842346	publiek_favoriet/noun
6.441082	publiek_manifestatie/noun
1.6076874	publiek_trekker/noun
1.9604214	puik/adj
1.3340362	puin/noun
1.7061177	puinhoop/noun
5.214324	pulseer/verb
1.6083094	punk/noun
0.47573912	punt/noun
3.9445248	puntengrens/noun
1.7049178	pupil/noun
0.33091465	put/verb
2.0137823	puzzel/noun
5.4481196	puzzelaars/noun
3.8710375	pygmeeën/noun
0.9443747	raak/verb
1.3395971	raak_aan/verb
4.3432555	raak_heen/verb
0.2632229	raak_kwijt/verb
0.109638005	raam/noun
1.0590627	raap/verb
0.5043053	raar/adj
2.0154715	raas/verb
1.7264142	race/noun
3.538845	race_baan/noun
4.370961	race_team/noun
4.7806244	radio_man/noun
3.7734199	radio_verslaggever/noun
1.8557558	ramadan/noun
2.5669556	rammel/verb
3.245283	ramp_plek/noun
3.7732842	ramp_toerist/noun
0.8489441	rampzalig/adj
4.3384733	rand_groep_jongere/noun
2.3758016	rand_voorwaarde/noun
0.92780286	rang/noun
1.2246931	ranglijst/noun
0.9143692	rapper/noun
0.5918022	ras/noun
2.05433	ras_echt/adj
5.032575	ras_talent/noun
2.0489502	rat/noun
4.5041404	rat_plaag/noun
2.9687757	rationaliteit/noun
0.81454337	rationeel/adj
1.3448904	ravage/noun
1.1604295	razend/adj
0.63385487	razendsnel/adj
3.1463308	razernij/noun
3.9939907	reageer_bui_bevruchting/noun
0.1507107	rebel/noun
0.5156988	recept/noun
0.28001472	receptie/noun
0.06373735	recht/adj
1.6649336	recht/part
2.473299	rechter_been/noun
0.7706085	rechter_hand/noun
2.171166	rechter_knie/noun
1.914169	rechterkant/noun
1.8674185	rechtlijnig/adj
0.97950375	rechtsstaat/noun
2.0168123	rechtszaal/noun
0.91496	rechtvaardig/adj
1.4387798	rechtvaardig/verb
5.060173	reclame_mens/noun
2.0028985	reclame_spot/noun
3.8062186	reclame_zuil/noun
3.3220265	record/adj
1.6981323	record/noun
4.457659	record_houd_ster/noun
1.2350597	recreatief/adj
3.297637	recta/adv
1.3021061	redacteur/noun
1.838454	redding_plan/noun
1.0795056	redenering/noun
0.7706489	reduceer/verb
0.17655583	reeds/adv
2.2345636	reeks/noun
2.4150329	reep_DIM/noun
2.5495007	reet/noun
3.4375675	refereer/adj
