id	model.x	model.y	lemma	wf	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	new_pos	new_broad_genre	mean_weight	weighted.cues_ratio
country/NNS/br-a16/703	-0.0540928059164375	0.026000295502915	country	countries	NNS	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 Trade fair. Armed with letters from embassies to ministers of <font color=green>countries</font> , especially those in the near and far east, Mrs. Geraghty	4	1	205	25	5	NNS	press	2.05	0.25
country/NNS/br-a26/1144	-0.000538756453388638	-0.0700470410369064	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 percentage of new gins in the U. S. and foreign <font color=green>countries</font>  contain machinery made in this area. The Murray Co. of	3	0	223	0	4	NNS	press	2.23	0
country/NNS/br-a34/1104	-0.0568737222851435	-0.028410071617464	country	countries	NNS	press_reportage	press	B	B	B14	B	Z	Z	Z	Z	Z	 would mean an unchecked spread of nuclear weapons to other <font color=green>countries</font>  as well as a fatal blow to any hope for	4	3	215	75	8	NNS	press	2.15	0.75
country/NNS/br-a34/1679	0.00433428105069702	-0.0112951308995386	country	countries	NNS	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 major international problems that involve the interest of many other <font color=green>countries</font> . The meeting will, however, afford a timely and convenient opportunity	3	2	196	67	7	NNS	press	1.96	0.67
country/NNS/br-a34/1717	-0.0169417381436183	-0.0232324073900915	country	countries	NNS	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 the major issues which affect the relationships between the two <font color=green>countries</font> ''. The Vienna meeting will bring together a seasoned, 67- year-old	2	1	227	50	6	NNS	press	2.27	0.5
country/NNS/br-a43/1609	-0.00442307292633631	0.00811493681210915	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 these: An international conference of the big textile-importing and textile-exporting <font color=green>countries</font>  will be called shortly by President Kennedy. Chief aims of	4	2	232	50	6	NNS	press	2.32	0.5
country/NNS/br-a43/1639	-0.045657330224097	-0.0415022493268726	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 U. S. will try to get agreement among the industrialized <font color=green>countries</font>  to take more textile imports from the less-developed countries over	5	3	261	60	6	NNS	press	2.61	0.6
country/NNS/br-a43/1648	-0.0662233106936125	-0.0678764035399945	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 industrialized countries to take more textile imports from the less-developed <font color=green>countries</font>  over the years. Point is that developing countries often build	5	2	274	40	6	NNS	press	2.74	0.4
country/NNS/br-a43/1657	-0.0172005445017429	-0.0324864880241259	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 the less-developed countries over the years. Point is that developing <font color=green>countries</font>  often build up a textile industry first, need encouragement to	4	1	266	25	6	NNS	press	2.66	0.25
country/NNS/br-a43/1698	0.240384664611435	-0.0245716333904247	country	countries	NNS	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 larger than it otherwise would. Idea is to let these <font color=green>countries</font>  earn their way as much as possible. At the same	2	1	208	50	2	NNS	press	2.08	0.5
country/NNS/br-a43/1723	0.00178559071746904	-0.0141161328901568	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 purpose of the conference will be to get certain low-wage <font color=green>countries</font>  to control textile exports- especially dumping of specific products- to	3	1	236	33	8	NNS	press	2.36	0.33
country/NNS/br-a43/1738	-0.046835652662669	-0.0545834433251488	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 textile exports- especially dumping of specific products- to high-wage textile-producing <font color=green>countries</font> . Japan, since 1957, has been`` voluntarily'' curbing exports of textiles	4	0	238	0	4	NNS	press	2.38	0
country/NNS/br-a43/1789	-0.13323042311652	0.0688545576857778	country	countries	NNS	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 for several years under the`` Lancashire Pact''. None of these <font color=green>countries</font>  is happy with these arrangements. The Japanese want to increase	3	2	208	67	4	NNS	press	2.08	0.67
country/NNS/br-a43/1888	-0.08827482265567	-0.0915342703205425	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 at the conference or through bilateral talks, the low-wage textile-producing <font color=green>countries</font>  in Asia and Europe will see that`` dumping'' practices cause	4	1	311	25	4	NNS	press	3.11	0.25
country/NNS/br-a43/2111	-0.0270569169081816	-0.00739710737095558	country	countries	NNS	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 for other lines having difficulty competing with imports from low-wage <font color=green>countries</font> . Among the highest-paid workers in the world are U. S.	4	2	235	50	8	NNS	press	2.35	0.5
country/NNS/br-b01/1558	-0.0926355759685859	-0.0173900248169877	country	countries	NNS	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 countless schemes to do away with democratic leaders in neighboring <font color=green>countries</font>  such as President Romulo Betancourt of Venezuela. It was a	4	3	273	75	4	NNS	press	2.73	0.75
country/NNS/br-b05/608	-0.0208992463300048	0.00952018923098514	country	countries	NNS	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 the world. Mr. Freeman said that in many of the <font color=green>countries</font>  he visited on a recent world trade trip people were	4	4	160	100	7	NNS	press	1.6	1
country/NNS/br-b07/252	-0.0425879022689759	-0.0897984614927721	country	countries	NNS	press_editorial	press	B	B	B14	B	Z	Z	Z	Z	Z	 from the Secretary down into political agents of the respective <font color=green>countries</font>  from which they come. The controversy now revolves mainly around	4	2	278	50	5	NNS	press	2.78	0.5
country/NNS/br-b11/1001	-0.134856330350712	-0.0416745371167599	country	countries	NNS	press_editorial	press	B3	B	B23	B	Z	Z	Z	Z	Z	 as part of the world menace allegedly looming over the <font color=green>countries</font>  of capitalism. Evidently the war drum beating and hysteria so	3	2	253	67	5	NNS	press	2.53	0.67
country/NNS/br-b13/1273	-0.103308473764548	0.0509533680448086	country	countries	NNS	press_editorial	press	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 desire to visit the`` smaller, less traveled and relatively inexpensive <font color=green>countries</font> '', and is now prepared to teach modern Greek and Portuguese	4	1	227	25	5	NNS	press	2.27	0.25
country/NNS/br-b16/263	0.00405270831732231	-0.0203293019650216	country	countries	NNS	press_editorial	press	B3	B	B23	B	Z	Z	Z	Z	Z	 any other program to solve the problems of the underdeveloped <font color=green>countries</font>  would be an investment that would pay off in world	6	4	208	67	6	NNS	press	2.08	0.67
country/NNS/br-b19/664	-0.0340025764589545	-0.0222103471766476	country	countries	NNS	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 formed so that intelligent men with good intentions from all <font color=green>countries</font>  could meet and solve problems without resorting to war. Russia	3	1	218	33	7	NNS	press	2.18	0.33
country/NNS/br-b25/1744	-0.0585096017515377	-0.040341640785459	country	countries	NNS	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 and North Vietnamese liberating the southern half of their respective <font color=green>countries</font> . Perhaps Khrushchev is in a more difficult position than any	2	1	202	50	5	NNS	press	2.02	0.5
country/NNS/br-c07/1056	-0.0137413731600728	0.00514992564214593	country	countries	NNS	press_reviews	press	B4	B	B14	B	Z	Z	Z	Z	Z	 century in England, much ahead of similar revivals in other <font color=green>countries</font> . As a result no comparable literature of the period is	4	3	175	75	6	NNS	press	1.75	0.75
country/NNS/br-c07/1967	-0.0846730994572497	0.100669244748217	country	countries	NNS	press_reviews	press	B	B	B14	B	Z	Z	Z	Z	Z	 were accompanied by Anna Mi Lee, pianist. Selections from fifteen <font color=green>countries</font>  were sung as solos and duets in a broad range	1	0	210	0	5	NNS	press	2.1	0
country/NNS/br-c16/1019	-0.0673140344833085	-0.0288498428393055	country	countries	NNS	press_reviews	press	B	B	B14	B	Z	Z	Z	Z	Z	 is Field Marshal Montgomery 's belief that in most Western <font color=green>countries</font>  about 60 per cent of the people do not really	2	2	225	100	6	NNS	press	2.25	1
country/NNS/br-c16/1072	-0.109907818666738	-0.0844123150014292	country	countries	NNS	press_reviews	press	B4	B	B14	B	Z	Z	Z	Z	Z	 are genuine Christians and believers in democracy. But these Western <font color=green>countries</font>  do care about themselves. Each feels intensely national. If, say	5	3	270	60	5	NNS	press	2.7	0.6
state/NN/br-a01/1015	0.119883892740276	0.149395180091781	state	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 governor 's race, a top official said Wednesday. Robert Snodgrass, <font color=green>state</font>  GOP chairman, said a meeting held Tuesday night in Blue	3	1	147	33	2	NN	press	1.47	0.33
state/NN/br-a01/1165	0.0491979561408476	0.0173964004210679	state	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 largest hurdle the Republicans would have to face is a <font color=green>state</font>  law which says that before making a first race, one	2	2	142	100	3	NN	press	1.42	1
state/NN/br-a01/1440	0.154541735476125	0.100131656660348	state	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 highway reconstruction bonds. The bond issue will go to the <font color=green>state</font>  courts for a friendly test suit to test the validity	2	1	174	50	2	NN	press	1.74	0.5
state/NN/br-a01/1835	0.237933696198402	-0.0995139757728125	state	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 education, provided that such funds be received and expended'' as <font color=green>state</font>  funds. Barber, who is in his 13th year as a	3	2	180	67	2	NN	press	1.8	0.67
state/NN/br-a01/413	0.0802028435101857	-0.0980797017142325	state	state	NN	press_reportage	press	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 through the welfare departments of all the counties in the <font color=green>state</font>  with the exception of Fulton County, which receives none of	2	2	173	100	5	NN	press	1.73	1
state/NN/br-a02/1165	0.0574422516112083	0.0368966314784851	state	State	NN	press_reportage	press	A2	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 attorney general and chief justice of the Texas Supreme Court. <font color=green>State</font>  representatives decided Thursday against taking a poll on what kind	3	2	163	67	6	NNP	press	1.63	0.67
state/NN/br-a02/1454	0.127125594179292	-0.0397791907978394	state	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 would increase from$ 5000000 to$ 15000000 the maximum loan the <font color=green>state</font>  could make to a local water project. Cotten construed this	3	0	133	0	2	NN	press	1.33	0
state/NN/br-a02/165	0.0757761503938151	0.217761386778198	state	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 the books`` since Texas was a republic''. It permits the <font color=green>state</font>  to take over bank accounts, stocks and other personal property	4	1	120	25	2	NN	press	1.2	0.25
state/NN/br-a02/2003	0.120414172083297	-0.0164248361043884	state	State	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 62 session upon the recommendation of Supt. Chester O. Strickland. <font color=green>State</font>  and federal legislation against racial discrimination in employment was called	2	1	208	50	3	NNP	press	2.08	0.5
state/NN/br-a02/214	0.0567073622374195	-0.0419368396422189	state	state	NN	press_reportage	press	A2	A	AB	ABC	state_treasurer%1:18:00::	A2	A	AB	ABC	 companies and other corporations to report such property to the <font color=green>state</font>  treasurer. The escheat law cannot be enforced now because it	3	1	134	33	4	NN	press	1.34	0.33
state/NN/br-a02/470	0.100484604280639	-0.0559355728971574	state	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 in the scholastic age at a reduced cost to the <font color=green>state</font> . There was no debate as the Senate passed the bill	3	3	151	100	4	NN	press	1.51	1
state/NN/br-a02/620	0.30462867897556	0.0847151382800446	state	state	NN	press_reportage	press	A2	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 saving them from coming to Austin to live in the <font color=green>state</font>  deaf school. Dallas may get to hear a debate on	3	1	144	33	2	NN	press	1.44	0.33
state/NN/br-a03/507	0.298225700838302	0.227517433902248	state	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 cases. In the two other cases he ruled that the <font color=green>state</font>  had been`` unable to make a case''. Contempt proceedings originally	3	0	181	0	1	NN	press	1.81	0
state/NN/br-a04/1377	-0.25796718331211	-0.134740652096489	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 of Cuba by exile groups''. It recommends that the United <font color=green>States</font> `` seek instead to detach the Castro regime from the Communist	1	0	172	0	2	NNPS	press	1.72	0
state/NN/br-a04/1730	0.467251350941108	-0.0983668466327233	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 gave sufficient provocation at any one time for the United <font color=green>States</font>  to want to risk a limited or an all-out war	1	0	153	0	1	NNPS	press	1.53	0
state/NN/br-a04/1805	-0.00389634235656504	-0.0999906779465425	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 of a neutralized Laos. The pro-Western government, which the United <font color=green>States</font>  had helped in a revolt against the Souvanna Phouma`` neutralist	1	0	182	0	3	NNPS	press	1.82	0
state/NN/br-a04/1848	0.02549717358203	-0.124979098731882	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 any more energy displayed after it was clear the United <font color=green>States</font>  would not back the pro-Western government to the hilt. If	1	0	197	0	2	NNPS	press	1.97	0
state/NN/br-a04/1926	-0.123798155388029	0.17550142619618	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Relations Committee. He declared on March 25 that the United <font color=green>States</font>  had erred a year and a half ago by`` encouraging	1	0	140	0	2	NNPS	press	1.4	0
state/NN/br-a04/1963	0.406298042819613	0.0948957824913886	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 check the rapid growth of juvenile delinquency in the United <font color=green>States</font> . The President is deeply concerned over this problem and its	1	0	111	0	1	NNPS	press	1.11	0
state/NN/br-a04/363	-0.110865804911382	-0.00347581485750696	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 balance sheet must be set some disappointment that the United <font color=green>States</font>  leadership has not been as much in evidence as hoped	1	0	140	0	3	NNPS	press	1.4	0
state/NN/br-a04/384	0.188979658424548	0.0804166107656395	state	State	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 hoped for. One diplomat described the tenor of Secretary of <font color=green>State</font>  Dean Rusk 's speeches as`` inconclusive''. But he hastened to	1	1	202	100	2	NNP	press	2.02	1
state/NN/br-a04/403	0.14215623675413	-0.251483772687491	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 as`` inconclusive''. But he hastened to add that, if United <font color=green>States</font>  policies were not always clear, despite Mr. Rusk 's analysis	1	0	233	0	1	NNPS	press	2.33	0
state/NN/br-a04/495	-0.287102072052963	-0.285401671979611	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 days, despite Mr. Rusk 's personal popularity, that the United <font color=green>States</font>  delegation came to Oslo in a somewhat tentative and exploratory	1	0	179	0	2	NNPS	press	1.79	0
state/NN/br-a04/536	0.187351339066363	0.084125936256524	state	State	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 with detailed application to individual danger spots. The Secretary of <font color=green>State</font>  himself, in his first speech, gave some idea of the	1	1	209	100	2	NNP	press	2.09	1
state/NN/br-a04/558	-0.0192675998165865	-0.0376446072290779	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the tremendous march of events inside and outside the United <font color=green>States</font>  that has preoccupied the new administration in the past four	1	0	141	0	4	NNPS	press	1.41	0
state/NN/br-a04/583	0.0443142126879866	-0.0343015161682011	state	State	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 where the core of NATO is concerned, the Secretary of <font color=green>State</font>  has not only reiterated the United States' profound attachment to	2	0	201	0	4	NNP	press	2.01	0
state/NN/br-a04/590	0.0442958803371267	-0.0282090049287106	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the Secretary of State has not only reiterated the United <font color=green>States</font> ' profound attachment to the alliance,`` cornerstone'' of its foreign policy	1	0	187	0	4	NNPS	press	1.87	0
state/NN/br-a04/627	-0.014240495329844	-0.051047817453899	state	State	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 at NATO 's disposal in European waters. The Secretary of <font color=green>State</font>  has also solemnly repeated a warning to the Soviet Union	1	1	181	100	8	NNP	press	1.81	1
state/NN/br-a04/641	-0.135081858706302	-0.15136068478333	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 repeated a warning to the Soviet Union that the United <font color=green>States</font>  will not stand for another setback in Berlin, an affirmation	1	0	172	0	3	NNPS	press	1.72	0
state/NN/br-a04/891	0.0247602828740864	-0.0230313342013578	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 in military actions on the ground in Laos. The United <font color=green>States</font> , State Department officials explain, now is mainly interested in setting	1	0	153	0	6	NNPS	press	1.53	0
state/NN/br-a04/893	0.01847764088281	-0.0152818164366361	state	State	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 military actions on the ground in Laos. The United States, <font color=green>State</font>  Department officials explain, now is mainly interested in setting up	2	2	156	100	6	NNP	press	1.56	1
state/NN/br-a04/949	-0.112657132212986	-0.299588125269499	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 countries attending the Geneva conference to achieve this. The United <font color=green>States</font>  hopes that any future Lao Cabinet would not become Communist	1	0	236	0	2	NNPS	press	2.36	0
state/NN/br-a05/686	0.205040361739983	0.0569628987484262	state	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 Falls City Council on July 10 and sent to the <font color=green>state</font>  house by Miss Grant. The resolution urges the governor to	3	1	127	33	2	NN	press	1.27	0.33
state/NN/br-a05/72	0.142861748634961	-0.125998252608998	state	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 Providence now has no civil defense program. Mr. Hawksley, the <font color=green>state</font>  's general treasurer, has been a part-time CD director in	4	0	102	0	1	NN	press	1.02	0
state/NN/br-a05/842	0.0463802548785956	-0.0191135710812092	state	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 time`` with the continuous problem which confronts our local and <font color=green>state</font>  law enforcement officers as a result of the laws regulating	4	3	146	75	6	NN	press	1.46	0.75
state/NN/br-a05/903	0.154726406905312	-0.0302433207124769	state	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 into the situation. There has been more activity across the <font color=green>state</font>  line in Massachusetts than in Rhode Island in recent weeks	4	1	188	25	3	NN	press	1.88	0.25
state/NN/br-a05/930	0.0752336394893747	-0.0416910570552978	state	State	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Sunday sales laws. The statutes, similar in both the Bay <font color=green>State</font>  and Rhode Island and dating back in some instances to	3	1	196	33	5	NNP	press	1.96	0.33
state/NN/br-a06/1051	0.0953359918616302	0.199115571676547	state	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 Mrs. Harriet Copeland Greenfield of 330 Woodland Ave., Westfield, as <font color=green>state</font>  chairman of the Republican Women for Jones Committee. Mrs. Greenfield	3	1	145	33	2	NN	press	1.45	0.33
state/NN/br-a06/1108	0.197032841709752	0.00319601027309608	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 an end to paper ballots in those counties in the <font color=green>state</font>  which still use them. The proposal, Sheets said, represents part	2	1	152	50	3	NN	press	1.52	0.5
state/NN/br-a06/1152	0.0495588745912052	-0.0542932651305123	state	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 service word''. Sheets said that his proposed law would offer <font color=green>state</font>  financing aid for the purchase of voting machines, enabling counties	5	3	159	60	5	NN	press	1.59	0.6
state/NN/br-a06/1193	0.0468599954106174	-0.0902751085632723	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 would ask for exclusive use of voting machines in the <font color=green>state</font>  by January, 1964. Although he pointed out that mandatory legislation	3	1	127	33	4	NN	press	1.27	0.33
state/NN/br-a06/1356	0.101692708506897	-0.00123006474292357	state	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 a lawyer. Jim Sheeran fits that description''. William J. Seidel, <font color=green>state</font>  fire warden in the Department of Conservation and Economic Development	5	1	158	20	2	NN	press	1.58	0.2
state/NN/br-a06/1398	0.037728738337196	-0.0204703447792678	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 a reduction in the number of forest fires in the <font color=green>state</font> . Seidel joined the department in 1925 as a division fire	3	3	161	100	5	NN	press	1.61	1
state/NN/br-a06/1439	0.0571787843111985	0.0446656120365956	state	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 with private lumber companies. In October 1944, he was appointed <font color=green>state</font>  warden and chief of the Forest Fire Section. Under his	3	1	152	33	6	NN	press	1.52	0.33
state/NN/br-a06/1454	0.0656164526403384	-0.00574305988211171	state	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 chief of the Forest Fire Section. Under his supervision, the <font color=green>state</font>  fire-fighting agency developed such techniques as plowing of fire lines	1	1	152	100	7	NN	press	1.52	1
state/NN/br-a06/1529	0.0458070987714571	0.00827443014763212	state	State	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 fire prevention program in co-operation with the Red Cross and <font color=green>State</font>  Department of Education. Richard J. Hughes made his Morris County	3	2	145	67	6	NNP	press	1.45	0.67
state/NN/br-a06/1566	0.0947804775131461	0.0390444159908817	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 pledge`` to carry the issues to every corner of the <font color=green>state</font> ''. He promised nearly 200 Democratic county committee members at the	2	1	132	50	3	NN	press	1.32	0.5
state/NN/br-a06/1859	0.118920842292578	-0.069436355560016	state	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 Superior Court judge said.`` To prevent hoodlums from infiltrating the <font color=green>state</font>  as they did in the Republican administration in the early	3	1	125	33	2	NN	press	1.25	0.33
state/NN/br-a06/1973	0.271074315100411	-0.213884284733247	state	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 provide$ 45 million for purchase of open land by the <font color=green>state</font> . The other$ 15 million is to be alloted to municipalities	4	1	180	25	1	NN	press	1.8	0.25
state/NN/br-a06/2014	0.0787275041726121	-0.233192008338334	state	state	NN	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 to conquer space- but to conserve it'', pointing out the <font color=green>state</font>  population has increased 125000 each year since 1950. He said	3	1	118	33	1	NN	press	1.18	0.33
state/NN/br-a06/2189	0.0356124536695379	-0.0030801433195696	state	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 carved wooden elephants, complete with ivory tusks, to remember the <font color=green>state</font>  committee by. There may be other 1961 state committee retirements	1	2	149	200	5	NN	press	1.49	2
state/NN/br-a06/2198	0.0391014048258053	-0.0092168701465097	state	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 remember the state committee by. There may be other 1961 <font color=green>state</font>  committee retirements come April 18, but they will be leaving	1	2	148	200	4	NN	press	1.48	2
state/NN/br-a06/362	0.000655243474049539	-0.370937784639751	state	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 campaign'', he said,`` because the primary is being waged on <font color=green>state</font>  issues and I will not be forced into re arguing	3	1	130	33	1	NN	press	1.3	0.33
state/NN/br-a06/466	0.0877988187621807	-0.010694789295978	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 industry. Mitchell decried the high rate of unemployment in the <font color=green>state</font>  and said the Meyner administration and the Republican-controlled State Senate	4	2	142	50	4	NN	press	1.42	0.5
state/NN/br-a06/507	0.18877600247266	-0.0603506592302663	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 Co. plant, he said industry will not come into this <font color=green>state</font>  until there is tax reform.`` But I am not in	4	1	192	25	1	NN	press	1.92	0.25
state/NN/br-a06/525	0.0786962146050856	-0.0225287224637438	state	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 But I am not in favor of a sales or <font color=green>state</font>  income tax at this time'', Mitchell said. Jones, unhappy that	2	2	154	100	5	NN	press	1.54	1
state/NN/br-a06/615	0.0124310812489936	0.204472763348455	state	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 you can n't have it both ways'', Jones said. The <font color=green>state</font>  is now faced with the immediate question of raising new	1	0	139	0	2	NN	press	1.39	0
state/NN/br-a06/740	0.0587294122899867	0.151805046989931	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 overwhelmingly by the American people as president of the United <font color=green>States</font> , and who has been the symbol to the world of	3	1	114	33	2	NNPS	press	1.14	0.33
state/NN/br-a06/854	0.0953359918616302	0.199115571676547	state	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 ahead of his GOP opponents for the gubernatorial nomination. Sandman, <font color=green>state</font>  campaign chairman for Jones, was addressing a meeting in the	3	1	145	33	2	NN	press	1.45	0.33
state/NN/br-a06/897	0.0512298672200582	0.0318753421405647	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 reports from workers on a local level all over the <font color=green>state</font>  indicate that Jones will be chosen the Republican Party 's	4	2	152	50	5	NN	press	1.52	0.5
state/NN/br-a07/1327	-0.369385527832593	-0.131203769183183	state	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 Corps will be able to prevent confusion for church and <font color=green>state</font>  over methods, means and goals. There are a number of	3	1	107	33	1	NN	press	1.07	0.33
state/NN/br-a07/1489	0.235830660417411	0.137986062863259	state	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 still preserve the constitutional requirement on separation of church and <font color=green>state</font> ? R. Sargent Shriver Jr., director of the corps, is certain	4	0	114	0	2	NN	press	1.14	0
state/NN/br-a07/2077	-0.192689226559216	-0.309953763209103	state	States	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 one was overly optimistic. W. Averell Harriman of the United <font color=green>States</font> , Malcolm MacDonald of Britain, Maurice Couve de Murville, France 's	1	0	193	0	1	NNPS	press	1.93	0
state/NN/br-a07/592	-0.305252519528305	0.186499269918695	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 the visitor from the airport remarks that politicians in the <font color=green>state</font>  are`` all the same''.`` It 's' See Joe, see Jim	2	1	128	50	3	NN	press	1.28	0.5
state/NN/br-a07/689	0.0587226087101517	-0.165179944136472	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 Corruption is hardly a recent development in the city and <font color=green>state</font>  that were widely identified as the locale of Edwin O	3	0	148	0	3	NN	press	1.48	0
state/NN/br-a07/751	0.185975461307442	-0.0883873064211515	state	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 construction of highways and other public works has brought on <font color=green>state</font>  and Federal investigations. And the election of President Kennedy has	5	1	129	20	2	NN	press	1.29	0.2
state/NN/br-a07/773	0.0868724707843564	-0.188678119288783	state	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 attracted new attention to the ethical climate of his home <font color=green>state</font> . A reader of the Boston newspapers can hardly escape the	3	0	139	0	3	NN	press	1.39	0
