id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	wf	new_pos	new_broad_genre
state/NN/br-h14/643	0.193528353818155	0.0876267076370928	state	NN	miscellaneous	non-fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 base'' allotment, and a`` ceiling'' or maximum allotment, for each <font color=green>State</font> . It stipulates, in addition, that all amounts remaining as a	3	2	329	67	2	State	NNP	technical
state/NN/br-h14/721	0.266269706071356	0.204913525379239	state	NN	miscellaneous	non-fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 to needed services regardless of whether he resides in a <font color=green>State</font>  with a low or high per capita income or a	4	0	304	0	2	State	NNP	technical
state/NN/br-h14/736	0.266269706071356	0.204913525379239	state	NN	miscellaneous	non-fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 high per capita income or a sparsely or thickly populated <font color=green>State</font> . The provisions are also designed to avoid disruption in State	3	0	304	0	2	State	NNP	technical
state/NN/br-h14/794	0.267655393862006	-0.102585749195293	state	NN	miscellaneous	non-fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 forth in the Act. The term`` State'' means the several <font color=green>States</font> , the District of Columbia, the Virgin Islands, Guam and Puerto	3	0	301	0	3	States	NNPS	technical
state/NN/br-h14/814	0.319904218160402	-0.0532503962316862	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 the Virgin Islands, Guam and Puerto Rico; the term`` United <font color=green>States</font> '' includes the several States and the District of Columbia, and	1	0	345	0	4	States	NNPS	technical
state/NN/br-h14/819	0.294200083569647	-0.123168638813553	state	NN	miscellaneous	non-fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 and Puerto Rico; the term`` United States'' includes the several <font color=green>States</font>  and the District of Columbia, and excludes the Virgin Islands	3	0	322	0	2	States	NNPS	technical
state/NN/br-h14/857	0.312454614475193	-0.0278368799577751	state	NN	miscellaneous	non-fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 Hawaii. The following steps are employed in calculations: For each <font color=green>State</font> ( except Puerto Rico, Guam, the Virgin Islands, and, prior to	4	1	308	25	5	State	NNP	technical
state/NN/br-h14/981	0.197261626928161	0.00941518298132975	state	NN	miscellaneous	non-fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 the result obtained in item 2 above.) Determine for each <font color=green>State</font> ( except the Virgin Islands, Guam and Puerto Rico, and, prior	3	1	301	33	7	State	NNP	technical
state/NN/br-h24/1018	0.233784607990451	-0.274421804544644	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 also Interest on Unpaid Taxes, below. Citizens of the United <font color=green>States</font>  who, on April 15, are not in the United States	1	0	265	0	1	States	NNPS	technical
state/NN/br-h24/1030	0.272582026367428	-0.0684569217125223	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 States who, on April 15, are not in the United <font color=green>States</font>  or Puerto Rico, are allowed an extension of time until	1	0	315	0	3	States	NNPS	technical
state/NN/br-h24/1120	0.354675703446683	-0.0310151923689665	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 Naval Personnel on duty in Alaska or outside the United <font color=green>States</font>  and Puerto Rico are also allowed this automatic extension of	1	0	341	0	2	States	NNPS	technical
state/NN/br-h24/1166	0.272582026367428	-0.0684569217125223	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 that you were in Alaska or were outside the United <font color=green>States</font>  or Puerto Rico on April 15 or other due date	1	0	315	0	3	States	NNPS	technical
state/NN/br-h24/1574	0.354675703446683	-0.0310151923689665	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 of abode for the tax year is outside the United <font color=green>States</font> ( including Alaska and Hawaii), Puerto Rico, or the Virgin Islands	1	0	341	0	2	States	NNPS	technical
state/NN/br-h24/493	0.233784607946925	-0.274421804487817	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 the same as if they were citizens of the United <font color=green>States</font> . Their United States tax returns are due April 16, 1962	1	0	265	0	1	States	NNPS	technical
state/NN/br-h24/497	0.23378460799045	-0.274421804544643	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 if they were citizens of the United States. Their United <font color=green>States</font>  tax returns are due April 16, 1962. However, if their	1	0	265	0	1	States	NNPS	technical
state/NN/br-h24/512	0.233784607990451	-0.274421804544644	state	NN	miscellaneous	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 returns are due April 16, 1962. However, if their United <font color=green>States</font>  income is not subject to the withholding of tax on	1	0	265	0	1	States	NNPS	technical
state/NN/br-j22/976	-0.112604339225795	-0.179224595631519	state	NN	learned	non-fiction	A3	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 the governments to develop their own technical assistance to communities, <font color=green>state</font>  and provincial governments, rural communities, and other smaller groups, making	3	2	271	67	2	state	NN	essays
state/NN/br-j38/1818	-0.112604339225795	-0.179224595631519	state	NN	learned	non-fiction	A3	A	AB	ABC	state_government%1:14:00::	C2	C	C	ABC	 unless a new industry is in sight and requests it. <font color=green>State</font>  governments have been taking the lead in establishing area vocational	2	1	271	50	1	State	NNP	essays
state/NN/br-j38/249	-0.0742636390877631	-0.269006168821061	state	NN	learned	non-fiction	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 control remain primarily with the local school districts. Even the <font color=green>states</font>  remain primarily in an assisting role, providing leadership and teacher	4	0	255	0	1	states	NNS	essays
state/NN/br-j38/276	-0.0742636390877631	-0.269006168821061	state	NN	learned	non-fiction	A3	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 is limited to half of the total expenditure, and the <font color=green>state</font>  or local districts must pay at least half. The state	3	1	255	33	1	state	NN	essays
state/NN/br-j38/287	-0.0742636390877631	-0.269006168821061	state	NN	learned	non-fiction	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 state or local districts must pay at least half. The <font color=green>state</font>  may decide to encourage local programs by paying half of	4	1	255	25	1	state	NN	essays
state/NN/br-j38/353	-0.0712764905703546	-0.150956254957094	state	NN	learned	non-fiction	A3	A	AB	ABC	state_government%1:14:00::	C2	C	C	ABC	 districts all together have spent more than either Federal or <font color=green>state</font>  governments. Today, Federal funds account for only one-fifth of the	3	1	263	33	2	state	NN	essays
state/NN/br-j38/388	-0.0742636390877631	-0.269006168821061	state	NN	learned	non-fiction	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 matching fund principle has been in initially encouraging the poorest <font color=green>states</font>  and school districts to spend enough to obtain their full	3	1	255	33	1	states	NNS	essays
state/NN/br-j38/773	-0.0742636390877631	-0.269006168821061	state	NN	learned	non-fiction	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 years Kentucky, Louisiana and several other states have been building <font color=green>state</font>  sponsored vocational education schools that serve nearby school districts in	4	0	255	0	1	state	NN	essays
state/NN/br-j58/515	0.0877998440096967	-0.348471566356092	state	NN	learned	non-fiction	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 and butchered her citizens''. In the eastern section of the <font color=green>state</font>  the newspapers' reaction to Brown 's trial and sentence were	3	0	259	0	1	state	NN	essays
state/NN/br-j58/840	0.0877998440096967	-0.348471566356092	state	NN	learned	non-fiction	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 Congressional offices from the eastern and western sections of the <font color=green>state</font> . During the month of November hardly a day passed when	2	0	259	0	1	state	NN	essays
state/NN/br-j58/87	-0.112604339225795	-0.179224595631519	state	NN	learned	non-fiction	A3	A	AB	ABC	state_government%1:14:00::	C2	C	C	ABC	 the liberation of the slaves but also the overthrow of <font color=green>state</font>  and federal governments. The Providence Daily Journal answered the Daily	2	1	271	50	1	state	NN	essays
state/NN/br-k05/60	-0.265405929793136	0.127406469462374	state	NN	fiction_gral	fiction	C	C	C	ABC	secretary_of_state%1:18:00::	C1	C	C	ABC	 he was delivering a prescription from Dr. Verdi. Secretary of <font color=green>State</font>  Seward was a sick man. The idea had come from	1	0	261	0	1	State	NNP	fiction
state/NN/br-k10/1990	-0.318762539902798	0.297471648266019	state	NN	fiction_gral	fiction	B	B	AB	ABC	state%1:14:01::	B	B	AB	ABC	 or unleavened bread are inconsequential. Geneva must remain a sovereign <font color=green>state</font> . We will not yield to the demands of Bern''! The	3	1	266	33	1	state	NN	fiction
state/NNP/br-a01/1035	-0.388611633511712	-0.107072526356689	state	NNP	press_reportage	press	A3	A	AB	ABC	person%1:03:00::	C1	C	C	ABC	 night in Blue Ridge brought enthusiastic responses from the audience. <font color=green>State</font>  Party Chairman James W. Dorsey added that enthusiasm was picking	2	0	341	0	3	State	NNP	press
state/NNP/br-a01/1240	-0.244425032745445	-0.0898051867164661	state	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 system which the party opposes in its platform. Sam Caldwell, <font color=green>State</font>  Highway Department public relations director, resigned Tuesday to work for	5	1	330	20	3	State	NNP	press
state/NNP/br-a01/1412	-0.188905051341625	0.226535214778896	state	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 as his first priority item. Meanwhile, it was learned the <font color=green>State</font>  Highway Department is very near being ready to issue the	2	0	330	0	3	State	NNP	press
state/NNP/br-a01/1928	-0.0605458766270385	0.0806733739967267	state	NNP	press_reportage	press	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 event Congress does provide this increase in federal funds'', the <font color=green>State</font>  Board of Education should be directed to`` give priority'' to	5	1	319	20	2	State	NNP	press
state/NNP/br-a01/352	-0.0938965706697723	0.0699408688463018	state	NNP	press_reportage	press	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 be effected''. The grand jury took a swipe at the <font color=green>State</font>  Welfare Department 's handling of federal funds granted for child	3	0	312	0	4	State	NNP	press
state/NNP/br-a01/392	-0.0791192691166554	0.0480442574089464	state	NNP	press_reportage	press	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 Fulton County general assistance program'', the jury said, but the <font color=green>State</font>  Welfare Department`` has seen fit to distribute these funds through	3	0	268	0	3	State	NNP	press
state/NNP/br-a02/1194	-0.283753106223274	-0.136864871334622	state	NNP	press_reportage	press	C	C	C	ABC	group%1:03:00::	B	B	AB	ABC	 An adverse vote of 81 to 65 kept in the <font color=green>State</font>  Affairs Committee a bill which would order the referendum on	2	0	254	0	1	State	NNP	press
state/NNP/br-a02/1877	-0.105137083574639	-0.0903412263003276	state	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 Okla.. In addition, Dr. Clark has studied at Rhode Island <font color=green>State</font>  College and Massachusetts Institute of Technology. During his college career	2	0	333	0	5	State	NNP	press
state/NNP/br-a02/1952	-0.313096638691795	-0.30004332407738	state	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 associate professor of education at Fort Hays , Kan. , <font color=green>State</font>  College. He has served as a border patrolman and was	2	0	302	0	2	State	NNP	press
state/NNP/br-a02/793	-0.157255111202539	-0.0996126179526567	state	NNP	press_reportage	press	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 finally, and sent to the Senate, a bill extending the <font color=green>State</font>  Health Department 's authority to give planning assistance to cities	5	1	279	20	3	State	NNP	press
state/NNP/br-a02/914	-0.229594006697117	-0.142389604216353	state	NNP	press_reportage	press	A2	A	AB	ABC	location%1:03:00::	A	A	AB	ABC	 will be sought later on but in the meantime the <font color=green>State</font>  Hospital board can accept gifts and donations of a site	1	1	283	100	1	State	NNP	press
state/NNP/br-a12/156	-0.270973271037176	-0.0188834898875586	state	NNP	press_reportage	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 last Saturday night in the 41- 8 slaughter of Washington <font color=green>State</font> . Moritz is listed on the Longhorn roster as a right	1	1	318	100	3	State	NNP	press
state/NNP/br-a12/1811	-0.332602447930894	-0.0889718557720594	state	NNP	press_reportage	press	A	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 M. C. Reynolds and Warren Rabb. Rabb, the former Louisiana <font color=green>State</font>  field general, came off the bench for his debut with	2	1	306	50	3	State	NNP	press
state/NNP/br-a12/2223	-0.206221908221494	-0.0196648712904339	state	NNP	press_reportage	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 the statistics last week. Texas' 545- yard spree against Washington <font color=green>State</font>  gave the Longhorns a 3- game total offense of 1512	1	1	274	100	4	State	NNP	press
state/NNP/br-a12/777	-0.244965972959038	-0.0209285329834014	state	NNP	press_reportage	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 second-half appearance this season and that was in the Washington <font color=green>State</font>  game, for four plays: he returned the kickoff 30 yards	2	2	275	100	2	State	NNP	press
state/NNP/br-a12/821	-0.248694360019925	-0.0480030484356173	state	NNP	press_reportage	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 bench. Wingback Jack Collins injured a knee in the Washington <font color=green>State</font>  game but insists he 'll be ready for Oklahoma. Last	3	3	304	100	5	State	NNP	press
state/NNP/br-a15/1617	-0.382599046602321	0.00429702651421348	state	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 baseball history, as the Blue and White beat Southeast Missouri <font color=green>State</font>  College, 5- 1, at Crystal City. The victory was the	2	1	343	50	2	State	NNP	press
state/NNP/br-c02/2186	-0.246215303824845	-0.0364375866271019	state	NNP	press_reviews	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 Earlier this month Edward R. Murrow, director of the United <font color=green>States</font>  Information Agency, came to Hollywood and had dinner with more	2	0	297	0	4	States	NNPS	press
state/NNP/br-e31/292	-0.179188562620098	-0.0563310636612184	state	NNP	skill_and_hobbies	non-fiction	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 harvested on 1500 commercial and private shooting preserves, and on <font color=green>State</font>  Game Commission controlled upland game areas during the 1960- 61	5	1	281	20	4	State	NNP	technical
state/NNP/br-f14/1306	-0.325146691285431	0.46433136038844	state	NNP	popular_lore	fiction	C	C	C	ABC	person%1:03:00::	C1	C	C	ABC	 German state, including the Reich Minister of the Interior, the <font color=green>State</font>  Secretary in charge of the Four Year Plan, the Reich	4	0	310	0	1	State	NNP	essays
state/NNP/br-f24/1708	-0.0395844764323294	0.319053383043187	state	NNP	popular_lore	fiction	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 Economics, headed the rural development division of USOM, the United <font color=green>States</font>  Operations Mission administering U. S. aid.`` What you see are	3	0	283	0	1	States	NNPS	essays
state/NNP/br-h18/225	-0.198903269579318	-0.163938810277912	state	NNP	miscellaneous	non-fiction	B	B	AB	ABC	person%1:03:00::	C1	C	C	ABC	 resolve differences between this and other departments. Assistant Secretaries of <font color=green>State</font>  will now carry an increased burden of active formulation and	2	1	286	50	2	State	NNP	technical
state/NNP/br-j10/2120	-0.282204608323768	0.0125155627656624	state	NNP	learned	non-fiction	A	A	AB	ABC	location%1:03:00::	A	A	AB	ABC	 for nomias. This may just be pride in my adopted <font color=green>State</font>  of Washington, but certainly I love to visit their mound	2	1	274	50	2	State	NNP	essays
state/NNP/br-j14/2120	-0.134696779752975	0.286720684993775	state	NNP	learned	non-fiction	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 methods used to obtain them. The introduction of the United <font color=green>States</font>  Pharmacopoeia reference standard in 1952 and the redefinition and equating	1	0	281	0	2	States	NNPS	essays
state/NNP/br-k03/1304	-0.573537077402316	-0.0730756880162481	state	NNP	fiction_gral	fiction	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 a pharmacist. And so he had, so he had. At <font color=green>State</font>  College, he had no time to walk among the violets	1	0	300	0	1	State	NNP	fiction
state/NNP/br-k03/485	-0.517274052661697	0.215392375275017	state	NNP	fiction_gral	fiction	A5	A	AB	ABC	location%1:03:00::	A	A	AB	ABC	 I heard of some that tried it back in the <font color=green>States</font> , and he 'd knock them clear across the room. There	1	0	254	0	1	States	NNPS	fiction
state/NNP/br-k15/1529	-0.224757429122117	0.244334211353116	state	NNP	fiction_gral	fiction	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 the U.S. Army. In spite of the fact that the <font color=green>state</font>  legislature voted us neutral, John Hunt Morgan is openly flying	5	2	276	40	3	state	NN	fiction
